WavwNum_Corundum,value_Corundum
724.7014,205.9648
725.1835,169.3145
725.6656,140.5859
726.1478,129.0508
726.6299,144.7168
727.112,176.3418
727.5941,190.6328
728.0762,188.7324
728.5583,181.9453
729.0405,176.7305
729.5226,171.0059
730.0047,163.5957
730.4868,154.6855
730.9689,142.6797
731.451,135.1445
731.9332,119.3633
732.4153,83.92969
732.8974,16.60156
733.3795,36.08008
733.8616,85.59961
734.3438,101.7598
734.8259,27.85156
735.308,133.1152
735.7901,224.0215
736.2722,211.3262
736.7543,164.5137
737.2365,164.9648
737.7186,196.7617
738.2007,227.6836
738.6828,240.5996
739.1649,256.6992
739.647,289.8711
740.1292,333.7969
740.6113,374.3984
741.0934,401.3945
741.5755,434.4121
742.0576,479.2949
742.5397,532.8477
743.0219,582.3984
743.504,629.4629
743.9861,663.2891
744.4682,664.9414
744.9503,652.1172
745.4324,680.4746
745.9146,746.3086
746.3967,811.1348
746.8788,850.8105
747.3609,875.9395
747.843,893.2207
748.3251,902.5957
748.8073,908.4258
749.2894,915.8359
749.7715,919.0312
750.2536,915.1738
750.7357,905.9219
751.2178,881.2793
751.7,836.5254
752.1821,787.5195
752.6642,747.1094
753.1463,717.0566
753.6284,711.6914
754.1105,741.7227
754.5927,768.8242
755.0748,755.1738
755.5569,710.6582
756.039,650.8965
756.5211,551.8398
757.0032,472.0586
757.4854,440.8418
757.9675,440.8379
758.4496,428.8438
758.9317,395.7285
759.4138,364.5254
759.8959,337.0312
760.3781,316.6035
760.8602,316.0
761.3423,331.4551
761.8244,331.3691
762.3065,280.873
762.7886,215.9512
763.2708,176.0195
763.7529,161.2129
764.235,169.2871
764.7171,231.1426
765.1992,287.3984
765.6813,295.2832
766.1635,243.2676
766.6456,233.3906
767.1277,290.2988
767.6098,348.5859
768.0919,366.1055
768.574,343.377
769.0562,312.3672
769.5383,271.9512
770.0204,238.1641
770.5025,231.0879
770.9846,239.0312
771.4667,243.584
771.9489,241.5918
772.431,237.8359
772.9131,232.8691
773.3952,228.3672
773.8773,226.332
774.3594,237.5723
774.8416,232.8184
775.3237,199.8926
775.8058,163.5332
776.2879,163.5449
776.77,200.248
777.2521,224.9668
777.7343,226.1094
778.2164,215.4824
778.6985,208.5312
779.1806,202.7188
779.6627,191.9863
780.1448,150.8008
780.627,128.1328
781.1091,169.4863
781.5912,247.6348
782.0733,278.7285
782.5554,227.334
783.0375,177.4219
783.5197,142.5762
784.0018,124.0703
784.4839,135.8086
784.966,178.7285
785.4481,213.1211
785.9302,216.3965
786.4124,200.168
786.8945,178.7656
787.3766,153.7832
787.8587,133.3926
788.3408,127.2812
788.8229,123.1973
789.3051,107.7559
789.7872,78.76758
790.2693,86.04883
790.7514,163.4082
791.2335,223.9824
791.7156,205.584
792.1978,111.873
792.6799,90.85742
793.162,144.4727
793.6441,201.6719
794.1262,195.7891
794.6083,158.0645
795.0905,133.4023
795.5726,127.0645
796.0547,125.8828
796.5368,115.6445
797.0189,112.2891
797.501,132.6797
797.9832,198.5352
798.4653,230.2285
798.9474,212.4199
799.4295,184.5488
799.9116,195.1426
800.3937,239.9473
800.8759,250.0938
801.358,210.4258
801.8401,167.9434
802.3222,176.0801
802.8043,213.5449
803.2864,251.6914
803.7686,302.5098
804.2507,318.0801
804.7328,243.7871
805.2149,140.8008
805.697,95.54492
806.1791,135.8535
806.6613,165.8008
807.1434,173.1602
807.6255,166.5547
808.1076,152.207
808.5897,133.8047
809.0718,138.5527
809.554,191.4648
810.0361,241.6621
810.5182,230.3828
811.0003,181.3516
811.4824,141.0273
811.9645,118.4434
812.4467,114.5645
812.9288,148.0215
813.4109,197.5156
813.893,206.4863
814.3751,166.1836
814.8572,122.4004
815.3394,85.29492
815.8215,57.28711
816.3036,43.85352
816.7857,46.08789
817.2678,61.71289
817.7499,104.9863
818.2321,146.6934
818.7142,162.1484
819.1963,154.5859
819.6784,143.9102
820.1605,81.29492
820.6426,83.59375
821.1248,223.3516
821.6068,458.7598
822.0889,508.7188
822.571,356.5215
823.0532,208.3906
823.5353,167.8301
824.0174,207.7734
824.4995,328.0449
824.9816,503.3965
825.4637,595.498
825.9459,438.7402
826.428,256.8906
826.9101,181.1211
827.3922,224.6191
827.8743,231.3867
828.3564,179.3066
828.8386,130.3691
829.3207,117.3223
829.8028,134.0684
830.2849,132.6172
830.767,113.2246
831.2491,90.84766
831.7313,78.57617
832.2134,68.20508
832.6955,45.35352
833.1776,9.740234
833.6597,12.67969
834.1418,9.033203
834.624,8.185547
835.1061,38.59766
835.5882,85.81641
836.0703,94.50977
836.5524,54.20508
837.0345,18.21484
837.5167,36.66797
837.9988,89.47852
838.4809,114.5293
838.963,109.459
839.4451,100.6602
839.9272,102.7363
840.4094,111.2656
840.8915,123.4902
841.3736,139.6152
841.8557,156.332
842.3378,177.4395
842.8199,192.6934
843.3021,190.5957
843.7842,169.959
844.2663,175.1934
844.7484,210.6914
845.2305,233.2148
845.7126,183.4707
846.1948,104.8828
846.6769,51.60156
847.159,28.10547
847.6411,43.26758
848.1232,161.1582
848.6053,276.9395
849.0875,311.1836
849.5696,236.5332
850.0517,194.1816
850.5338,195.2461
851.0159,199.5469
851.498,153.5176
851.9802,80.23828
852.4623,69.31055
852.9444,134.2559
853.4265,193.5566
853.9086,170.1523
854.3907,119.4004
854.8729,88.35352
855.355,84.17578
855.8371,110.6699
856.3192,198.4668
856.8013,277.4766
857.2834,282.3789
857.7656,211.3457
858.2477,172.9766
858.7298,175.0684
859.2119,185.3906
859.694,179.7676
860.1761,161.2188
860.6583,120.1094
861.1404,42.09961
861.6225,18.43555
862.1046,160.2598
862.5867,313.166
863.0688,355.5137
863.551,249.1113
864.0331,182.6875
864.5152,162.5586
864.9973,159.1504
865.4794,147.9688
865.9615,130.5254
866.4437,109.4883
866.9258,84.29297
867.4079,67.33789
867.89,62.04688
868.3721,71.5957
868.8542,105.4648
869.3364,188.9961
869.8185,222.6211
870.3006,186.6641
870.7827,133.9121
871.2648,106.2461
871.7469,100.6992
872.2291,86.78711
872.7112,62.79492
873.1933,33.90039
873.6754,0.658203
874.1575,31.95898
874.6396,64.95898
875.1218,104.2598
875.6039,112.4473
876.086,53.06641
876.5681,15.51953
877.0502,60.95703
877.5323,79.95508
878.0145,101.3867
878.4966,125.2129
878.9787,149.5879
879.4608,182.3984
879.9429,210.9512
880.425,209.5996
880.9072,175.4277
881.3893,138.9277
881.8714,112.6074
882.3535,90.92773
882.8356,66.96289
883.3177,37.28516
883.7999,39.00391
884.282,84.51562
884.7641,123.752
885.2462,112.3984
885.7283,68.60352
886.2104,48.375
886.6926,52.26953
887.1747,61.0625
887.6568,70.10352
888.1389,72.5918
888.621,59.98438
889.1031,29.95312
889.5853,17.91016
890.0674,35.75977
890.5495,51.50977
891.0316,49.38281
891.5137,31.83203
891.9958,7.908203
892.478,21.10938
892.9601,36.16211
893.4422,7.279297
893.9243,27.73828
894.4064,28.23047
894.8885,2.953125
895.3707,15.33008
895.8528,9.201172
896.3349,49.48242
896.817,101.6738
897.2991,155.9512
897.7813,170.2383
898.2634,144.0312
898.7455,114.2598
899.2276,95.22266
899.7097,87.73828
900.1918,106.8477
900.674,141.7988
901.1561,151.8262
901.6382,100.4492
902.1203,46.86719
902.6024,4.199219
903.0845,25.89648
903.5667,35.69727
904.0488,28.8125
904.5309,3.583984
905.013,51.59961
905.4951,113.0273
905.9772,134.3379
906.4594,122.127
906.9415,103.9727
907.4236,92.13672
907.9057,80.87695
908.3878,63.1582
908.8699,45.35352
909.3521,43.89062
909.8342,66.70312
910.3163,70.06641
910.7984,35.3418
911.2805,3.085938
911.7626,7.974609
912.2448,60.81836
912.7269,142.0234
913.209,268.2773
913.6911,386.1895
914.1732,488.1035
914.6553,558.3789
915.1375,572.252
915.6196,502.5117
916.1017,452.5898
916.5838,435.9609
917.0659,427.2617
917.548,396.916
918.0302,348.6484
918.5123,279.1191
918.9944,176.3184
919.4765,94.16211
919.9586,78.72656
920.4407,92.83398
920.9229,101.8555
921.405,103.3789
921.8871,103.7188
922.3692,93.44336
922.8513,92.50391
923.3334,127.1348
923.8156,184.6621
924.2977,216.4863
924.7798,222.2598
925.2619,218.2031
925.744,217.1133
926.2261,210.793
926.7083,186.5977
927.1904,139.2949
927.6725,99.51758
928.1546,65.27344
928.6367,43.13672
929.1188,38.82617
929.601,50.44531
930.0831,74.10938
930.5652,107.377
931.0473,129.7793
931.5294,111.9258
932.0115,89.26172
932.4937,94.7832
932.9758,124.8379
933.4579,132.2793
933.94,102.7363
934.4221,84.125
934.9042,91.36914
935.3864,115.3887
935.8685,132.5957
936.3506,142.9316
936.8327,150.1875
937.3148,143.5
937.7969,145.6582
938.2791,195.0859
938.7612,263.8926
939.2433,284.1758
939.7254,208.5059
940.2075,153.4141
940.6896,138.5176
941.1718,147.0508
941.6539,151.6738
942.136,154.0449
942.6181,161.5625
943.1002,182.8145
943.5823,191.1348
944.0645,142.0293
944.5466,78.35742
945.0287,53.29688
945.5108,105.8574
945.9929,147.668
946.475,181.2363
946.9572,199.0977
947.4393,185.375
947.9214,148.1113
948.4035,125.4102
948.8856,120.8359
949.3677,127.5078
949.8499,152.1992
950.332,176.3555
950.8141,187.6816
951.2962,187.2734
951.7783,172.9863
952.2604,140.2344
952.7426,96.77734
953.2247,31.95312
953.7068,37.4043
954.1889,24.38867
954.671,60.82617
955.1531,132.543
955.6353,119.084
956.1174,89.90625
956.5995,92.67578
957.0816,123.7969
957.5637,144.5469
958.0458,152.3047
958.528,155.084
959.0101,158.8281
959.4922,155.127
959.9743,105.9727
960.4564,27.72656
960.9385,16.1582
961.4207,41.05273
961.9028,89.01172
962.3849,44.27148
962.867,40.52539
963.3491,75.76172
963.8312,47.82812
964.3134,4.634766
964.7955,90.61523
965.2776,167.5508
965.7597,158.082
966.2418,95.93164
966.7239,75.2793
967.2061,124.416
967.6882,158.8457
968.1703,105.5879
968.6524,35.38867
969.1345,5.867188
969.6166,27.56836
970.0988,56.24219
970.5809,94.51172
971.063,123.9434
971.5451,124.8066
972.0272,109.8223
972.5093,108.3848
972.9915,118.9199
973.4736,117.8516
973.9557,87.55664
974.4378,50.08984
974.9199,5.957031
975.402,37.45117
975.8842,38.83008
976.3663,7.199219
976.8484,47.7207
977.3305,65.7793
977.8126,62.80469
978.2947,15.42773
978.7769,49.24609
979.259,70.17969
979.7411,36.40039
980.2232,107.2109
980.7053,103.4512
981.1874,57.70117
981.6696,7.005859
982.1517,93.12695
982.6338,90.53125
983.1159,29.03906
983.598,161.8008
984.0801,206.9805
984.5623,203.9922
985.0444,197.5449
985.5265,197.291
986.0085,181.0977
986.4907,132.4766
986.9728,89.61719
987.4549,81.02344
987.937,102.9453
988.4191,109.3496
988.9012,100.7988
989.3834,93.56836
989.8655,112.1738
990.3476,125.0605
990.8297,103.752
991.3118,53.07422
991.7939,6.152344
992.2761,46.65625
992.7582,67.73828
993.2403,39.05273
993.7224,17.08594
994.2045,55.31055
994.6866,79.04883
995.1688,97.76172
995.6509,110.209
996.133,125.9629
996.6151,161.5469
997.0972,196.9316
997.5793,206.998
998.0615,185.1406
998.5436,156.4316
999.0257,118.5215
999.5078,85.66992
999.9899,65.69336
1000.472,62.75977
1000.954,92.74219
1001.436,156.7793
1001.918,213.4551
1002.401,223.0918
1002.883,244.7148
1003.365,324.8301
1003.847,449.3945
1004.329,464.7422
1004.811,369.2344
1005.293,265.541
1005.775,192.873
1006.257,149.7129
1006.74,149.5039
1007.222,176.9102
1007.704,193.75
1008.186,187.9258
1008.668,170.6602
1009.15,129.9375
1009.632,95.09766
1010.114,130.3535
1010.596,217.9121
1011.079,251.6035
1011.561,199.3418
1012.043,142.7441
1012.525,150.6016
1013.007,174.293
1013.489,158.3359
1013.971,71.85352
1014.453,100.752
1014.936,279.7383
1015.418,462.0215
1015.9,548.8203
1016.382,569.6504
1016.864,597.8809
1017.346,625.8945
1017.828,610.8418
1018.31,489.1035
1018.792,366.4609
1019.275,281.9336
1019.757,228.5527
1020.239,198.3438
1020.721,188.4863
1021.203,190.8828
1021.685,207.2773
1022.167,240.3105
1022.649,336.8027
1023.132,429.0723
1023.614,410.0859
1024.096,161.3906
1024.578,31.53125
1025.06,94.76367
1025.542,196.9629
1026.024,220.7012
1026.506,177.8809
1026.989,134.7246
1027.471,94.57227
1027.953,72.88086
1028.435,90.58203
1028.917,119.832
1029.399,145.125
1029.881,166.123
1030.363,183.5645
1030.845,193.3262
1031.328,218.6387
1031.81,276.9824
1032.292,334.3789
1032.774,321.5645
1033.256,267.4707
1033.738,237.8711
1034.22,276.9141
1034.702,298.8691
1035.184,269.1152
1035.667,230.3008
1036.149,218.9805
1036.631,233.1504
1037.113,236.8047
1037.595,233.2793
1038.077,223.8281
1038.559,197.4844
1039.041,178.3262
1039.524,195.0352
1040.006,240.9531
1040.488,268.1484
1040.97,282.7012
1041.452,261.5176
1041.934,177.3613
1042.416,81.58203
1042.898,96.19531
1043.38,183.9316
1043.863,241.4004
1044.345,211.5312
1044.827,188.5
1045.309,236.1641
1045.791,287.8184
1046.273,272.6094
1046.755,180.332
1047.237,129.4941
1047.719,125.8027
1048.202,137.582
1048.684,146.2715
1049.166,152.127
1049.648,149.9922
1050.13,139.9766
1050.612,146.0293
1051.094,181.793
1051.576,219.5527
1052.059,260.6211
1052.541,287.4863
1053.023,239.5605
1053.505,141.6543
1053.987,71.66016
1054.469,55.90625
1054.951,71.12109
1055.433,146.0723
1055.916,220.1816
1056.398,226.0742
1056.88,143.5859
1057.362,116.832
1057.844,150.5391
1058.326,204.4746
1058.808,272.1191
1059.29,324.5508
1059.772,313.0684
1060.255,245.4414
1060.737,210.5605
1061.219,244.4316
1061.701,270.2305
1062.183,270.8223
1062.665,250.918
1063.147,203.1367
1063.629,142.1934
1064.111,118.4766
1064.594,156.2031
1065.076,206.5
1065.558,277.7559
1066.04,325.0664
1066.522,303.9082
1067.004,200.2812
1067.486,126.6816
1067.968,82.83398
1068.45,70.06055
1068.933,100.3184
1069.415,154.1309
1069.897,227.5215
1070.379,310.1504
1070.861,355.4434
1071.343,347.2109
1071.825,317.6055
1072.307,262.8691
1072.79,205.4062
1073.272,181.9023
1073.754,187.0371
1074.236,214.1367
1074.718,272.3105
1075.2,305.8574
1075.682,254.2344
1076.164,197.8418
1076.646,185.6777
1077.129,217.3125
1077.611,291.5391
1078.093,408.7852
1078.575,479.4648
1079.057,405.332
1079.539,298.7344
1080.021,249.957
1080.503,246.582
1080.985,256.5996
1081.468,289.5645
1081.95,304.1348
1082.432,294.1602
1082.914,270.584
1083.396,239.5234
1083.878,207.5293
1084.36,189.6367
1084.842,189.1074
1085.325,185.8223
1085.807,167.9531
1086.289,149.7148
1086.771,134.2598
1087.253,123.2578
1087.735,129.084
1088.217,149.4609
1088.699,169.3633
1089.182,181.5508
1089.664,191.9492
1090.146,206.1875
1090.628,219.873
1091.11,230.5215
1091.592,248.5684
1092.074,213.4258
1092.556,110.4648
1093.038,24.63281
1093.521,60.10156
1094.003,144.375
1094.485,178.0273
1094.967,158.9512
1095.449,151.8535
1095.931,184.291
1096.413,206.3066
1096.895,200.4395
1097.377,183.584
1097.86,206.1426
1098.342,248.9688
1098.824,243.8652
1099.306,154.1602
1099.788,74.25
1100.27,31.07812
1100.752,32.25391
1101.234,97.43164
1101.717,229.8574
1102.199,281.0488
1102.681,252.3984
1103.163,208.5527
1103.645,175.0762
1104.127,158.1641
1104.609,178.8027
1105.091,219.1348
1105.573,230.3281
1106.056,198.9766
1106.538,174.4102
1107.02,162.5449
1107.502,159.4434
1107.984,151.4414
1108.466,153.0312
1108.948,198.7422
1109.43,295.7363
1109.912,359.2637
1110.395,359.5371
1110.877,343.9805
1111.359,319.8359
1111.841,288.7754
1112.323,259.4453
1112.805,233.4922
1113.287,232.2793
1113.769,285.1719
1114.252,320.2949
1114.734,272.291
1115.216,216.0742
1115.698,236.3535
1116.18,344.4414
1116.662,372.2832
1117.144,318.1074
1117.626,248.5254
1118.109,187.9062
1118.591,152.2559
1119.073,174.9199
1119.555,235.709
1120.037,259.2285
1120.519,239.8789
1121.001,189.8691
1121.483,97.18359
1121.965,21.26367
1122.448,59.05664
1122.93,152.8359
1123.412,223.375
1123.894,258.6621
1124.376,269.6543
1124.858,248.2754
1125.34,223.9863
1125.822,207.3652
1126.304,197.918
1126.787,192.8906
1127.269,193.8047
1127.751,206.7422
1128.233,255.1367
1128.715,281.75
1129.197,247.1953
1129.679,204.0645
1130.161,204.0059
1130.644,243.2852
1131.126,247.0098
1131.608,214.6992
1132.09,183.9629
1132.572,168.7656
1133.054,173.0254
1133.536,217.4297
1134.018,280.0781
1134.5,302.6699
1134.983,280.9668
1135.465,255.4512
1135.947,231.1992
1136.429,214.4844
1136.911,224.6992
1137.393,237.5723
1137.875,223.8789
1138.357,176.0996
1138.839,144.3359
1139.322,125.1621
1139.804,138.5898
1140.286,219.7051
1140.768,306.7539
1141.25,280.2969
1141.732,185.0586
1142.214,103.9941
1142.696,60.91797
1143.179,46.06641
1143.661,74.99023
1144.143,100.1133
1144.625,61.48438
1145.107,10.23438
1145.589,5.96875
1146.071,64.79688
1146.553,134.6211
1147.036,183.4277
1147.518,211.6973
1148.0,213.5996
1148.482,200.3047
1148.964,195.834
1149.446,195.0488
1149.928,155.5332
1150.41,68.17773
1150.892,8.757813
1151.375,52.96875
1151.857,56.5332
1152.339,9.550781
1152.821,122.834
1153.303,164.0234
1153.785,134.2402
1154.267,105.6758
1154.749,104.1113
1155.231,110.4355
1155.714,104.2637
1156.196,94.98242
1156.678,90.2207
1157.16,84.88672
1157.642,120.4492
1158.124,204.8262
1158.606,267.8926
1159.088,255.8223
1159.571,205.1895
1160.053,133.5859
1160.535,58.82812
1161.017,27.62109
1161.499,71.0957
1161.981,99.20898
1162.463,102.7031
1162.945,102.0645
1163.427,128.8379
1163.91,160.5078
1164.392,157.291
1164.874,120.1035
1165.356,85.12695
1165.838,61.33789
1166.32,41.57031
1166.802,28.85742
1167.284,12.65625
1167.766,43.40234
1168.249,114.707
1168.731,147.334
1169.213,126.7734
1169.695,81.98242
1170.177,24.64844
1170.659,98.70898
1171.141,78.50391
1171.623,0.296875
1172.106,11.60352
1172.588,28.66211
1173.07,57.38867
1173.552,38.26562
1174.034,29.39453
1174.516,70.40625
1174.998,111.666
1175.48,105.9707
1175.963,57.16992
1176.445,62.93555
1176.927,118.0879
1177.409,157.6621
1177.891,115.7363
1178.373,75.56836
1178.855,94.83008
1179.337,135.2246
1179.819,133.9297
1180.302,90.03125
1180.784,75.88086
1181.266,102.6055
1181.748,135.123
1182.23,143.7031
1182.712,149.9941
1183.194,179.3379
1183.676,219.7441
1184.158,218.7891
1184.641,172.8965
1185.123,130.7344
1185.605,99.06836
1186.087,97.53125
1186.569,186.0469
1187.051,290.3438
1187.533,325.7695
1188.015,281.9883
1188.498,262.2715
1188.98,268.2441
1189.462,285.6504
1189.944,317.6562
1190.426,342.0391
1190.908,329.5234
1191.39,293.9531
1191.872,254.4746
1192.354,212.9375
1192.837,168.6973
1193.319,116.3789
1193.801,89.07031
1194.283,143.9316
1194.765,214.0039
1195.247,182.7734
1195.729,95.5332
1196.211,77.85352
1196.693,218.3652
1197.176,263.5059
1197.658,177.4727
1198.14,60.91797
1198.622,7.861328
1199.104,30.81836
1199.586,14.2207
1200.068,113.1172
1200.55,161.4023
1201.033,102.9844
1201.515,76.25391
1201.997,114.3242
1202.479,173.6699
1202.961,203.5137
1203.443,205.7676
1203.925,172.6406
1204.407,100.6719
1204.89,60.82812
1205.372,80.29492
1205.854,98.51172
1206.336,91.03125
1206.818,78.79883
1207.3,113.5801
1207.782,171.4863
1208.264,202.3633
1208.746,186.2246
1209.229,168.4805
1209.711,153.3281
1210.193,149.793
1210.675,171.3535
1211.157,197.834
1211.639,162.4609
1212.121,89.6582
1212.603,47.09766
1213.085,82.17578
1213.568,110.3125
1214.05,117.8867
1214.532,124.6953
1215.014,157.3105
1215.496,199.6074
1215.978,190.1465
1216.46,141.4727
1216.942,108.2578
1217.425,135.3672
1217.907,145.5957
1218.389,114.4336
1218.871,81.54883
1219.353,102.8516
1219.835,157.0762
1220.317,184.7129
1220.799,184.1172
1221.281,178.7383
1221.764,188.0312
1222.246,176.2422
1222.728,120.6855
1223.21,63.06836
1223.692,92.64453
1224.174,171.8242
1224.656,186.6348
1225.138,117.6211
1225.62,78.33203
1226.103,173.7188
1226.585,219.332
1227.067,141.1152
1227.549,10.22852
1228.031,12.69141
1228.513,35.83008
1228.995,73.30664
1229.477,81.58789
1229.96,75.66211
1230.442,66.03125
1230.924,35.72656
1231.406,39.78516
1231.888,127.6602
1232.37,123.8516
1232.852,54.44727
1233.334,10.34961
1233.816,50.03711
1234.299,76.38281
1234.781,86.30859
1235.263,93.86523
1235.745,114.8027
1236.227,136.3105
1236.709,99.36719
1237.191,25.70117
1237.673,14.6582
1238.156,38.00586
1238.638,75.30664
1239.12,75.75
1239.602,70.86133
1240.084,73.42383
1240.566,95.60547
1241.048,223.1309
1241.53,413.5605
1242.012,484.4922
1242.495,206.4668
1242.977,35.625
1243.459,64.03711
1243.941,159.2441
1244.423,169.4199
1244.905,140.5586
1245.387,168.9941
1245.869,248.668
1246.351,283.5898
1246.834,188.1113
1247.316,128.1055
1247.798,134.377
1248.28,174.7246
1248.762,222.6074
1249.244,264.9199
1249.726,272.8047
1250.208,241.8281
1250.691,233.3145
1251.173,300.7422
1251.655,350.6699
1252.137,355.0977
1252.619,336.0781
1253.101,315.373
1253.583,294.1406
1254.065,280.2207
1254.547,274.3086
1255.03,274.4961
1255.512,282.5078
1255.994,288.0645
1256.476,288.8242
1256.958,285.3828
1257.44,264.7051
1257.922,246.041
1258.404,259.9219
1258.886,332.1113
1259.369,319.7695
1259.851,194.0
1260.333,92.98047
1260.815,84.60547
1261.297,124.2324
1261.779,158.2168
1262.261,189.416
1262.743,222.2266
1263.226,271.4414
1263.708,285.1758
1264.19,256.9219
1264.672,229.6484
1265.154,206.4531
1265.636,207.0898
1266.118,252.5078
1266.6,303.2266
1267.083,274.0312
1267.565,168.6641
1268.047,98.80469
1268.529,45.44922
1269.011,23.84375
1269.493,70.12109
1269.975,115.9375
1270.457,145.3047
1270.939,150.8047
1271.422,130.2969
1271.904,82.39844
1272.386,52.57031
1272.868,34.45312
1273.35,48.49219
1273.832,115.6602
1274.314,186.3789
1274.796,227.9844
1275.278,246.4023
1275.761,244.3477
1276.243,220.9844
1276.725,199.9609
1277.207,183.7422
1277.689,163.0508
1278.171,116.8086
1278.653,84.07422
1279.135,91.375
1279.618,116.1562
1280.1,122.1055
1280.582,114.418
1281.064,108.7383
1281.546,101.0977
1282.028,91.22266
1282.51,51.77344
1282.992,37.89844
1283.474,76.79688
1283.957,131.3906
1284.439,122.1562
1284.921,77.12891
1285.403,77.44922
1285.885,138.6836
1286.367,198.8086
1286.849,238.8867
1287.331,243.1836
1287.813,198.8398
1288.296,143.9453
1288.778,122.9062
1289.26,124.3008
1289.742,138.4297
1290.224,164.6016
1290.706,156.3047
1291.188,99.58984
1291.67,46.52344
1292.153,7.132813
1292.635,5.898438
1293.117,84.19922
1293.599,193.7383
1294.081,193.8789
1294.563,44.80078
1295.045,0.492188
1295.527,77.44922
1296.01,140.1016
1296.492,129.5859
1296.974,100.0469
1297.456,103.9102
1297.938,133.6445
1298.42,141.7422
1298.902,122.8633
1299.384,85.20312
1299.866,25.50781
1300.349,1.070313
1300.831,49.37891
1301.313,58.77734
1301.795,0.0
1500.0,0.0
