WavwNum_Goethite,value_Goethite
719.6721,3.938438
720.1542,3.852322
720.6363,3.540661
721.1184,3.265705
721.6005,3.360901
722.0826,3.458157
722.5648,3.104568
723.0469,2.321133
723.529,1.726547
724.0111,1.62265
724.4932,1.700256
724.9753,1.833481
725.4575,2.034634
725.9396,2.160641
726.4217,2.19215
726.9038,2.18644
727.3859,2.177475
727.868,2.166195
728.3502,2.195286
728.8323,2.281094
729.3144,2.26342
729.7965,1.875286
730.2786,1.32225
730.7607,0.910305
731.2429,0.699596
731.725,0.589172
732.2071,0.540829
732.6892,0.55817
733.1713,0.645161
733.6534,0.950783
734.1356,1.112228
734.6177,1.098602
735.0998,0.968182
735.5819,0.763603
736.064,0.471771
736.5461,0.264374
737.0283,0.190311
737.5104,0.161552
737.9925,0.033943001
738.4746,0.151047
738.9567,0.292446
739.4388,0.351925
739.921,0.393417
740.4031,0.522202
740.8852,0.646523
741.3673,0.592999
741.8494,0.063460998
742.3315,0.430984
742.8137,0.181252
743.2958,0.41901
743.7779,0.606186
744.26,0.274353
744.7421,0.001991
745.2242,0.033027999
745.7064,0.111309
746.1885,0.315807
746.6706,0.553696
747.1527,0.680351
747.6348,0.526943
748.1169,0.309673
748.5991,0.209454
749.0812,0.193527
749.5633,0.167744
750.0454,0.127632
750.5275,0.082886003
751.0096,0.0036319999
751.4918,0.1003
751.9739,0.076889001
752.456,0.127098
752.9381,0.318684
753.4202,0.416874
753.9023,0.422668
754.3845,0.306217
754.8666,0.076545998
755.3487,0.108917
755.8308,0.085143998
756.3129,0.011154
756.795,0.053805999
757.2772,0.031895
757.7593,0.071067996
758.2414,0.39109
758.7235,0.690151
759.2056,0.811344
759.6877,0.716755
760.1699,0.685184
760.652,0.741234
761.1341,0.812866
761.6162,0.861965
762.0983,0.885647
762.5804,0.845837
763.0626,0.736813
763.5447,0.595657
764.0268,0.332638
764.5089,0.112522
764.991,0.23954
765.4731,0.839706
765.9553,1.247097
766.4374,0.984516
766.9195,0.581894
767.4016,0.497417
767.8837,0.972332
768.3658,1.124519
768.848,0.833347
769.3301,0.426258
769.8122,0.202293
770.2943,0.153687
770.7764,0.230408
771.2585,0.442078
771.7407,0.676304
772.2228,0.823498
772.7049,0.918777
773.187,1.020699
773.6691,1.171562
774.1512,1.252506
774.6334,1.074142
775.1155,0.879112
775.5976,0.948124
776.0797,1.510654
776.5618,1.858418
777.0439,1.942688
777.5261,1.842007
778.0082,1.551395
778.4903,1.114559
778.9724,0.970222
779.4545,1.268711
779.9366,1.628624
780.4188,1.607738
780.9009,1.372986
781.383,1.171227
781.8651,0.986618
782.3472,0.986416
782.8293,1.387894
783.3115,1.941292
783.7936,2.316437
784.2757,2.543522
784.7578,2.475758
785.2399,1.990986
785.722,1.379467
786.2041,1.097275
786.6862,1.116131
787.1683,1.267895
787.6505,1.561806
788.1326,1.84201
788.6147,1.948807
789.0968,1.940861
789.5789,1.907272
790.061,1.89452
790.5432,1.842697
791.0253,1.686737
791.5074,1.501812
791.9895,1.41312
792.4716,1.454666
792.9537,1.484715
793.4359,1.50087
793.918,1.46542
794.4001,1.274769
794.8822,0.962582
795.3643,0.662804
795.8464,0.358852
796.3286,0.173405
796.8107,0.28791
797.2928,0.577488
797.7749,0.825504
798.257,0.983566
798.7391,1.069954
799.2213,1.100426
799.7034,1.10656
800.1855,1.038288
800.6676,0.876743
801.1497,0.72625
801.6318,0.626362
802.114,0.594929
802.5961,0.648109
803.0782,0.7332
803.5603,0.720772
804.0424,0.48325
804.5245,0.245857
805.0067,0.218819
805.4888,0.302322
805.9709,0.302124
806.453,0.058364999
806.9351,0.196354
807.4172,0.047974002
807.8994,0.467384
808.3815,0.67033
808.8636,0.652794
809.3457,0.620544
809.8278,0.618408
810.3099,0.605724
810.7921,0.503372
811.2742,0.370708
811.7563,0.324032
812.2384,0.413887
812.7205,0.603786
813.2026,1.044674
813.6848,1.510788
814.1669,1.620827
814.649,1.177086
815.1311,0.7719
815.6132,0.445026
816.0953,0.231461
816.5775,0.21188
817.0596,0.368313
817.5417,0.597897
818.0238,0.936016
818.5059,1.188568
818.988,1.036182
819.4702,0.697849
819.9523,0.511772
820.4344,0.821972
820.9165,0.976902
821.3986,0.698341
821.8807,0.272007
822.3629,0.013237
822.845,0.073680997
823.3271,0.127026
823.8092,0.690491
824.2913,1.284821
824.7734,1.557304
825.2556,1.556206
825.7377,1.358574
826.2198,0.905273
826.7019,0.490921
827.184,0.264797
827.6661,0.205807
828.1483,0.290257
828.6304,0.676239
829.1125,0.992119
829.5946,1.245106
830.0767,1.410622
830.5588,1.446342
831.041,1.354622
831.5231,1.21059
832.0052,1.018036
832.4873,0.81992
832.9694,0.62561
833.4515,0.491882
833.9337,0.518574
834.4158,0.768841
834.8979,0.945797
835.38,0.94278
835.8621,0.858757
836.3442,0.8008
836.8264,0.702396
837.3085,0.678818
837.7906,0.760681
838.2727,0.875019
838.7548,0.940395
839.2369,0.968468
839.7191,1.006004
840.2012,1.060253
840.6833,1.095142
841.1654,1.031582
841.6475,0.972107
842.1296,1.061222
842.6118,1.374977
843.0939,1.4603
843.576,1.186096
844.0581,0.860825
844.5402,0.687183
845.0223,0.669567
845.5045,0.560905
845.9866,0.351452
846.4687,0.230488
846.9508,0.48777
847.4329,0.849979
847.915,0.924583
848.3972,0.690033
848.8793,0.492996
849.3614,0.406937
849.8435,0.455994
850.3256,0.733028
850.8077,1.238003
851.2899,1.373642
851.772,1.053162
852.2541,0.730942
852.7362,0.648003
853.2183,0.683609
853.7004,0.660477
854.1826,0.602329
854.6647,0.589283
855.1468,0.731552
855.6289,0.868015
856.111,0.913692
856.5931,0.865448
857.0753,0.732372
857.5574,0.389633
858.0395,0.191826
858.5216,0.26606
859.0037,0.553463
859.4858,0.949348
859.968,1.42514
860.4501,1.687561
860.9322,1.496067
861.4143,1.144684
861.8964,0.848713
862.3785,0.622349
862.8607,0.501545
863.3428,0.655872
863.8249,0.719345
864.307,0.538483
864.7891,0.255424
865.2712,0.188656
865.7534,0.351952
866.2355,0.489288
866.7176,0.539433
867.1997,0.551266
867.6818,0.625401
868.1639,0.708893
868.6461,0.680977
869.1282,0.378918
869.6103,0.191784
870.0924,0.396385
870.5745,0.73315
871.0566,0.866936
871.5388,0.690109
872.0209,0.62875
872.503,0.724312
872.9851,0.890438
873.4672,1.115154
873.9493,1.325974
874.4315,1.255211
874.9136,0.824692
875.3957,0.434727
875.8778,0.229271
876.3599,0.255257
876.842,0.668102
877.3242,1.790195
877.8063,2.143867
878.2884,1.400017
878.7705,0.482304
879.2526,0.056568
879.7347,0.059250001
880.2169,0.11425
880.699,0.460068
881.1811,0.604237
881.6632,0.041607
882.1453,0.651237
882.6274,0.939659
883.1096,0.811134
883.5917,0.687241
884.0738,0.700302
884.5559,0.654167
885.038,0.434738
885.5201,0.105297
886.0023,0.038136002
886.4844,0.229801
886.9665,0.448265
887.4486,0.644913
887.9307,0.747044
888.4128,0.581074
888.895,0.246574
889.3771,0.0051270002
889.8592,0.058807001
890.3413,0.076466002
890.8234,0.103771
891.3055,0.331406
891.7877,0.235287
892.2698,0.25005
892.7519,0.412563
893.234,0.0060419999
893.7161,0.515942
894.1982,0.502613
894.6804,0.167706
895.1625,0.097198002
895.6446,0.153408
896.1267,0.205002
896.6088,0.356873
897.0909,0.517853
897.5731,0.621361
898.0552,0.700203
898.5373,0.546051
899.0194,0.087150998
899.5015,0.337017
899.9836,0.337852
900.4658,0.084911004
900.9479,0.075026996
901.43,0.107044
901.9121,0.100918
902.3942,0.037617002
902.8763,0.0088539999
903.3585,0.085918002
903.8406,0.266933
904.3227,0.485394
904.8048,0.800682
905.2869,0.970608
905.769,0.794537
906.2512,0.414188
906.7333,0.178741
907.2154,0.082278997
907.6975,0.105053
908.1796,0.506733
908.6617,0.755009
909.1439,0.328503
909.626,0.490711
910.1081,0.77705
910.5902,0.272369
911.0723,0.154053
911.5544,0.328556
912.0366,0.341297
912.5187,0.328411
913.0008,0.292625
913.4829,0.22842
913.965,0.097942002
914.4471,0.033066001
914.9293,0.17128
915.4114,0.397236
915.8935,0.583618
916.3756,0.746758
916.8577,0.811325
917.3398,0.740726
917.822,0.643314
918.3041,0.631157
918.7862,0.680584
919.2683,0.677967
919.7504,0.616879
920.2325,0.590179
920.7147,0.713585
921.1968,0.859779
921.6789,0.939716
922.161,0.940823
922.6431,0.8965
923.1252,0.748222
923.6074,0.694885
924.0895,0.893002
924.5716,1.212296
925.0537,1.090443
925.5358,0.628452
926.0179,0.325794
926.5001,0.634697
926.9822,0.989063
927.4643,0.97221
927.9464,0.744133
928.4285,0.664742
928.9106,0.832584
929.3928,1.007378
929.8749,1.174335
930.357,1.317623
930.8391,1.416779
931.3212,1.473209
931.8033,1.455814
932.2855,1.326248
932.7676,1.308491
933.2497,1.756618
933.7318,2.270512
934.2139,2.467003
934.696,2.191822
935.1782,1.957565
935.6603,1.750927
936.1424,1.608227
936.6245,1.57999
937.1066,1.63224
937.5887,1.634895
938.0709,1.580616
938.553,1.48259
939.0351,1.340069
939.5172,1.241917
939.9993,1.177734
940.4814,1.14661
940.9636,1.193989
941.4457,1.397789
941.9278,1.475494
942.4099,1.312309
942.892,1.052631
943.3741,0.961021
943.8563,1.01445
944.3384,1.151012
944.8205,1.392181
945.3026,1.604332
945.7847,1.679642
946.2668,1.694485
946.749,1.751926
947.2311,1.980251
947.7132,1.88504
948.1953,1.365696
948.6774,0.801369
949.1595,0.552212
949.6417,0.540821
950.1238,0.531815
950.6059,0.49757
951.088,0.506741
951.5701,0.550091
952.0522,0.671108
952.5344,0.983082
953.0165,1.419971
953.4986,1.579212
953.9807,1.384357
954.4628,1.250977
954.9449,1.351318
955.4271,1.556038
955.9092,1.680222
956.3913,1.720577
956.8734,1.659763
957.3555,1.331985
957.8376,1.111183
958.3198,1.248886
958.8019,1.495125
959.284,1.577248
959.7661,1.458843
960.2482,1.383461
960.7303,1.369766
961.2125,1.37339
961.6946,1.332184
962.1767,1.290123
962.6588,1.337593
963.1409,1.480022
963.623,1.565533
964.1052,1.438354
964.5873,1.358128
965.0694,1.464005
965.5515,1.70713
966.0336,1.746613
966.5157,1.582161
966.9979,1.530499
967.48,1.764374
967.9621,2.064198
968.4442,2.239727
968.9263,2.315125
969.4084,2.348976
969.8906,2.305515
970.3727,2.307564
970.8548,2.418148
971.3369,2.510311
971.819,2.390015
972.3011,2.09013
972.7833,1.920383
973.2654,1.908138
973.7475,2.037216
974.2296,2.440163
974.7117,2.86797
975.1938,3.090881
975.676,3.080269
976.1581,3.126907
976.6402,3.259666
977.1223,3.41217
977.6044,3.535534
978.0865,3.677235
978.5687,3.961601
979.0508,4.375111
979.5329,4.888535
980.015,5.655708
980.4971,6.280922
980.9792,6.356464
981.4614,6.24287
981.9435,6.481518
982.4256,7.281704
982.9077,7.769676
983.3898,7.845055
983.8719,7.824001
984.354,7.938354
984.8361,8.216831
985.3182,8.825642
985.8004,9.74992
986.2825,10.52606
986.7646,10.77158
987.2467,11.02038
987.7288,11.54873
988.2109,12.28003
988.6931,12.75935
989.1752,12.97469
989.6573,13.30104
990.1394,13.89084
990.6215,14.6735
991.1036,15.5962
991.5858,16.53547
992.0679,17.36591
992.55,18.03119
993.0321,18.63567
993.5142,19.15417
993.9963,19.61247
994.4785,19.90535
994.9606,20.09418
995.4427,20.81997
995.9248,22.08241
996.4069,23.18427
996.889,23.50254
997.3712,23.57949
997.8533,23.74397
998.3354,23.98751
998.8175,24.16463
999.2996,24.22173
999.7817,24.40738
1000.264,24.86214
1000.746,25.34283
1001.228,25.35198
1001.71,25.0395
1002.192,24.70005
1002.674,24.35778
1003.157,24.22381
1003.639,24.91578
1004.121,25.4367
1004.603,24.87545
1005.085,23.01862
1005.567,21.94866
1006.049,21.71153
1006.531,21.59027
1007.013,21.18277
1007.496,20.53759
1007.978,19.57958
1008.46,18.40764
1008.942,17.35546
1009.424,16.75691
1009.906,15.95155
1010.388,14.68526
1010.87,13.31335
1011.353,12.4967
1011.835,12.14819
1012.317,11.89819
1012.799,11.70311
1013.281,11.43744
1013.763,10.98663
1014.245,10.43936
1014.727,9.864716
1015.209,9.25835
1015.692,8.670277
1016.174,8.107433
1016.656,7.527523
1017.138,6.793182
1017.62,6.120224
1018.102,6.164536
1018.584,6.646141
1019.066,6.803726
1019.549,5.967617
1020.031,5.237564
1020.513,4.910091
1020.995,4.778271
1021.477,4.669994
1021.959,4.58577
1022.441,4.24641
1022.923,3.610512
1023.405,3.055752
1023.888,2.973835
1024.37,3.066399
1024.852,3.111652
1025.334,3.085117
1025.816,2.914516
1026.298,2.498852
1026.78,2.192078
1027.262,2.156158
1027.745,2.215836
1028.227,1.885052
1028.709,1.346127
1029.191,1.131477
1029.673,1.553944
1030.155,1.93441
1030.637,1.956398
1031.119,1.818584
1031.601,1.664986
1032.084,1.48521
1032.566,1.391403
1033.048,1.385044
1033.53,1.446373
1034.012,1.742592
1034.494,1.959766
1034.976,1.615162
1035.458,0.894524
1035.941,0.417728
1036.423,0.414036
1036.905,0.519169
1037.387,0.752243
1037.869,0.97522
1038.351,0.936039
1038.833,0.718342
1039.315,0.597698
1039.797,0.614342
1040.28,0.69421
1040.762,1.00515
1041.244,1.163177
1041.726,0.81757
1042.208,0.065102004
1042.69,0.340572
1043.172,0.383987
1043.654,0.213264
1044.136,0.230747
1044.619,0.665623
1045.101,0.684414
1045.583,0.492207
1046.065,0.43034
1046.547,0.848579
1047.029,0.828144
1047.511,0.093277
1047.993,0.636909
1048.476,0.67767
1048.958,0.231777
1049.44,0.166821
1049.922,0.42849
1050.404,0.551052
1050.886,0.050620999
1051.368,0.411057
1051.85,0.480659
1052.333,0.308506
1052.815,0.166553
1053.297,0.060726002
1053.779,0.124889
1054.261,0.439148
1054.743,0.661087
1055.225,0.505539
1055.707,0.166546
1056.189,0.20586
1056.672,0.606976
1057.154,0.74762
1057.636,0.511177
1058.118,0.230953
1058.6,0.023506001
1059.082,0.180355
1059.564,0.070541002
1060.046,0.568958
1060.528,0.840969
1061.011,0.593082
1061.493,0.35273
1061.975,0.346191
1062.457,0.424606
1062.939,0.467636
1063.421,0.468903
1063.903,0.559948
1064.385,0.742172
1064.868,0.851643
1065.35,0.727161
1065.832,0.529068
1066.314,0.349987
1066.796,0.212448
1067.278,0.173416
1067.76,0.291397
1068.242,0.332958
1068.724,0.223568
1069.207,0.167034
1069.689,0.579998
1070.171,1.167614
1070.653,1.300797
1071.135,0.912819
1071.617,0.599873
1072.099,0.610397
1072.581,0.708836
1073.063,0.845158
1073.546,0.990597
1074.028,1.028629
1074.51,0.98193
1074.992,1.021145
1075.474,1.239029
1075.956,1.427368
1076.438,1.400883
1076.92,1.297421
1077.403,1.237392
1077.885,1.219872
1078.367,1.299496
1078.849,1.487415
1079.331,1.680145
1079.813,1.838566
1080.295,1.946148
1080.777,1.954144
1081.26,1.898762
1081.742,1.862694
1082.224,1.716206
1082.706,1.867069
1083.188,2.468418
1083.67,3.102238
1084.152,3.283501
1084.634,3.161469
1085.116,3.195332
1085.599,3.395176
1086.081,3.576138
1086.563,3.568642
1087.045,3.622631
1087.527,3.865654
1088.009,4.20808
1088.491,4.491581
1088.973,4.713459
1089.455,4.773762
1089.938,4.633224
1090.42,4.483177
1090.902,4.384975
1091.384,4.41853
1091.866,4.752838
1092.348,5.392445
1092.83,5.70332
1093.312,5.621746
1093.794,5.520473
1094.277,5.51741
1094.759,5.617363
1095.241,5.924068
1095.723,6.301205
1096.205,6.500668
1096.687,6.269852
1097.169,6.460262
1097.651,7.375881
1098.134,8.126816
1098.616,7.886944
1099.098,7.046093
1099.58,6.954193
1100.062,7.481617
1100.544,8.071724
1101.026,8.586567
1101.508,9.051624
1101.99,9.514275
1102.473,9.842274
1102.955,9.798485
1103.437,9.423584
1103.919,9.580151
1104.401,10.29526
1104.883,10.8158
1105.365,10.32295
1105.847,9.686085
1106.329,9.476608
1106.812,9.678997
1107.294,10.05874
1107.776,10.66206
1108.258,11.0139
1108.74,11.03087
1109.222,10.93827
1109.704,10.98747
1110.186,11.0956
1110.669,11.18836
1111.151,11.255
1111.633,11.19285
1112.115,10.93993
1112.597,10.67501
1113.079,10.45687
1113.561,10.33001
1114.043,10.37462
1114.526,10.53276
1115.008,10.69086
1115.49,10.83554
1115.972,10.95391
1116.454,11.12019
1116.936,11.14244
1117.418,10.84629
1117.9,10.33126
1118.382,10.22805
1118.865,10.4281
1119.347,10.42545
1119.829,9.675186
1120.311,9.077312
1120.793,9.223145
1121.275,9.561218
1121.757,9.488888
1122.239,8.974121
1122.721,8.888542
1123.204,9.239674
1123.686,9.424549
1124.168,8.79808
1124.65,8.07098
1125.132,7.794346
1125.614,7.809853
1126.096,7.664959
1126.578,7.339195
1127.061,6.862228
1127.543,6.189835
1128.025,5.680035
1128.507,5.849831
1128.989,6.257198
1129.471,6.476704
1129.953,6.467861
1130.435,6.228176
1130.917,5.646591
1131.4,5.160477
1131.882,4.862103
1132.364,4.706333
1132.846,4.751945
1133.328,4.845947
1133.81,4.683125
1134.292,4.185745
1134.774,3.812366
1135.256,3.695038
1135.739,3.664783
1136.221,3.686371
1136.703,3.733852
1137.185,3.768536
1137.667,3.774693
1138.149,3.721001
1138.631,3.625793
1139.113,3.382351
1139.596,2.753315
1140.078,2.157829
1140.56,1.789661
1141.042,1.655991
1141.524,1.932343
1142.006,2.514935
1142.488,2.823296
1142.97,2.471645
1143.453,1.976891
1143.935,1.43536
1144.417,1.005253
1144.899,0.859367
1145.381,1.022266
1145.863,1.162212
1146.345,1.277164
1146.827,1.304981
1147.309,1.087727
1147.792,0.885803
1148.274,1.00457
1148.756,1.222858
1149.238,1.090561
1149.72,0.479832
1150.202,0.215111
1150.684,0.366432
1151.166,0.570396
1151.648,0.49078
1152.131,0.340134
1152.613,0.390617
1153.095,0.550758
1153.577,0.406193
1154.059,0.217846
1154.541,0.604462
1155.023,0.645432
1155.505,0.481518
1155.988,0.103859
1156.47,0.282936
1156.952,0.401649
1157.434,0.244396
1157.916,0.02375
1158.398,0.332928
1158.88,0.482018
1159.362,0.280201
1159.844,0.0028880001
1160.327,0.128967
1160.809,0.414482
1161.291,0.337063
1161.773,0.224678
1162.255,0.486927
1162.737,0.069576003
1163.219,0.219139
1163.701,0.063499004
1164.183,0.30444
1164.666,0.423367
1165.148,0.370327
1165.63,0.3246
1166.112,0.336472
1166.594,0.318069
1167.076,0.203476
1167.558,0.111431
1168.04,0.078087002
1168.523,0.117321
1169.005,0.296459
1169.487,0.58778
1169.969,0.939175
1170.451,1.5028
1170.933,1.718102
1171.415,0.887001
1171.897,0.193333
1172.38,0.517132
1172.862,1.594025
1173.344,1.823875
1173.826,1.366215
1174.308,0.995262
1174.79,1.222492
1175.272,1.350105
1175.754,0.862335
1176.236,0.358833
1176.719,0.417324
1177.201,1.001736
1177.683,1.094543
1178.165,0.756428
1178.647,0.47554
1179.129,0.542175
1179.611,0.718704
1180.093,1.024899
1180.575,1.294369
1181.058,1.282673
1181.54,0.989746
1182.022,0.999577
1182.504,1.312977
1182.986,1.503933
1183.468,1.020622
1183.95,0.622597
1184.432,0.897667
1184.915,1.479794
1185.397,1.824867
1185.879,1.929211
1186.361,1.758675
1186.843,1.306637
1187.325,0.960247
1187.807,1.093765
1188.289,1.345139
1188.771,1.568565
1189.254,1.69104
1189.736,1.464573
1190.218,0.848476
1190.7,0.70298
1191.182,1.16386
1191.664,1.718418
1192.146,2.09494
1192.628,2.24754
1193.11,1.921333
1193.593,1.344643
1194.075,1.359035
1194.557,2.025055
1195.039,2.483871
1195.521,2.568081
1196.003,2.508724
1196.485,2.504646
1196.967,2.45153
1197.45,2.12228
1197.932,1.629642
1198.414,1.686295
1198.896,2.347881
1199.378,2.91386
1199.86,3.221203
1200.342,3.356262
1200.824,3.1605
1201.307,3.016514
1201.789,3.490788
1202.271,4.478771
1202.753,4.525867
1203.235,3.535046
1203.717,2.952084
1204.199,3.298298
1204.681,3.83313
1205.163,3.910622
1205.646,3.761131
1206.128,3.569527
1206.61,3.355366
1207.092,3.225422
1207.574,3.174763
1208.056,3.235409
1208.538,3.466064
1209.02,3.703426
1209.502,3.846355
1209.985,3.864357
1210.467,3.644493
1210.949,3.189358
1211.431,3.011227
1211.913,3.103046
1212.395,3.158928
1212.877,3.061142
1213.359,2.953537
1213.842,3.075573
1214.324,3.200302
1214.806,2.969639
1215.288,2.335213
1215.77,2.170486
1216.252,2.476105
1216.734,2.808086
1217.216,2.993687
1217.698,3.108562
1218.181,3.265209
1218.663,3.310665
1219.145,3.018036
1219.627,2.352539
1220.109,2.192459
1220.591,2.540642
1221.073,2.794109
1221.555,2.587063
1222.037,2.334267
1222.52,2.33651
1223.002,2.474617
1223.484,2.61562
1223.966,2.762585
1224.448,2.778061
1224.93,2.663807
1225.412,2.740677
1225.894,3.442089
1226.377,4.067356
1226.859,4.065948
1227.341,3.730476
1227.823,3.405849
1228.305,3.083397
1228.787,3.033138
1229.269,3.230835
1229.751,3.203346
1230.234,2.338634
1230.716,1.577732
1231.198,1.665028
1231.68,2.047852
1232.162,2.041206
1232.644,1.618149
1233.126,1.439095
1233.608,1.487671
1234.09,1.595146
1234.573,1.841694
1235.055,1.923943
1235.537,1.437927
1236.019,0.879902
1236.501,0.803795
1236.983,1.194382
1237.465,1.470219
1237.947,1.616486
1238.429,1.552299
1238.912,0.931072
1239.394,0.454491
1239.876,0.537716
1240.358,0.808788
1240.84,0.94894
1241.322,0.966751
1241.804,0.889629
1242.286,0.737518
1242.769,0.663239
1243.251,0.900131
1243.733,1.016201
1244.215,0.767681
1244.697,0.49577
1245.179,0.611473
1245.661,0.994205
1246.143,1.046398
1246.625,0.831589
1247.108,0.7799
1247.59,1.48772
1248.072,1.751282
1248.554,1.097797
1249.036,0.390476
1249.518,0.693153
1250.0,1.587711
1250.482,1.842999
1250.964,1.539127
1251.447,1.145157
1251.929,0.614563
1252.411,0.370071
1252.893,0.522022
1253.375,0.799477
1253.857,1.022671
1254.339,1.141571
1254.821,0.979416
1255.304,0.622753
1255.786,0.379288
1256.268,0.396542
1256.75,0.399296
1257.232,0.335938
1257.714,0.378265
1258.196,0.92786
1258.678,1.507957
1259.161,1.250153
1259.643,0.447491
1260.125,0.102196
1260.607,0.550873
1261.089,0.7257
1261.571,0.499752
1262.053,0.382183
1262.535,1.126301
1263.017,1.91116
1263.5,1.726967
1263.982,0.94138
1264.464,0.541012
1264.946,0.66383
1265.428,0.661247
1265.91,0.492435
1266.392,0.341633
1266.874,0.328884
1267.356,0.408722
1267.839,0.631592
1268.321,0.8881
1268.803,0.997894
1269.285,0.959312
1269.767,0.751083
1270.249,0.382767
1270.731,0.123848
1271.213,0.096744999
1271.696,0.281696
1272.178,1.047161
1272.66,1.745583
1273.142,1.478638
1273.624,0.387749
1274.106,0.151402
1274.588,0.130917
1275.07,0.114532
1275.552,0.724438
1276.035,1.097958
1276.517,1.005802
1276.999,0.733322
1277.481,0.454254
1277.963,0.239521
1278.445,0.487003
1278.927,1.06559
1279.409,1.38282
1279.891,0.903946
1280.374,0.597542
1280.856,0.609459
1281.338,0.727604
1281.82,0.851612
1282.302,0.906807
1282.784,0.629101
1283.266,0.165356
1283.748,0.055842999
1284.23,0.285625
1284.713,0.366581
1285.195,0.080054998
1285.677,0.086062998
1286.159,0.465218
1286.641,1.151649
1287.123,1.239758
1287.605,0.951271
1288.087,0.76524
1288.57,0.773613
1289.052,0.609814
1289.534,0.256409
1290.016,0.0055200001
1290.498,0.056561001
1290.98,0.224239
1291.462,0.385235
1291.944,0.539162
1292.427,0.770149
1292.909,1.072346
1293.391,1.207012
1293.873,1.182564
1294.355,1.085308
1294.837,0.94643
1295.319,0.776329
1295.801,0.540989
1296.283,0.310997
1296.766,0.123302
1297.248,0.0030670001
1297.73,0.0
1500.0,0.0
