WavwNum_Lepidocrocite,value_Lepidocrocite
726.4376,0.749885
726.9197,0.893471
727.4018,0.996306
727.8839,1.045205
728.366,0.974081
728.8481,0.700201
729.3303,0.458076
729.8124,0.481674
730.2945,0.66021
730.7766,0.824674
731.2587,0.982857
731.7408,1.056042
732.223,0.963019
732.7051,0.78025
733.1872,0.704151
733.6693,0.777097
734.1514,0.837763
734.6335,0.850686
735.1157,0.826246
735.5978,0.768327
736.0799,0.685251
736.562,0.648276
737.0441,0.760973
737.5262,0.880287
738.0084,0.792116
738.4905,0.561321
738.9726,0.408549
739.4547,0.488187
739.9368,0.609426
740.4189,0.720064
740.9011,0.810271
741.3832,0.810482
741.8653,0.68427
742.3474,0.52987
742.8295,0.365991
743.3116,0.202927
743.7938,0.152157
744.2759,0.216438
744.758,0.296927
745.2401,0.330194
745.7222,0.333854
746.2043,0.326251
746.6865,0.310007
747.1686,0.308895
747.6507,0.367081
748.1328,0.421981
748.6149,0.439184
749.097,0.418221
749.5792,0.331289
750.0613,0.126225
750.5434,0.077907003
751.0255,0.053782001
751.5076,0.131628
751.9897,0.105437
752.4719,0.042149998
752.954,0.046682
753.4361,0.098955996
753.9182,0.088748001
754.4003,0.141876
754.8824,0.302745
755.3646,0.38507
755.8467,0.160591
756.3288,0.004034
756.8109,0.168016
757.293,0.086162999
757.7751,0.00073099998
758.2573,0.042328
758.7394,0.039553002
759.2215,0.02641
759.7036,0.052049998
760.1857,0.038396001
760.6678,0.076486997
761.15,0.079810001
761.6321,0.074281
762.1142,0.05037
762.5963,0.023173001
763.0784,0.016582999
763.5605,0.16192
764.0427,0.296307
764.5248,0.391365
765.0069,0.417328
765.489,0.296716
765.9711,0.193961
766.4532,0.117689
766.9354,0.063378997
767.4175,0.027806001
767.8996,0.015472
768.3817,0.0076100002
768.8638,0.014572
769.3459,0.0076270001
769.8281,0.166585
770.3102,0.435709
770.7923,0.582902
771.2744,0.497757
771.7565,0.324639
772.2386,0.052836001
772.7208,0.034768
773.2029,0.056432001
773.685,0.034216002
774.1671,0.287388
774.6492,0.357064
775.1313,0.306398
775.6135,0.260405
776.0956,0.21899
776.5777,0.187335
777.0598,0.173928
777.5419,0.1599
778.024,0.085891001
778.5062,0.021268001
778.9883,0.078106999
779.4704,0.056536999
779.9525,0.037207998
780.4346,0.253221
780.9167,0.537585
781.3989,0.761216
781.881,0.884919
782.3631,0.958636
782.8452,0.980705
783.3273,0.961571
783.8094,0.930137
784.2916,0.886538
784.7737,0.828231
785.2558,0.752563
785.7379,0.662812
786.22,0.526222
786.7021,0.373589
787.1843,0.315096
787.6664,0.588168
788.1485,0.789138
788.6306,0.557782
789.1127,0.042303
789.5948,0.089525998
790.077,0.216383
790.5591,0.536604
791.0412,0.607681
791.5233,0.50305
792.0054,0.503081
792.4875,0.6109
792.9697,0.66427
793.4518,0.559144
793.9339,0.385648
794.416,0.263105
794.8981,0.191807
795.3802,0.172995
795.8624,0.196431
796.3445,0.282923
796.8266,0.537417
797.3087,0.888931
797.7908,0.984207
798.2729,0.648048
798.7551,0.383688
799.2372,0.361358
799.7193,0.506202
800.2014,0.528482
800.6835,0.439219
801.1656,0.391348
801.6478,0.52075
802.1299,0.688251
802.612,0.749048
803.0941,0.712882
803.5762,0.610556
804.0583,0.295991
804.5405,0.080476999
805.0226,0.167634
805.5047,0.461082
805.9868,0.627032
806.4689,0.644721
806.951,0.626401
807.4332,0.609208
807.9153,0.582556
808.3974,0.513915
808.8795,0.408213
809.3616,0.261245
809.8438,0.010192
810.3259,0.044578999
810.808,0.0064099999
811.2901,0.123636
811.7722,0.032441001
812.2543,0.515143
812.7365,0.773189
813.2186,0.57049
813.7007,0.067938
814.1828,0.139123
814.6649,0.050151002
815.147,0.129938
815.6292,0.329776
816.1113,0.524329
816.5934,0.699244
817.0755,0.829184
817.5576,0.837201
818.0397,0.562316
818.5219,0.299761
819.004,0.242492
819.4861,0.325358
819.9682,0.326364
820.4503,0.159118
820.9324,0.042844001
821.4146,0.011193
821.8967,0.054180998
822.3788,0.202367
822.8609,0.442091
823.343,0.558342
823.8251,0.414568
824.3073,0.187611
824.7894,0.059349
825.2715,0.012806
825.7536,0.0044780001
826.2357,0.023836
826.7178,0.071804002
827.2,0.187207
827.6821,0.323758
828.1642,0.382319
828.6463,0.0041029998
829.1284,0.404658
829.6105,0.637825
830.0927,0.70483
830.5748,0.098996997
831.0569,0.347563
831.539,0.271478
832.0211,0.176622
832.5032,0.557978
832.9854,0.057769999
833.4675,0.431174
833.9496,0.455797
834.4317,0.640014
834.9138,0.478649
835.3959,0.424189
835.8781,0.715833
836.3602,0.815083
836.8423,0.609349
837.3244,0.800546
837.8065,0.288445
838.2886,0.396592
838.7708,0.772497
839.2529,0.589677
839.735,0.791747
840.2171,0.8472
840.6992,0.236482
841.1813,0.782635
841.6635,0.828117
842.1456,0.359738
842.6277,0.866348
843.1098,0.469554
843.5919,0.394465
844.074,0.561828
844.5562,0.476033
845.0383,0.790492
845.5204,0.719932
846.0025,0.615249
846.4846,0.660706
846.9667,0.280521
847.4489,0.679052
847.931,0.548975
848.4131,0.68643
848.8952,0.884136
849.3773,0.617834
849.8594,0.843344
850.3416,0.30574
850.8237,0.405908
851.3058,0.437862
851.7879,0.877152
852.27,0.344344
852.7521,0.427835
853.2343,0.773937
853.7164,0.83133
854.1985,0.593722
854.6806,0.397941
855.1627,0.356983
855.6448,0.400725
856.127,0.532157
856.6091,0.747183
857.0912,0.79126
857.5733,0.633874
858.0554,0.483106
858.5375,0.511293
859.0197,0.626127
859.5018,0.620581
859.9839,0.513483
860.466,0.413342
860.9481,0.43663
861.4302,0.429944
861.9124,0.215221
862.3945,0.127755
862.8766,0.080342002
863.3587,0.230716
863.8408,0.642617
864.3229,0.862546
864.8051,0.924461
865.2872,0.859337
865.7693,0.697404
866.2514,0.625911
866.7335,0.843304
867.2156,1.07029
867.6978,1.026167
868.1799,0.80896
868.662,0.687844
869.1441,0.816889
869.6262,0.952793
870.1083,1.074571
870.5905,1.14955
871.0726,1.070768
871.5547,0.844524
872.0368,0.738164
872.5189,0.877562
873.001,1.076254
873.4832,1.143673
873.9653,1.110016
874.4474,1.012882
874.9295,0.788912
875.4116,0.652446
875.8937,0.748839
876.3759,0.89122
876.858,0.884773
877.3401,0.682756
877.8222,0.623411
878.3043,0.764612
878.7864,0.894957
879.2686,0.721099
879.7507,0.407409
880.2328,0.227966
880.7149,0.23817
881.197,0.285052
881.6791,0.319948
882.1613,0.34626
882.6434,0.348786
883.1255,0.310557
883.6076,0.409157
884.0897,0.712804
884.5718,0.938525
885.054,0.797384
885.5361,0.433989
886.0182,0.361322
886.5003,0.543086
886.9824,0.670216
887.4645,0.493213
887.9467,0.260564
888.4288,0.065892003
888.9109,0.065615997
889.393,0.017971
889.8751,0.462918
890.3572,0.792781
890.8394,0.82428
891.3215,0.658928
891.8036,0.565444
892.2857,0.533457
892.7678,0.497637
893.2499,0.403498
893.7321,0.326235
894.2142,0.347398
894.6963,0.421011
895.1784,0.45817
895.6605,0.43265
896.1426,0.378789
896.6248,0.268496
897.1069,0.169104
897.589,0.207549
898.0711,0.366228
898.5532,0.475605
899.0353,0.505254
899.5175,0.484675
899.9996,0.429335
900.4817,0.298184
900.9638,0.515934
901.4459,0.63471
901.928,0.660918
902.4102,0.318706
902.8923,0.464206
903.3744,0.407634
903.8565,0.341784
904.3386,0.544402
904.8207,0.257001
905.3029,0.45611
905.785,0.457608
906.2671,0.548032
906.7492,0.444903
907.2313,0.402027
907.7134,0.551967
908.1956,0.594586
908.6777,0.468601
909.1598,0.564054
909.6419,0.26483
910.124,0.312921
910.6061,0.279734
911.0883,0.266663
911.5704,0.057371002
912.0525,0.0045929998
912.5346,0.079001002
913.0167,0.022807
913.4988,0.083959997
913.981,0.169351
914.4631,0.308919
914.9452,0.201575
915.4273,0.00508
915.9094,0.063357003
916.3915,0.080057003
916.8737,0.019959001
917.3558,0.130883
917.8379,0.272976
918.32,0.273194
918.8021,0.217704
919.2842,0.218487
919.7664,0.316742
920.2485,0.406937
920.7306,0.513935
921.2127,0.581824
921.6948,0.562696
922.1769,0.453046
922.6591,0.287045
923.1412,0.056010999
923.6233,0.022658
924.1054,0.128653
924.5875,0.208044
925.0696,0.153724
925.5518,0.005837
926.0339,0.055946998
926.516,0.018843999
926.9981,0.021484001
927.4802,0.037413001
927.9623,0.227322
928.4445,0.324261
928.9266,0.242575
929.4087,0.116363
929.8908,0.041232001
930.3729,0.00053399999
930.855,0.0053650001
931.3372,0.074579
931.8193,0.0035310001
932.3014,0.039650001
932.7835,0.067151003
933.2656,0.082428999
933.7477,0.101771
934.2299,0.148376
934.712,0.228716
935.1941,0.278559
935.6762,0.296657
936.1583,0.269249
936.6404,0.082062997
937.1226,0.061423998
937.6047,0.0096899997
938.0868,0.390116
938.5689,0.650747
939.051,0.429819
939.5331,0.259242
940.0153,0.409104
940.4974,0.799213
940.9795,0.823198
941.4616,0.475107
941.9437,0.181859
942.4258,0.173835
942.908,0.284044
943.3901,0.373877
943.8722,0.423109
944.3543,0.389263
944.8364,0.160138
945.3185,0.026393
945.8007,0.00097300002
946.2828,0.058127001
946.7649,0.057006001
947.247,0.158888
947.7291,0.400017
948.2112,0.588159
948.6934,0.66664
949.1755,0.460286
949.6576,0.185782
950.1397,0.095123999
950.6218,0.255657
951.1039,0.390015
951.5861,0.441925
952.0682,0.493302
952.5503,0.617984
953.0324,0.78334
953.5145,0.696555
953.9966,0.38426
954.4788,0.166244
954.9609,0.30092
955.443,0.538267
955.9251,0.751941
956.4072,0.909772
956.8893,0.910101
957.3715,0.562607
957.8536,0.380259
958.3357,0.509505
958.8178,0.710146
959.2999,0.503469
959.782,0.0031069999
960.2642,0.065632999
960.7463,0.119888
961.2284,0.419892
961.7105,0.243063
962.1926,0.016357999
962.6747,0.034352001
963.1569,0.539279
963.639,0.761679
964.1211,0.589191
964.6032,0.447552
965.0853,0.721994
965.5674,1.196925
966.0496,1.152125
966.5317,0.69008
967.0138,0.303874
967.4959,0.279513
967.978,0.368029
968.4601,0.504514
968.9423,0.660102
969.4244,0.781173
969.9065,0.87587
970.3886,0.845306
970.8707,0.64229
971.3528,0.426732
971.835,0.526968
972.3171,0.739555
972.7992,0.645004
973.2813,0.053056002
973.7634,0.18336
974.2455,0.016185001
974.7277,0.430174
975.2098,0.448712
975.6919,0.060876001
976.174,0.075314999
976.6561,0.048664
977.1382,0.230033
977.6204,0.404064
978.1025,0.525222
978.5846,0.49175
979.0667,0.357327
979.5488,0.280668
980.0309,0.331071
980.5131,0.422367
980.9952,0.556406
981.4773,0.697401
981.9594,0.827816
982.4415,0.939316
982.9236,0.922579
983.4058,0.737507
983.8879,0.580606
984.37,0.65965
984.8521,0.814971
985.3342,0.926857
985.8163,0.992415
986.2985,0.860043
986.7806,0.391015
987.2627,0.044948999
987.7448,0.127008
988.2269,0.478704
988.709,0.633691
989.1912,0.444931
989.6733,0.669732
990.1554,0.79689
990.6375,0.831191
991.1196,0.493799
991.6017,0.63657
992.0839,0.587137
992.566,0.53012
993.0481,0.741103
993.5302,0.458568
994.0123,0.665164
994.4944,0.675581
994.9766,0.766149
995.4587,0.670275
995.9408,0.63753
996.4229,0.799468
996.905,0.853212
997.3871,0.737719
997.8693,0.844351
998.3514,0.55624
998.8335,0.615433
999.3156,0.823596
999.7977,0.717317
1000.28,0.721832
1000.762,0.784544
1001.244,0.843725
1001.726,0.896544
1002.208,0.93876
1002.69,0.989291
1003.173,0.98359
1003.655,0.891479
1004.137,0.796821
1004.619,0.800093
1005.101,0.882486
1005.583,0.971702
1006.065,1.059816
1006.547,1.06775
1007.029,0.790067
1007.512,0.569393
1007.994,0.715144
1008.476,1.101233
1008.958,1.141224
1009.44,0.761166
1009.922,0.529607
1010.404,0.688071
1010.886,0.915645
1011.369,0.704247
1011.851,0.265385
1012.333,0.038557
1012.815,0.071509004
1013.297,0.070583001
1013.779,0.101535
1014.261,0.088091001
1014.743,0.079508997
1015.225,0.384178
1015.708,0.396151
1016.19,0.135341
1016.672,0.092386998
1017.154,0.061521001
1017.636,0.048884999
1018.118,0.134311
1018.6,0.208584
1019.082,0.256925
1019.565,0.221492
1020.047,0.327125
1020.529,0.678573
1021.011,1.033511
1021.493,1.002761
1021.975,0.739506
1022.457,0.550967
1022.939,0.492817
1023.421,0.51928
1023.904,0.807133
1024.386,0.980499
1024.868,0.767735
1025.35,0.242826
1025.832,0.151886
1026.314,0.49228
1026.796,0.76095
1027.278,0.65413
1027.76,0.473384
1028.243,0.572069
1028.725,0.797821
1029.207,0.872062
1029.689,0.562161
1030.171,0.427727
1030.653,0.533706
1031.135,0.690915
1031.617,0.697612
1032.1,0.626721
1032.582,0.588553
1033.064,0.582579
1033.546,0.563888
1034.028,0.418178
1034.51,0.365848
1034.992,0.619539
1035.474,1.015254
1035.957,0.974637
1036.439,0.453174
1036.921,0.338732
1037.403,0.95504
1037.885,1.643657
1038.367,1.594183
1038.849,1.209316
1039.331,0.995438
1039.813,1.09791
1040.296,1.10278
1040.778,0.950776
1041.26,0.76819
1041.742,0.600154
1042.224,0.463855
1042.706,0.439308
1043.188,0.505553
1043.67,0.582407
1044.152,0.627005
1044.635,0.682594
1045.117,0.809618
1045.599,0.931435
1046.081,0.937196
1046.563,0.806909
1047.045,0.705746
1047.527,0.643575
1048.009,0.624503
1048.492,0.700685
1048.974,0.791677
1049.456,0.787679
1049.938,0.690978
1050.42,0.641294
1050.902,0.657845
1051.384,0.730358
1051.866,0.896868
1052.349,1.060081
1052.831,0.970285
1053.313,0.719292
1053.795,0.600596
1054.277,0.713752
1054.759,0.853076
1055.241,0.973853
1055.723,1.040827
1056.205,1.030818
1056.688,0.94538
1057.17,0.783322
1057.652,0.545888
1058.134,0.467738
1058.616,0.856015
1059.098,1.258183
1059.58,1.198285
1060.062,0.865379
1060.544,0.608857
1061.027,0.4607
1061.509,0.448074
1061.991,0.617401
1062.473,0.794384
1062.955,0.832957
1063.437,0.743192
1063.919,0.482418
1064.401,0.081749998
1064.884,0.0046350001
1065.366,0.116473
1065.848,0.075130001
1066.33,0.026272001
1066.812,0.318159
1067.294,0.51497
1067.776,0.571596
1068.258,0.518966
1068.74,0.338994
1069.223,0.199027
1069.705,0.293174
1070.187,0.437209
1070.669,0.474766
1071.151,0.396256
1071.633,0.290713
1072.115,0.143641
1072.597,0.057711001
1073.079,0.100013
1073.562,0.183734
1074.044,0.166213
1074.526,0.089006998
1075.008,0.052232001
1075.49,0.101483
1075.972,0.148316
1076.454,0.181872
1076.936,0.223703
1077.419,0.281613
1077.901,0.348984
1078.383,0.458817
1078.865,0.592557
1079.347,0.611181
1079.829,0.22927
1080.311,0.055718001
1080.793,0.081754997
1081.275,0.413159
1081.758,0.616834
1082.24,0.694993
1082.722,0.582496
1083.204,0.244769
1083.686,0.026187999
1084.168,0.155774
1084.65,0.423305
1085.132,0.406304
1085.615,0.091261998
1086.097,0.101705
1086.579,0.027001999
1087.061,0.0053539998
1087.543,0.016504001
1088.025,0.013771
1088.507,0.0092519997
1088.989,0.0034159999
1089.471,0.031613
1089.953,0.071166001
1090.436,0.064999998
1090.918,0.118129
1091.4,0.267678
1091.882,0.293063
1092.364,0.230076
1092.846,0.243307
1093.328,0.321817
1093.81,0.419855
1094.293,0.583864
1094.775,0.669748
1095.257,0.518445
1095.739,0.315323
1096.221,0.271817
1096.703,0.415673
1097.185,0.463573
1097.667,0.408876
1098.15,0.346439
1098.632,0.383449
1099.114,0.409984
1099.596,0.257685
1100.078,0.016052
1100.56,0.0045779999
1101.042,0.31682
1101.524,0.531638
1102.006,0.57787
1102.489,0.5423
1102.971,0.445535
1103.453,0.342625
1103.935,0.339254
1104.417,0.440736
1104.899,0.453711
1105.381,0.250536
1105.863,0.063403003
1106.345,0.062972002
1106.828,0.071598999
1107.31,0.051116001
1107.792,0.116081
1108.274,0.306888
1108.756,0.542395
1109.238,0.622543
1109.72,0.173693
1110.202,0.0050579999
1110.685,0.0020669999
1111.167,0.597279
1111.649,0.813533
1112.131,0.678557
1112.613,0.514073
1113.095,0.464785
1113.577,0.415725
1114.059,0.237676
1114.542,0.044413999
1115.024,0.038392
1115.506,0.012728
1115.988,0.182214
1116.47,0.572305
1116.952,0.863922
1117.434,0.763219
1117.916,0.540337
1118.398,0.502638
1118.88,0.574418
1119.363,0.557071
1119.845,0.310839
1120.327,0.243733
1120.809,0.43578
1121.291,0.633635
1121.773,0.555473
1122.255,0.323012
1122.737,0.103938
1123.22,0.080154002
1123.702,0.00452
1124.184,0.05573
1124.666,0.039556
1125.148,0.309219
1125.63,0.602628
1126.112,0.781938
1126.594,0.854201
1127.077,0.82152
1127.559,0.681137
1128.041,0.529378
1128.523,0.314405
1129.005,0.22386
1129.487,0.416437
1129.969,0.751563
1130.451,0.759934
1130.933,0.492406
1131.416,0.234733
1131.898,0.036982998
1132.38,0.042996999
1132.862,0.196911
1133.344,0.432248
1133.826,0.332785
1134.308,0.066119999
1134.79,0.057202
1135.272,0.362249
1135.755,0.678838
1136.237,0.667496
1136.719,0.546307
1137.201,0.438979
1137.683,0.380466
1138.165,0.436971
1138.647,0.671973
1139.129,0.782527
1139.612,0.760576
1140.094,0.664562
1140.576,0.447912
1141.058,0.24786
1141.54,0.271552
1142.022,0.442429
1142.504,0.590632
1142.986,0.762218
1143.469,0.725351
1143.951,0.384066
1144.433,0.058499001
1144.915,0.094834998
1145.397,0.322672
1145.879,0.445371
1146.361,0.482495
1146.843,0.504043
1147.325,0.624291
1147.807,0.617533
1148.29,0.410221
1148.772,0.166391
1149.254,0.081573002
1149.736,0.109203
1150.218,0.157479
1150.7,0.218437
1151.182,0.252453
1151.664,0.235562
1152.147,0.189618
1152.629,0.096473001
1153.111,0.014139
1153.593,0.079099
1154.075,0.227092
1154.557,0.272939
1155.039,0.195254
1155.521,0.134005
1156.004,0.161626
1156.486,0.236231
1156.968,0.366227
1157.45,0.508275
1157.932,0.531868
1158.414,0.446113
1158.896,0.281145
1159.378,0.00667
1159.86,0.079829998
1160.343,0.041947
1160.825,0.278234
1161.307,0.265978
1161.789,0.050744001
1162.271,0.0081219999
1162.753,0.128933
1163.235,0.234716
1163.717,0.274673
1164.199,0.247532
1164.682,0.041349001
1165.164,0.049222
1165.646,0.016961001
1166.128,0.257735
1166.61,0.430229
1167.092,0.431371
1167.574,0.381822
1168.056,0.31444
1168.539,0.271139
1169.021,0.237912
1169.503,0.237999
1169.985,0.334258
1170.467,0.588328
1170.949,0.682576
1171.431,0.605048
1171.913,0.49094
1172.396,0.341952
1172.878,0.261224
1173.36,0.484881
1173.842,0.854593
1174.324,1.05766
1174.806,1.011011
1175.288,0.962619
1175.77,0.926634
1176.252,0.840172
1176.734,0.575961
1177.217,0.285119
1177.699,0.151668
1178.181,0.153121
1178.663,0.22754
1179.145,0.413597
1179.627,0.562054
1180.109,0.649644
1180.591,0.683964
1181.074,0.659888
1181.556,0.602121
1182.038,0.522434
1182.52,0.432529
1183.002,0.352182
1183.484,0.259983
1183.966,0.225651
1184.448,0.268557
1184.931,0.346303
1185.413,0.471482
1185.895,0.562456
1186.377,0.391961
1186.859,0.030687001
1187.341,0.098894998
1187.823,0.574258
1188.305,0.898476
1188.787,0.651206
1189.27,0.234219
1189.752,0.224171
1190.234,0.404609
1190.716,0.403172
1191.198,0.18672
1191.68,0.050725002
1192.162,0.210746
1192.644,0.218015
1193.126,0.100185
1193.609,0.395124
1194.091,0.391742
1194.573,0.229778
1195.055,0.167201
1195.537,0.24304
1196.019,0.290145
1196.501,0.251871
1196.983,0.219215
1197.466,0.218316
1197.948,0.235187
1198.43,0.249355
1198.912,0.260912
1199.394,0.281992
1199.876,0.322465
1200.358,0.289298
1200.84,0.054531999
1201.323,0.116797
1201.805,0.375569
1202.287,0.93924
1202.769,0.777531
1203.251,0.211543
1203.733,0.164938
1204.215,0.304071
1204.697,0.563256
1205.179,0.662055
1205.661,0.627196
1206.144,0.402758
1206.626,0.125765
1207.108,0.148982
1207.59,0.356128
1208.072,0.498611
1208.554,0.498401
1209.036,0.46064
1209.518,0.407621
1210.001,0.300436
1210.483,0.054644
1210.965,0.306841
1211.447,0.163443
1211.929,0.317342
1212.411,0.630825
1212.893,0.796651
1213.375,0.825229
1213.858,0.658458
1214.34,0.498567
1214.822,0.470918
1215.304,0.520797
1215.786,0.531086
1216.268,0.509176
1216.75,0.464874
1217.232,0.364603
1217.714,0.316526
1218.197,0.375247
1218.679,0.436686
1219.161,0.410106
1219.643,0.363753
1220.125,0.477063
1220.607,0.682464
1221.089,0.805275
1221.571,0.754909
1222.053,0.680075
1222.536,0.579584
1223.018,0.466353
1223.5,0.351573
1223.982,0.261387
1224.464,0.280461
1224.946,0.344426
1225.428,0.3065
1225.91,0.047231
1226.393,0.051883999
1226.875,0.060187001
1227.357,0.097646996
1227.839,0.252508
1228.321,0.34577
1228.803,0.232349
1229.285,0.016195999
1229.767,0.057833001
1230.25,0.153334
1230.732,0.352477
1231.214,0.555949
1231.696,0.681263
1232.178,0.616114
1232.66,0.466209
1233.142,0.297225
1233.624,0.171892
1234.106,0.259146
1234.589,0.744959
1235.071,1.005086
1235.553,1.01574
1236.035,0.846328
1236.517,0.356793
1236.999,0.012935
1237.481,0.086323
1237.963,0.051855002
1238.445,0.196663
1238.928,0.575349
1239.41,0.673617
1239.892,0.444929
1240.374,0.251337
1240.856,0.531668
1241.338,0.822928
1241.82,0.598235
1242.302,0.101372
1242.785,0.034102999
1243.267,0.086586997
1243.749,0.070472002
1244.231,0.352239
1244.713,0.57603
1245.195,0.636856
1245.677,0.59797
1246.159,0.335698
1246.641,0.051460002
1247.124,0.153348
1247.606,0.715933
1248.088,0.729123
1248.57,0.186565
1249.052,0.026062001
1249.534,0.036830999
1250.016,0.044259999
1250.498,0.464355
1250.98,0.827828
1251.463,0.746894
1251.945,0.232153
1252.427,0.125921
1252.909,0.427457
1253.391,0.709775
1253.873,0.568219
1254.355,0.452644
1254.837,0.524996
1255.32,0.677239
1255.802,0.871529
1256.284,1.075579
1256.766,1.047854
1257.248,0.838896
1257.73,0.621886
1258.212,0.706229
1258.694,0.64456
1259.177,0.183959
1259.659,0.185039
1260.141,0.074937001
1260.623,0.469888
1261.105,0.797357
1261.587,0.936536
1262.069,0.981826
1262.551,0.855156
1263.033,0.850824
1263.516,1.031152
1263.998,1.24183
1264.48,1.196232
1264.962,0.975555
1265.444,0.687271
1265.926,0.453781
1266.408,0.340814
1266.89,0.431193
1267.372,0.622835
1267.855,0.884333
1268.337,1.093835
1268.819,1.212396
1269.301,1.202811
1269.783,0.879812
1270.265,0.399189
1270.747,0.201814
1271.229,0.548499
1271.712,0.588807
1272.194,0.378918
1272.676,0.284661
1273.158,0.625687
1273.64,1.000207
1274.122,1.081186
1274.604,0.961396
1275.086,0.859055
1275.568,0.805111
1276.051,0.584987
1276.533,0.154056
1277.015,0.042475
1277.497,0.627108
1277.979,1.23438
1278.461,1.044713
1278.943,0.538775
1279.425,0.310523
1279.907,0.354308
1280.39,0.249146
1280.872,0.147704
1281.354,0.069583997
1281.836,0.102733
1282.318,0.128126
1282.8,0.066145003
1283.282,0.0
1500.0,0.0
