WavwNum_Magnesiochromite,value_Magnesiochromite
738.15,19.72549
738.632,18.16473
739.114,27.39465
739.596,35.38779
740.078,37.68173
740.56,35.99023
741.042,32.4523
741.524,26.51926
742.007,19.82144
742.489,11.13577
742.971,3.170532
743.453,1.870056
743.935,7.142273
744.417,12.13971
744.899,15.10376
745.381,16.39703
745.864,16.81052
746.346,16.06207
746.828,13.33276
747.31,3.678894
747.792,3.607727
748.274,2.479156
748.756,5.557129
749.238,13.6113
749.721,27.8609
750.203,32.77744
750.685,20.54599
751.167,6.335968
751.649,26.56577
752.131,40.62634
752.613,45.3403
753.095,31.55093
753.577,8.359436
754.06,1.183716
754.542,8.867645
755.024,15.23978
755.506,6.007416
755.988,6.044769
756.47,10.43619
756.952,5.037872
757.434,1.045807
757.916,0.547943
758.399,1.423309
758.881,2.133392
759.363,2.778595
759.845,5.570221
760.327,11.3858
760.809,16.31146
761.291,15.1344
761.773,9.921173
762.255,7.325623
762.738,8.46228
763.22,10.66632
763.702,12.49081
764.184,13.82968
764.666,14.58447
765.148,14.81317
765.63,14.27188
766.112,11.18958
766.594,8.296753
767.077,8.984253
767.559,14.54468
768.041,18.81573
768.523,20.85779
769.005,21.7587
769.487,24.92328
769.969,28.84149
770.451,26.41531
770.934,11.21393
771.416,3.250916
771.898,3.725891
772.38,4.775574
772.862,13.01648
773.344,20.0618
773.826,24.41562
774.308,26.4238
774.791,25.4585
775.273,18.13361
775.755,0.796051
776.237,9.199005
776.719,4.996887
777.201,7.49649
777.683,14.91772
778.165,17.88596
778.648,19.75461
779.13,23.0217
779.612,25.18906
780.094,21.98169
780.576,15.44247
781.058,12.8194
781.54,22.32114
782.022,29.57208
782.504,29.72321
782.987,23.65659
783.469,15.92175
783.951,4.613083
784.433,1.278244
784.915,4.220032
785.397,17.72353
785.879,30.52786
786.361,42.13634
786.843,48.608
787.326,43.32471
787.808,34.84306
788.29,29.6369
788.772,28.04396
789.254,27.17667
789.736,28.96922
790.218,28.66766
790.7,22.73708
791.182,10.72138
791.665,7.261826
792.147,13.66869
792.629,22.35077
793.111,30.25757
793.593,36.12808
794.075,34.74225
794.557,26.25208
795.039,19.43442
795.521,21.58212
796.004,27.20927
796.486,33.29691
796.968,40.24405
797.45,42.32262
797.932,35.61066
798.414,27.68312
798.896,23.187
799.378,22.68726
799.86,19.56781
800.343,13.10698
800.825,8.846573
801.307,14.10316
801.789,24.32144
802.271,30.32988
802.753,30.93112
803.235,29.65027
803.718,28.44078
804.2,26.34166
804.682,21.83385
805.164,11.38647
805.646,7.83844
806.128,15.94205
806.61,25.41446
807.092,25.87817
807.574,17.52524
808.057,13.71725
808.539,15.76888
809.021,18.44412
809.503,15.33546
809.985,9.480545
810.467,6.062805
810.949,8.03894
811.431,10.15276
811.914,7.462845
812.396,2.80304
812.878,0.19722
813.36,1.270218
813.842,0.953125
814.324,2.721039
814.806,6.585403
815.288,8.477661
815.77,7.913284
816.253,0.283508
816.735,16.62231
817.217,30.83057
817.699,27.98465
818.181,17.46176
818.663,10.60803
819.145,10.22871
819.627,12.74374
820.109,20.64511
820.592,29.49138
821.074,35.07779
821.556,36.91261
822.038,33.42787
822.52,23.67712
823.002,13.65344
823.484,10.78168
823.966,13.27708
824.448,16.24562
824.931,18.33809
825.413,22.52588
825.895,36.31349
826.377,50.4339
826.859,55.02428
827.341,35.86778
827.823,27.75848
828.305,37.6647
828.787,50.86134
829.27,48.26068
829.752,30.36705
830.234,19.104
830.716,17.12646
831.198,19.00148
831.68,19.1657
832.162,19.20316
832.644,22.56995
833.127,33.44588
833.609,38.35773
834.091,23.83612
834.573,6.692917
835.055,4.08107
835.537,24.04112
836.019,33.42104
836.501,28.38629
836.984,18.87117
837.466,16.52647
837.948,19.87822
838.43,24.56134
838.912,30.69742
839.394,33.60051
839.876,24.19504
840.358,12.21207
840.841,8.936417
841.323,24.99274
841.805,31.66158
842.287,21.17834
842.769,7.882034
843.251,6.190536
843.733,16.81042
844.215,21.24683
844.697,17.27293
845.18,11.43788
845.662,9.853348
846.144,11.43127
846.626,15.29774
847.108,22.24289
847.59,27.11571
848.072,26.2439
848.554,23.35568
849.036,21.50952
849.519,21.24501
850.001,20.49518
850.483,18.81677
850.965,17.66879
851.447,19.48654
851.929,23.10915
852.411,24.03067
852.893,21.67497
853.375,19.05203
853.858,17.57657
854.34,17.38501
854.822,19.0603
855.304,23.65547
855.786,26.44557
856.268,28.09355
856.75,26.70404
857.232,18.67172
857.714,3.897644
858.197,1.252655
858.679,3.981628
859.161,11.21284
859.643,12.87898
860.125,12.47179
860.607,15.92555
861.089,24.09641
861.571,27.6911
862.054,14.78436
862.536,4.190735
863.018,8.255234
863.5,28.78654
863.982,35.98827
864.464,26.93614
864.946,17.02068
865.428,19.23538
865.911,27.77985
866.393,28.25589
866.875,21.08458
867.357,13.90952
867.839,10.84059
868.321,9.783707
868.803,9.342636
869.285,9.505402
869.767,12.81662
870.25,22.71933
870.732,28.94092
871.214,24.25777
871.696,11.73988
872.178,9.532104
872.66,16.38737
873.142,21.26334
873.624,13.23351
874.106,4.026703
874.589,2.758759
875.071,8.334396
875.553,15.18654
876.035,29.7402
876.517,35.50017
876.999,24.99791
877.481,3.492645
877.963,9.334229
878.445,13.45026
878.928,9.468506
879.41,8.146378
879.892,26.7847
880.374,27.21457
880.856,15.63785
881.338,7.010544
881.82,11.36662
882.302,14.34918
882.784,8.526154
883.267,0.099441998
883.749,1.648056
884.231,16.91479
884.713,23.75021
885.195,14.6398
885.677,1.394958
886.159,3.92926
886.641,16.12675
887.124,24.17233
887.606,21.77011
888.088,17.81114
888.57,15.57088
889.052,14.4014
889.534,13.21265
890.016,10.83463
890.498,12.19138
890.981,19.25511
891.463,26.08676
891.945,23.63826
892.427,14.70766
892.909,7.227829
893.391,2.00705
893.873,1.997757
894.355,14.69595
894.838,30.276
895.32,39.75786
895.802,40.89957
896.284,38.04118
896.766,28.16878
897.248,19.72926
897.73,21.99161
898.212,32.35667
898.694,33.66927
899.177,25.4021
899.659,16.2123
900.141,12.46057
900.623,10.90561
901.105,7.918701
901.587,2.912598
902.069,3.83316
902.551,16.77545
903.033,27.60605
903.516,29.88808
903.998,24.77185
904.48,19.31987
904.962,13.58095
905.444,9.014008
905.926,5.673035
906.408,4.547882
906.89,8.105728
907.372,15.05617
907.855,20.33392
908.337,20.44969
908.819,21.36252
909.301,25.50233
909.783,30.86839
910.265,30.44579
910.747,24.20073
911.229,21.00717
911.711,25.2809
912.194,31.47412
912.676,33.71037
913.158,32.64969
913.64,29.56107
914.122,22.34349
914.604,16.35104
915.086,12.1739
915.568,9.73877
916.051,9.030884
916.533,10.23581
917.015,13.96414
917.497,21.08482
917.979,26.82617
918.461,24.03474
918.943,17.34529
919.425,12.9933
919.907,11.52505
920.39,13.6637
920.872,24.20743
921.354,34.99521
921.836,40.30231
922.318,39.57402
922.8,38.1295
923.282,36.06731
923.764,33.20189
924.247,29.09613
924.729,24.78455
925.211,22.13626
925.693,21.05978
926.175,19.55153
926.657,17.95676
927.139,14.36374
927.621,5.84346
928.104,5.747665
928.586,7.898041
929.068,0.707947
929.55,7.344131
930.032,3.840683
930.514,1.952454
930.996,6.188217
931.478,23.07129
931.96,34.05431
932.443,31.2749
932.925,24.5797
933.407,12.54886
933.889,0.184891
934.371,3.567001
934.853,2.790634
935.335,6.499222
935.817,3.476624
936.299,0.920105
936.782,13.23201
937.264,31.64114
937.746,39.04771
938.228,27.9453
938.71,16.67491
939.192,8.789307
939.674,5.307129
940.156,8.357864
940.638,20.12091
941.121,23.81819
941.603,18.73784
942.085,11.64758
942.567,5.932373
943.049,2.819077
943.531,4.966278
944.013,12.25471
944.495,19.49315
944.977,25.52063
945.46,30.16113
945.942,34.02267
946.424,36.62224
946.906,33.07687
947.388,22.84753
947.87,16.73819
948.352,22.66464
948.834,31.60222
949.317,28.62506
949.799,19.13493
950.281,15.07501
950.763,27.29399
951.245,37.03853
951.727,41.25114
952.209,40.97061
952.691,35.89911
953.174,25.74463
953.656,20.4462
954.138,22.47481
954.62,25.19347
955.102,20.76433
955.584,13.32225
956.066,7.201279
956.548,2.058487
957.031,3.927963
957.513,19.61906
957.995,33.55682
958.477,36.43776
958.959,29.07796
959.441,27.73425
959.923,32.37343
960.405,36.74641
960.887,37.61043
961.37,35.38852
961.852,27.81966
962.334,16.61179
962.816,10.89772
963.298,16.19307
963.78,21.39146
964.262,24.68782
964.744,25.85455
965.226,25.10153
965.709,22.4725
966.191,17.97449
966.673,10.33148
967.155,3.465485
967.637,0.247284
968.119,0.097061001
968.601,1.6073
969.083,7.677139
969.565,11.291
970.048,11.79091
970.53,11.2849
971.012,12.34497
971.494,14.18411
971.976,12.92534
972.458,8.29863
972.94,5.298019
973.422,9.034607
973.904,13.84621
974.387,16.50072
974.869,16.77538
975.351,13.79816
975.833,6.538055
976.315,0.59996
976.797,6.841461
977.279,10.68367
977.761,6.855606
978.244,2.151901
978.726,8.797287
979.208,8.432831
979.69,6.655502
980.172,2.446274
980.654,0.56601
981.136,3.977371
981.618,18.21581
982.101,26.80038
982.583,27.46014
983.065,25.1841
983.547,23.91023
984.029,24.04164
984.511,27.50829
984.993,35.48119
985.475,39.00285
985.957,32.47951
986.44,22.8228
986.922,10.97165
987.404,2.404938
987.886,0.133148
988.368,17.95827
988.85,33.79912
989.332,36.76958
989.814,33.30844
990.296,27.53177
990.779,20.30643
991.261,13.70844
991.743,7.149704
992.225,2.440262
992.707,0.138031
993.189,0.170532
993.671,7.21347
994.153,18.98703
994.635,26.38631
995.118,26.90968
995.6,25.65741
996.082,26.99358
996.564,27.82014
997.046,24.09756
997.528,14.10699
998.01,11.42978
998.492,18.32825
998.974,24.98245
999.457,24.38133
999.939,19.5587
1000.421,16.48299
1000.903,15.21089
1001.385,16.07864
1001.867,22.56833
1002.349,27.42352
1002.831,26.40022
1003.314,22.64247
1003.796,23.14127
1004.278,28.68762
1004.76,26.91852
1005.242,13.63998
1005.724,0.117996
1006.206,1.743912
1006.688,3.491425
1007.171,9.210342
1007.653,14.85091
1008.135,18.92305
1008.617,22.48587
1009.099,22.90448
1009.581,16.55389
1010.063,5.083954
1010.545,2.733643
1011.027,8.359009
1011.51,12.79906
1011.992,8.352753
1012.474,3.004547
1012.956,3.54863
1013.438,7.171402
1013.92,4.170639
1014.402,11.12889
1014.884,15.75836
1015.367,3.247238
1015.849,13.99673
1016.331,18.01347
1016.813,13.59801
1017.295,10.40944
1017.777,10.46375
1018.259,11.16986
1018.741,11.68675
1019.223,12.44746
1019.706,14.52097
1020.188,18.02991
1020.67,14.45901
1021.152,3.741058
1021.634,2.729965
1022.116,6.067505
1022.598,19.12286
1023.08,26.17511
1023.563,28.39926
1024.045,29.0233
1024.527,28.02426
1025.009,26.39896
1025.491,23.73929
1025.973,21.2124
1026.455,20.09686
1026.937,20.50581
1027.419,24.08733
1027.901,31.65889
1028.384,36.48642
1028.866,31.88701
1029.348,25.00963
1029.83,20.33229
1030.312,17.95181
1030.794,18.22011
1031.276,21.64397
1031.758,24.40892
1032.241,24.25897
1032.723,22.72011
1033.205,20.70935
1033.687,19.17802
1034.169,20.09898
1034.651,31.18973
1035.133,33.66808
1035.615,19.80058
1036.098,4.90567
1036.58,11.28726
1037.062,34.30115
1037.544,39.87576
1038.026,24.15999
1038.508,7.885452
1038.99,6.343933
1039.472,10.33145
1039.954,14.0163
1040.437,17.01353
1040.919,20.16013
1041.401,24.14113
1041.883,25.28951
1042.365,21.0163
1042.847,15.08751
1043.329,14.83424
1043.811,17.6013
1044.293,17.65233
1044.776,8.674057
1045.258,5.020813
1045.74,14.16171
1046.222,24.90805
1046.704,26.95599
1047.186,20.86342
1047.668,19.8744
1048.15,24.09892
1048.633,26.04697
1049.115,16.30962
1049.597,5.917236
1050.079,4.399445
1050.561,9.853226
1051.043,9.629257
1051.525,0.738083
1052.007,4.339279
1052.49,2.712311
1052.972,3.856537
1053.454,16.63734
1053.936,31.32767
1054.418,39.96858
1054.9,39.90117
1055.382,36.47348
1055.864,26.32446
1056.346,18.50206
1056.828,19.81934
1057.311,28.80029
1057.793,29.66193
1058.275,23.17245
1058.757,17.69377
1059.239,18.36586
1059.721,21.21765
1060.203,26.29216
1060.685,31.03937
1061.168,28.96529
1061.65,15.32495
1062.132,12.01035
1062.614,23.25247
1063.096,37.30238
1063.578,42.0773
1064.06,40.46294
1064.542,36.07114
1065.025,29.08409
1065.507,23.47931
1065.989,20.79034
1066.471,19.52617
1066.953,19.79681
1067.435,20.89427
1067.917,20.86156
1068.399,19.57265
1068.881,15.62659
1069.364,4.577377
1069.846,1.525009
1070.328,12.52614
1070.81,30.78819
1071.292,34.61208
1071.774,18.80685
1072.256,10.03015
1072.738,9.368744
1073.22,12.79156
1073.703,19.20831
1074.185,24.34605
1074.667,20.03378
1075.149,9.094528
1075.631,4.214294
1076.113,16.91606
1076.595,21.28287
1077.077,9.11171
1077.559,6.518402
1078.042,0.684525
1078.524,18.7843
1079.006,27.37619
1079.488,19.39053
1079.97,11.80954
1080.452,15.84959
1080.934,20.05174
1081.416,16.36493
1081.899,6.264236
1082.381,4.118607
1082.863,9.901611
1083.345,16.384
1083.827,21.05476
1084.309,22.16594
1084.791,15.54063
1085.273,6.403381
1085.755,2.799179
1086.238,7.215988
1086.72,14.41585
1087.202,26.15778
1087.684,34.75478
1088.166,30.03682
1088.648,19.23297
1089.13,16.30818
1089.612,20.60748
1090.094,24.65985
1090.577,24.99525
1091.059,25.68175
1091.541,28.04138
1092.023,30.91486
1092.505,31.43582
1092.987,30.36932
1093.469,32.62032
1093.951,39.89056
1094.434,44.62387
1094.916,39.32532
1095.398,31.66183
1095.88,26.0896
1096.362,22.80516
1096.844,27.84891
1097.326,42.08972
1097.808,48.57536
1098.291,34.16209
1098.773,17.12595
1099.255,20.28889
1099.737,33.97993
1100.219,43.56706
1100.701,45.3783
1101.183,44.25764
1101.665,38.88806
1102.147,34.25557
1102.63,36.83617
1103.112,42.30089
1103.594,41.2921
1104.076,34.52338
1104.558,27.08673
1105.04,15.71617
1105.522,11.58658
1106.004,19.92503
1106.486,33.31857
1106.969,39.65619
1107.451,39.81886
1107.933,37.90869
1108.415,34.40227
1108.897,30.80829
1109.379,26.1024
1109.861,23.52612
1110.343,28.21126
1110.826,37.88849
1111.308,36.18005
1111.79,21.82541
1112.272,9.574753
1112.754,3.781174
1113.236,3.456619
1113.718,11.59512
1114.2,22.61464
1114.682,29.21219
1115.165,29.6178
1115.647,28.54292
1116.129,25.99957
1116.611,21.68124
1117.093,12.1759
1117.575,2.49263
1118.057,3.334351
1118.539,11.55905
1119.021,17.55278
1119.504,14.95755
1119.986,14.6433
1120.468,18.59003
1120.95,24.01579
1121.432,28.92479
1121.914,32.41747
1122.396,29.70009
1122.878,20.9422
1123.361,15.46983
1123.843,24.80045
1124.325,30.94101
1124.807,23.85861
1125.289,10.01714
1125.771,6.972656
1126.253,13.78513
1126.735,21.68759
1127.218,29.81003
1127.7,32.96402
1128.182,20.84035
1128.664,6.833618
1129.146,3.72084
1129.628,11.46898
1130.11,15.7011
1130.592,16.17236
1131.074,16.0385
1131.557,16.24751
1132.039,17.23843
1132.521,21.01436
1133.003,25.33914
1133.485,26.42487
1133.967,20.63943
1134.449,19.27092
1134.931,23.6277
1135.413,28.66634
1135.896,30.0905
1136.378,29.32544
1136.86,27.41521
1137.342,24.70259
1137.824,22.2198
1138.306,21.35081
1138.788,19.2177
1139.27,15.63138
1139.752,10.3499
1140.235,0.096786
1140.717,11.27669
1141.199,13.22096
1141.681,4.669968
1142.163,4.811218
1142.645,13.06931
1143.127,18.46741
1143.609,19.35732
1144.092,17.9429
1144.574,20.45815
1145.056,25.9211
1145.538,29.0027
1146.02,28.34
1146.502,25.76793
1146.984,18.68753
1147.466,13.72081
1147.948,16.80669
1148.431,26.73224
1148.913,26.91742
1149.395,17.98425
1149.877,15.91869
1150.359,33.86674
1150.841,50.0414
1151.323,44.77463
1151.805,29.70941
1152.287,18.81281
1152.77,12.21019
1153.252,13.62813
1153.734,24.10663
1154.216,32.03163
1154.698,26.79121
1155.18,17.40062
1155.662,9.467209
1156.144,4.597351
1156.627,7.597961
1157.109,24.49509
1157.591,31.11072
1158.073,23.55882
1158.555,14.30644
1159.037,18.39651
1159.519,26.51605
1160.001,24.66208
1160.484,13.59653
1160.966,5.396439
1161.448,1.101761
1161.93,2.62616
1162.412,13.62321
1162.894,24.77473
1163.376,21.56561
1163.858,11.62688
1164.34,9.797455
1164.823,18.79138
1165.305,25.75969
1165.787,27.52159
1166.269,27.13158
1166.751,27.02884
1167.233,25.48439
1167.715,14.5549
1168.197,1.049973
1168.679,7.271271
1169.162,2.310013
1169.644,12.12277
1170.126,17.95332
1170.608,21.32321
1171.09,23.10939
1171.572,22.91684
1172.054,16.10158
1172.536,4.952591
1173.019,0.01413
1173.501,11.54211
1173.983,20.70845
1174.465,17.58688
1174.947,10.79335
1175.429,5.83783
1175.911,2.871292
1176.393,8.005661
1176.875,19.99197
1177.358,26.82321
1177.84,15.20384
1178.322,3.399872
1178.804,1.900299
1179.286,5.141602
1179.768,4.156296
1180.25,1.164642
1180.732,5.423309
1181.214,25.10663
1181.697,40.34129
1182.179,34.69133
1182.661,24.04771
1183.143,18.31644
1183.625,15.95255
1184.107,11.25096
1184.589,3.734711
1185.071,3.387619
1185.554,12.36601
1186.036,22.99867
1186.518,33.20464
1187.0,38.27087
1187.482,28.10336
1187.964,7.219727
1188.446,7.51561
1188.928,32.26573
1189.411,43.39305
1189.893,27.27318
1190.375,7.702942
1190.857,13.9489
1191.339,26.49409
1191.821,21.8105
1192.303,2.591919
1192.785,8.340164
1193.267,7.57605
1193.75,19.25551
1194.232,13.85817
1194.714,4.905014
1195.196,8.372971
1195.678,17.36409
1196.16,23.60439
1196.642,26.96284
1197.124,20.99947
1197.606,3.208252
1198.089,8.848358
1198.571,0.832581
1199.053,12.41141
1199.535,10.66841
1200.017,2.044647
1200.499,2.029755
1200.981,18.04115
1201.463,28.35161
1201.945,32.71104
1202.428,32.01451
1202.91,21.99896
1203.392,10.88734
1203.874,8.926727
1204.356,14.27704
1204.838,22.5023
1205.32,38.20355
1205.802,42.07574
1206.285,30.4579
1206.767,17.88004
1207.249,21.2321
1207.731,29.3871
1208.213,25.90002
1208.695,13.27289
1209.177,7.083618
1209.659,10.38863
1210.141,17.7737
1210.624,30.54614
1211.106,38.97552
1211.588,25.53186
1212.07,5.280197
1212.552,1.155701
1213.034,6.723679
1213.516,14.23996
1213.998,20.6312
1214.48,24.06639
1214.963,23.61452
1215.445,21.82355
1215.927,22.91251
1216.409,24.28438
1216.891,21.08284
1217.373,12.72441
1217.855,10.23309
1218.337,18.30949
1218.82,18.95699
1219.302,3.376602
1219.784,13.34772
1220.266,5.270889
1220.748,13.88516
1221.23,25.82735
1221.712,27.07867
1222.194,20.81317
1222.677,2.830643
1223.159,6.965332
1223.641,2.427841
1224.123,18.1032
1224.605,19.80066
1225.087,15.66234
1225.569,18.77516
1226.051,35.64023
1226.533,42.13452
1227.016,36.34328
1227.498,30.11632
1227.98,28.14375
1228.462,28.3064
1228.944,26.40712
1229.426,24.1373
1229.908,24.68292
1230.39,30.84821
1230.872,32.96201
1231.355,30.50835
1231.837,26.17763
1232.319,18.04866
1232.801,12.38303
1233.283,22.79031
1233.765,40.18185
1234.247,46.64288
1234.729,32.41586
1235.212,27.87006
1235.694,34.63425
1236.176,40.95953
1236.658,35.63397
1237.14,27.60443
1237.622,27.72491
1238.104,32.3454
1238.586,32.25684
1239.068,23.5813
1239.551,23.31078
1240.033,33.33128
1240.515,42.08484
1240.997,36.29147
1241.479,28.60002
1241.961,34.54561
1242.443,47.56258
1242.925,50.31372
1243.407,41.36212
1243.89,32.04047
1244.372,22.91672
1244.854,17.83289
1245.336,25.67108
1245.818,33.905
1246.3,26.94061
1246.782,10.56282
1247.264,4.123108
1247.747,8.885696
1248.229,11.71753
1248.711,10.94762
1249.193,11.39699
1249.675,19.92764
1250.157,28.41559
1250.639,30.72687
1251.121,28.22543
1251.604,22.69803
1252.086,13.97292
1252.568,15.72229
1253.05,31.1911
1253.532,43.58525
1254.014,38.4137
1254.496,27.54747
1254.978,15.21266
1255.46,4.081314
1255.943,2.554733
1256.425,7.358749
1256.907,8.897232
1257.389,2.082672
1257.871,3.656448
1258.353,2.593292
1258.835,10.3504
1259.317,14.96974
1259.799,17.05646
1260.281,15.72127
1260.764,12.83432
1261.246,20.78357
1261.728,44.15125
1262.21,58.32727
1262.692,41.27103
1263.174,23.40013
1263.656,17.30685
1264.138,19.13934
1264.621,21.19153
1265.103,23.0564
1265.585,23.74577
1266.067,23.27052
1266.549,19.90851
1267.031,6.671555
1267.513,0.069747999
1267.995,8.127808
1268.478,23.22005
1268.96,28.70721
1269.442,27.35123
1269.924,24.23415
1270.406,19.61522
1270.888,18.44301
1271.37,21.94135
1271.852,27.27505
1272.334,34.48692
1272.817,41.09
1273.299,42.31822
1273.781,40.07233
1274.263,36.48351
1274.745,31.7547
1275.227,30.75511
1275.709,37.51436
1276.191,42.78139
1276.673,42.33287
1277.156,39.93016
1277.638,40.8364
1278.12,42.89465
1278.602,43.80417
1279.084,43.79535
1279.566,36.56084
1280.048,20.3456
1280.53,8.564651
1281.013,6.078568
1281.495,9.703003
1281.977,21.69571
1282.459,34.50444
1282.941,39.73167
1283.423,37.38788
1283.905,25.24219
1284.387,3.79332
1284.87,6.538803
1285.352,8.460709
1285.834,26.81227
1286.316,36.54495
1286.798,41.08621
1287.28,44.41617
1287.762,46.22366
1288.244,44.41968
1288.726,29.10414
1289.208,21.48834
1289.691,10.38701
1290.173,4.009079
1290.655,14.74101
1291.137,24.11575
1291.619,16.92189
1292.101,0.0
1500.0,0.0
