WavwNum_Magnesite,value_Magnesite
712.195,36.6787
712.6771,38.90651
713.1592,41.25102
713.6414,43.92645
714.1235,46.36968
714.6056,48.13596
715.0877,49.64013
715.5698,51.66395
716.0519,54.31285
716.5341,57.19146
717.0162,60.19376
717.4983,63.34766
717.9804,66.57092
718.4625,69.90725
718.9446,73.59023
719.4268,77.52103
719.9089,81.99249
720.391,88.04599
720.8731,95.1829
721.3552,101.542
721.8373,105.1984
722.3195,108.6316
722.8016,113.0948
723.2837,118.6157
723.7658,124.4416
724.2479,130.4596
724.73,136.7903
725.2122,143.4547
725.6943,150.4557
726.1765,157.6987
726.6586,165.3006
727.1407,172.9641
727.6228,180.5392
728.1049,188.0988
728.587,195.641
729.0692,203.1687
729.5513,210.7623
730.0334,218.4545
730.5155,226.2975
730.9976,234.2236
731.4797,242.4249
731.9619,250.2631
732.444,257.86
732.9261,264.8367
733.4082,270.9677
733.8903,276.159
734.3724,280.8099
734.8546,285.0336
735.3367,288.4265
735.8188,290.4743
736.3009,291.1725
736.783,290.6711
737.2651,289.0392
737.7473,286.1247
738.2294,281.632
738.7115,275.7577
739.1936,268.8621
739.6757,260.8555
740.1578,252.1652
740.64,242.7003
741.1221,232.6337
741.6042,222.1711
742.0863,211.11
742.5684,200.0159
743.0505,188.7614
743.5327,177.6101
744.0148,167.15
744.4969,157.445
744.979,148.1742
745.4611,139.2408
745.9432,130.65
746.4254,122.3021
746.9075,114.2434
747.3896,106.7189
747.8717,100.0297
748.3538,93.76196
748.8359,87.59733
749.3181,81.61618
749.8002,76.11609
750.2823,71.26842
750.7644,66.60883
751.2465,62.0067
751.7286,57.49589
752.2108,53.47164
752.6929,49.91845
753.175,46.63939
753.6571,43.63092
754.1392,40.80648
754.6213,38.02353
755.1035,35.28449
755.5856,32.7034
756.0677,30.31558
756.5498,28.07594
757.0319,25.87088
757.514,23.70398
757.9962,21.89989
758.4783,20.63692
758.9604,19.50093
759.4425,18.30675
759.9246,17.06664
760.4067,15.84054
760.8889,14.62531
761.371,13.50489
761.8531,12.56579
762.3352,11.75872
762.8173,11.00142
763.2994,10.29011
763.7816,9.602079
764.2637,8.890062
764.7458,8.231392
765.2279,7.721567
765.71,7.406359
766.1921,6.978405
766.6743,6.330427
767.1564,5.68022
767.6385,5.168253
768.1206,4.803093
768.6027,4.445127
769.0848,4.082937
769.567,3.789379
770.0491,3.727951
770.5312,3.753395
771.0133,3.530821
771.4954,2.99806
771.9775,2.496418
772.4597,2.216932
772.9418,2.079784
773.424,2.02042
773.9061,2.059397
774.3882,2.117887
774.8703,2.279135
775.3524,2.362648
775.8345,2.170774
776.3167,1.671995
776.7988,1.29332
777.2809,1.076994
777.763,0.916058
778.2451,0.688051
778.7272,0.435505
779.2094,0.233871
779.6915,0.094609998
780.1736,0.024761001
780.6557,0.090700001
781.1378,0.197144
781.6199,0.253862
782.1021,0.258884
782.5842,0.179497
783.0663,0.039165001
783.5484,0.281216
784.0305,0.438335
784.5126,0.513519
784.9948,0.436085
785.4769,0.166779
785.959,0.112524
786.4411,0.18199
786.9232,0.112253
787.4053,0.027605001
787.8875,0.045322001
788.3696,0.123344
788.8517,0.26992
789.3338,0.40131
789.8159,0.416885
790.298,0.181499
790.7802,0.061193001
791.2623,0.084347002
791.7444,0.201254
792.2265,0.423393
792.7086,0.734972
793.1907,0.724737
793.6729,0.240866
794.155,0.235357
794.6371,0.028820001
795.1192,0.512028
795.6013,0.800217
796.0834,0.506266
796.5656,0.284376
797.0477,0.48753
797.5298,0.8311
798.0119,0.959843
798.494,0.762185
798.9761,0.609032
799.4583,0.548866
799.9404,0.498827
800.4225,0.292538
800.9046,0.027081
801.3867,0.193295
801.8688,0.128857
802.351,0.011642
802.8331,0.135191
803.3152,0.219158
803.7973,0.223467
804.2794,0.055078998
804.7615,0.053633001
805.2437,0.348559
805.7258,0.599474
806.2079,0.253748
806.69,2.829557
807.1721,3.926168
807.6542,2.921257
808.1364,1.174329
808.6185,0.378411
809.1006,0.322382
809.5827,0.429236
810.0648,0.631954
810.5469,0.759763
811.0291,0.640082
811.5112,0.395058
811.9933,0.162217
812.4754,0.085070997
812.9575,0.230755
813.4396,0.268997
813.9218,0.209333
814.4039,0.024278
814.886,0.301414
815.3681,0.523067
815.8502,0.608773
816.3323,0.615159
816.8145,0.569133
817.2966,0.501326
817.7787,0.469551
818.2608,0.498737
818.7429,0.523566
819.2251,0.46745
819.7072,0.417073
820.1893,0.474397
820.6714,0.78089
821.1536,0.874905
821.6357,0.678823
822.1178,0.408504
822.5999,0.263508
823.082,0.244261
823.5641,0.390665
824.0463,0.72624
824.5284,1.066361
825.0105,1.280721
825.4926,1.381797
825.9747,1.350578
826.4568,1.11923
826.939,0.978819
827.4211,1.102884
827.9032,1.25517
828.3853,1.272407
828.8674,1.119728
829.3495,0.979775
829.8317,0.837816
830.3138,0.783885
830.7959,0.998442
831.278,1.345727
831.7601,1.517538
832.2422,1.474415
832.7244,1.406014
833.2065,1.408015
833.6886,1.448575
834.1707,1.5287
834.6528,1.688731
835.1349,1.68268
835.6171,1.39492
836.0992,1.136436
836.5813,1.141211
837.0634,1.389044
837.5455,1.576684
838.0276,1.703931
838.5098,1.821346
838.9919,2.037027
839.474,2.219952
839.9561,2.178969
840.4382,1.907037
840.9203,1.70112
841.4025,1.666614
841.8846,1.70958
842.3667,1.821667
842.8488,2.006317
843.3309,2.061404
843.813,1.958972
844.2952,1.839255
844.7773,1.747087
845.2594,1.711636
845.7415,1.86061
846.2236,2.148129
846.7057,2.339077
847.1879,2.195404
847.67,2.027536
848.1521,2.041891
848.6342,2.212763
849.1163,2.303851
849.5984,2.271905
850.0806,2.210273
850.5627,2.105214
851.0448,2.020912
851.5269,2.20897
852.009,2.616882
852.4911,2.942413
852.9733,2.984768
853.4554,2.888615
853.9375,2.605309
854.4196,2.31836
854.9017,2.465009
855.3839,4.057988
855.866,4.969148
856.3481,4.54304
856.8302,3.355101
857.3123,2.629189
857.7944,2.376328
858.2766,2.398613
858.7587,2.739135
859.2408,3.127967
859.7229,3.115454
860.205,2.871313
860.6871,2.757942
861.1693,3.000574
861.6514,3.247413
862.1335,3.351188
862.6156,3.403625
863.0977,3.488955
863.5798,3.596485
864.062,3.871557
864.5441,4.300943
865.0262,4.809368
865.5083,5.363503
865.9904,5.928221
866.4726,6.38842
866.9547,6.715938
867.4368,6.994568
867.9189,7.191616
868.4011,7.431328
868.8832,7.837332
869.3653,8.495581
869.8474,9.147562
870.3295,9.773316
870.8116,10.40209
871.2938,11.0604
871.7759,11.75217
872.258,12.44123
872.7401,13.13678
873.2222,13.78773
873.7043,14.45456
874.1865,15.00119
874.6686,15.23313
875.1507,15.13498
875.6328,15.07405
876.1149,15.137
876.597,15.27347
877.0792,15.54315
877.5613,15.89833
878.0434,15.83701
878.5255,15.35365
879.0076,14.71145
879.4897,14.10031
879.9719,13.40893
880.454,12.42328
880.9361,11.21722
881.4182,10.01124
881.9003,8.778007
882.3824,7.690054
882.8646,6.836739
883.3467,6.161815
883.8288,5.547315
884.3109,4.976171
884.793,4.549917
885.2751,4.3327
885.7573,4.209779
886.2394,3.977244
886.7215,3.682049
887.2036,3.446878
887.6857,3.327272
888.1678,3.253723
888.65,3.236799
889.1321,3.235791
889.6142,3.191172
890.0963,3.068891
890.5784,3.001272
891.0605,3.014326
891.5427,3.035492
892.0248,2.955897
892.5069,2.815796
892.989,2.738622
893.4711,2.745987
893.9532,2.771751
894.4354,2.823055
894.9175,2.846529
895.3996,2.773117
895.8817,2.553403
896.3638,2.452275
896.8459,2.49481
897.3281,2.604023
897.8102,2.769148
898.2923,2.964457
898.7744,3.034558
899.2565,2.988224
899.7386,2.907841
900.2208,2.822852
900.7029,2.745341
901.185,2.684658
901.6671,2.638526
902.1492,2.578729
902.6313,2.401376
903.1135,2.402836
903.5956,2.748166
904.0777,3.263365
904.5598,3.452337
905.0419,3.344846
905.524,3.17166
906.0062,2.994196
906.4883,2.830637
906.9704,2.640817
907.4525,2.485133
907.9346,2.460915
908.4167,2.739608
908.8989,2.94936
909.381,3.0447
909.8631,3.093854
910.3452,3.224812
910.8273,3.419782
911.3094,3.382541
911.7916,3.048007
912.2737,2.712196
912.7558,2.671759
913.238,2.771534
913.7201,2.850488
914.2022,2.874698
914.6843,2.905283
915.1664,3.013759
915.6486,3.052333
916.1307,2.876501
916.6128,2.513843
917.0949,2.510103
917.577,2.869276
918.0591,3.241122
918.5413,3.406414
919.0234,3.454876
919.5055,3.426173
919.9876,3.361754
920.4697,3.384562
920.9518,3.690354
921.434,3.887209
921.9161,3.86152
922.3982,3.685767
922.8803,3.50638
923.3624,3.327533
923.8445,3.277743
924.3267,3.461387
924.8088,3.639653
925.2909,3.466531
925.773,3.143947
926.2551,2.974453
926.7372,3.152648
927.2194,3.277599
927.7015,3.255348
928.1836,3.199815
928.6657,3.228888
929.1478,3.354736
929.6299,3.496533
930.1121,3.649145
930.5942,3.736292
931.0763,3.630963
931.5584,3.479126
932.0405,3.457952
932.5226,3.577985
933.0048,3.621965
933.4869,3.352657
933.969,3.23967
934.4511,2.8585
934.9332,3.668533
935.4153,4.146103
935.8975,4.309098
936.3796,3.215241
936.8617,3.74433
937.3438,3.623017
937.8259,3.475035
938.308,4.232538
938.7902,3.321502
939.2723,4.064645
939.7544,4.147469
940.2365,4.532506
940.7186,4.263126
941.2007,4.195869
941.6829,4.783257
942.165,5.008153
942.6471,4.202486
943.1292,4.105292
943.6113,4.152067
944.0934,4.263137
944.5756,4.366682
945.0577,4.455523
945.5398,4.482351
946.0219,4.422117
946.504,4.331568
946.9861,4.219311
947.4683,4.090075
947.9504,4.023041
948.4325,4.02194
948.9146,4.042413
949.3967,3.997411
949.8788,3.988894
950.361,4.221229
950.8431,4.591539
951.3252,4.778225
951.8073,4.647602
952.2894,4.440301
952.7715,4.196071
953.2537,3.948776
953.7358,3.692261
954.2179,3.441915
954.7,3.341668
955.1821,3.457988
955.6642,3.612615
956.1464,3.721279
956.6285,3.749338
957.1106,3.665098
957.5927,3.43129
958.0748,3.298512
958.5569,3.292887
959.0391,3.309832
959.5212,3.301338
960.0033,3.260263
960.4855,3.114418
960.9676,2.895103
961.4497,2.772659
961.9318,3.017875
962.4139,3.194594
962.8961,2.98852
963.3782,2.552504
963.8603,2.309141
964.3424,2.293942
964.8245,2.332884
965.3066,2.407423
965.7888,2.487883
966.2709,2.584055
966.753,2.644745
967.2351,2.528633
967.7172,2.122883
968.1993,1.838305
968.6815,1.921347
969.1636,2.108166
969.6457,2.248882
970.1278,2.350061
970.6099,2.20937
971.092,1.80253
971.5742,1.48954
972.0563,1.644968
972.5384,1.953676
973.0205,2.003458
973.5026,1.84432
973.9847,1.71949
974.4669,1.85877
974.949,1.826723
975.4311,1.409859
975.9132,0.874554
976.3953,0.836151
976.8774,1.253397
977.3596,1.476088
977.8417,1.331232
978.3238,1.082281
978.8059,0.903414
979.288,0.78879
979.7701,0.738482
980.2523,0.772966
980.7344,0.81204
981.2165,0.89113
981.6986,0.904613
982.1807,0.751986
982.6628,0.482378
983.145,0.313915
983.6271,0.23457
984.1092,0.181738
984.5913,0.082455002
985.0734,0.041841999
985.5555,0.215681
986.0377,0.479649
986.5198,0.49457
987.0019,0.154381
987.484,0.068273999
987.9661,0.075122997
988.4482,0.017492
988.9304,0.111368
989.4125,0.289913
989.8946,0.42078
990.3767,0.471203
990.8588,0.529385
991.3409,0.588984
991.8231,0.714811
992.3052,0.963339
992.7873,1.324497
993.2694,1.636896
993.7515,1.907677
994.2336,1.957603
994.7158,1.462517
995.1979,0.905193
995.68,0.906788
996.1621,1.267792
996.6442,1.505558
997.1263,1.425758
997.6085,1.286009
998.0906,1.066563
998.5727,0.86199
999.0548,0.827585
999.5369,0.932693
1000.019,0.974489
1000.501,0.925005
1000.983,0.920109
1001.465,1.106127
1001.948,1.331751
1002.43,1.496189
1002.912,1.589046
1003.394,1.625851
1003.876,1.612356
1004.358,1.511629
1004.84,1.260462
1005.322,0.965368
1005.804,0.893082
1006.287,0.934015
1006.769,0.79081
1007.251,0.020987
1007.733,0.444088
1008.215,0.313534
1008.697,1.257713
1009.179,1.417856
1009.661,0.696106
1010.144,0.436962
1010.626,0.710289
1011.108,0.996876
1011.59,0.746197
1012.072,0.393021
1012.554,0.468906
1013.036,0.909374
1013.518,1.036076
1014.0,0.496441
1014.483,0.085464001
1014.965,0.038406
1015.447,0.168682
1015.929,0.057964001
1016.411,0.224987
1016.893,0.392834
1017.375,0.323639
1017.857,0.317299
1018.34,0.683617
1018.822,1.098984
1019.304,1.251324
1019.786,1.088139
1020.268,1.17387
1020.75,1.540394
1021.232,1.884403
1021.714,1.983044
1022.196,1.978756
1022.679,1.914612
1023.161,1.916531
1023.643,2.34557
1024.125,4.113022
1024.607,5.227474
1025.089,5.15337
1025.571,4.545193
1026.053,4.265671
1026.536,4.303413
1027.018,4.469906
1027.5,4.74025
1027.982,5.159252
1028.464,5.972702
1028.946,6.767204
1029.428,7.181419
1029.91,7.218433
1030.392,7.285408
1030.875,7.335709
1031.357,7.557541
1031.839,8.063885
1032.321,8.729961
1032.803,9.349236
1033.285,9.919506
1033.767,10.4317
1034.249,10.87831
1034.732,11.35479
1035.214,11.79958
1035.696,12.32724
1036.178,13.10613
1036.66,14.12599
1037.142,14.8408
1037.624,15.25235
1038.106,15.76442
1038.589,16.73242
1039.071,17.82132
1039.553,18.82164
1040.035,19.73228
1040.517,20.60542
1040.999,21.44862
1041.481,22.27954
1041.963,23.09045
1042.445,23.96296
1042.927,25.09293
1043.41,26.37415
1043.892,27.56721
1044.374,28.62744
1044.856,29.7254
1045.338,31.00205
1045.82,32.28995
1046.302,33.47649
1046.784,34.59374
1047.267,35.80844
1047.749,37.14114
1048.231,38.71128
1048.713,40.69447
1049.195,42.6568
1049.677,44.08801
1050.159,45.36732
1050.641,47.06061
1051.124,49.41792
1051.606,51.58297
1052.088,53.52511
1052.57,55.49987
1053.052,57.69839
1053.534,60.06777
1054.016,62.5612
1054.498,65.18784
1054.98,67.97717
1055.463,70.86864
1055.945,74.04647
1056.427,77.48934
1056.909,81.20747
1057.391,85.21845
1057.873,89.51626
1058.355,94.01419
1058.837,98.68642
1059.319,103.7014
1059.802,109.2881
1060.284,115.0544
1060.766,120.4785
1061.248,125.6276
1061.73,131.7862
1062.212,139.0659
1062.694,146.8778
1063.176,155.0503
1063.659,163.4272
1064.141,171.6649
1064.623,180.0857
1065.105,189.2514
1065.587,199.1052
1066.069,209.9172
1066.551,221.6096
1067.033,234.2774
1067.516,247.9822
1067.998,262.7905
1068.48,278.294
1068.962,294.6505
1069.444,312.5653
1069.926,332.8653
1070.408,354.1767
1070.89,374.8228
1071.372,396.1804
1071.854,420.2136
1072.337,446.8367
1072.819,474.9447
1073.301,504.1422
1073.783,535.3129
1074.265,568.0735
1074.747,603.6423
1075.229,643.1484
1075.711,686.5498
1076.194,733.8679
1076.676,783.969
1077.158,838.8677
1077.64,898.5416
1078.122,963.4901
1078.604,1033.908
1079.086,1110.409
1079.568,1194.162
1080.051,1286.541
1080.533,1384.739
1081.015,1487.462
1081.497,1596.683
1081.979,1712.966
1082.461,1835.475
1082.943,1964.93
1083.425,2102.161
1083.907,2245.243
1084.39,2394.064
1084.872,2547.814
1085.354,2706.751
1085.836,2869.23
1086.318,3037.17
1086.8,3209.905
1087.282,3387.76
1087.764,3571.351
1088.247,3755.007
1088.729,3937.697
1089.211,4115.231
1089.693,4288.943
1090.175,4455.882
1090.657,4605.245
1091.139,4741.226
1091.621,4849.945
1092.104,4930.572
1092.586,4980.98
1093.068,5000.449
1093.55,4986.899
1094.032,4934.281
1094.514,4841.903
1094.996,4719.467
1095.478,4561.763
1095.96,4385.11
1096.443,4193.138
1096.925,3990.221
1097.407,3781.605
1097.889,3567.399
1098.371,3354.858
1098.853,3142.951
1099.335,2938.447
1099.817,2746.137
1100.299,2563.15
1100.782,2386.266
1101.264,2213.59
1101.746,2051.539
1102.228,1899.541
1102.71,1755.789
1103.192,1620.983
1103.674,1493.843
1104.156,1374.479
1104.639,1263.655
1105.121,1161.404
1105.603,1070.297
1106.085,984.7546
1106.567,904.2806
1107.049,830.2021
1107.531,762.8409
1108.013,702.2602
1108.495,646.0538
1108.978,594.3757
1109.46,547.2564
1109.942,505.1954
1110.424,466.7804
1110.906,431.4878
1111.388,399.0651
1111.87,369.1582
1112.352,341.6651
1112.834,316.3944
1113.317,293.1115
1113.799,271.506
1114.281,251.4772
1114.763,232.928
1115.245,216.1501
1115.727,200.9364
1116.209,187.3245
1116.691,175.1904
1117.174,163.8243
1117.656,153.0781
1118.138,142.9547
1118.62,133.3969
1119.102,124.514
1119.584,116.5765
1120.066,109.5311
1120.548,102.4383
1121.031,95.16878
1121.513,88.76709
1121.995,83.81614
1122.477,79.51234
1122.959,74.72124
1123.441,69.85521
1123.923,65.50232
1124.405,61.99075
1124.887,58.31336
1125.37,54.29165
1125.852,50.59351
1126.334,47.67748
1126.816,45.31165
1127.298,43.19853
1127.78,41.19026
1128.262,38.96067
1128.744,35.94959
1129.227,33.3514
1129.709,31.3469
1130.191,29.63957
1130.673,27.98104
1131.155,26.39292
1131.637,24.90697
1132.119,23.51156
1132.601,22.13906
1133.083,20.74137
1133.566,19.36887
1134.048,17.97356
1134.53,16.66789
1135.012,15.64567
1135.494,14.89209
1135.976,14.15027
1136.458,13.39323
1136.94,12.65778
1137.422,11.98611
1137.905,11.32557
1138.387,10.63155
1138.869,9.924393
1139.351,9.284904
1139.833,8.710022
1140.315,8.075661
1140.797,7.352058
1141.279,6.62751
1141.762,5.82597
1142.244,5.129562
1142.726,4.817444
1143.208,4.868031
1143.69,4.734272
1144.172,4.409973
1144.654,3.935841
1145.136,3.274647
1145.619,2.668716
1146.101,2.594963
1146.583,2.671162
1147.065,2.367306
1147.547,1.477604
1148.029,0.949055
1148.511,0.881969
1148.993,0.871277
1149.475,0.777592
1149.958,0.60236
1150.44,0.251846
1150.922,0.162006
1151.404,0.43432
1151.886,0.457436
1152.368,0.467407
1152.85,0.471704
1153.332,0.481318
1153.814,0.476231
1154.297,0.500711
1154.779,0.691095
1155.261,1.001682
1155.743,1.289103
1156.225,1.557844
1156.707,1.709509
1157.189,1.722416
1157.671,1.658951
1158.154,1.51189
1158.636,1.329985
1159.118,1.417269
1159.6,1.695889
1160.082,1.773354
1160.564,1.153225
1161.046,0.708422
1161.528,0.713326
1162.01,0.94861
1162.493,1.254845
1162.975,1.600842
1163.457,1.709185
1163.939,1.585529
1164.421,1.459654
1164.903,1.496395
1165.385,1.523905
1165.867,1.439306
1166.349,1.310444
1166.832,1.260506
1167.314,1.291723
1167.796,1.32617
1168.278,1.358452
1168.76,1.286928
1169.242,0.909523
1169.724,0.526358
1170.206,0.32617
1170.689,0.277149
1171.171,0.317381
1171.653,0.440624
1172.135,0.445677
1172.617,0.274961
1173.099,0.15494
1173.581,0.369354
1174.063,0.621534
1174.546,0.661306
1175.028,0.532141
1175.51,0.421328
1175.992,0.328268
1176.474,0.303852
1176.956,0.3925
1177.438,0.423697
1177.92,0.174442
1178.402,0.157484
1178.885,0.392902
1179.367,0.526127
1179.849,0.650818
1180.331,0.765352
1180.813,0.874424
1181.295,0.958885
1181.777,1.092386
1182.259,1.531883
1182.742,1.951742
1183.224,1.917763
1183.706,1.349745
1184.188,0.960094
1184.67,0.756451
1185.152,0.634424
1185.634,0.513752
1186.116,0.51343
1186.599,0.883793
1187.081,1.409195
1187.563,1.798134
1188.045,2.0014
1188.527,2.116199
1189.009,2.124926
1189.491,2.148085
1189.973,2.268608
1190.455,2.418282
1190.938,2.542568
1191.42,2.625256
1191.902,2.630938
1192.384,2.515955
1192.866,2.430824
1193.348,2.363352
1193.83,2.387993
1194.312,2.576124
1194.794,2.863337
1195.277,3.265593
1195.759,3.681795
1196.241,3.886545
1196.723,3.720207
1197.205,3.652784
1197.687,3.707323
1198.169,3.779721
1198.651,3.437294
1199.134,3.322478
1199.616,5.01476
1200.098,7.556486
1200.58,8.360614
1201.062,5.598231
1201.544,4.817688
1202.026,6.716913
1202.508,8.69224
1202.99,8.208213
1203.473,6.649747
1203.955,5.643667
1204.437,5.137592
1204.919,4.747467
1205.401,4.32819
1205.883,4.268935
1206.365,4.669334
1206.847,5.107808
1207.329,5.149002
1207.812,5.014109
1208.294,4.941944
1208.776,4.936182
1209.258,4.987899
1209.74,5.144838
1210.222,5.212881
1210.704,5.140675
1211.186,5.103739
1211.669,5.334731
1212.151,5.666474
1212.633,5.914705
1213.115,6.062754
1213.597,6.082346
1214.079,5.894791
1214.561,5.862139
1215.043,6.082741
1215.526,6.291849
1216.008,6.139894
1216.49,5.860508
1216.972,5.705637
1217.454,5.670214
1217.936,5.671034
1218.418,5.768951
1218.9,5.747112
1219.382,5.469224
1219.865,5.387371
1220.347,6.532499
1220.829,7.782285
1221.311,7.671665
1221.793,6.299583
1222.275,5.468758
1222.757,5.368132
1223.239,5.177851
1223.722,4.649702
1224.204,4.464911
1224.686,6.121099
1225.168,7.94166
1225.65,8.015989
1226.132,6.340565
1226.614,4.971954
1227.096,3.883913
1227.578,3.576128
1228.061,4.285946
1228.543,5.088045
1229.025,4.903339
1229.507,4.402071
1229.989,4.208199
1230.471,4.357571
1230.953,4.601257
1231.435,4.953452
1231.917,5.049076
1232.4,4.780689
1232.882,4.450575
1233.364,4.32501
1233.846,4.272085
1234.328,4.146278
1234.81,3.964094
1235.292,3.956118
1235.774,4.154108
1236.257,4.199326
1236.739,3.970884
1237.221,3.695627
1237.703,3.535949
1238.185,3.438749
1238.667,3.356838
1239.149,3.297481
1239.631,3.364498
1240.114,3.558116
1240.596,3.61923
1241.078,3.449951
1241.56,3.244684
1242.042,3.094212
1242.524,3.043359
1243.006,3.177366
1243.488,3.416352
1243.97,3.468691
1244.453,3.368975
1244.935,3.231453
1245.417,3.066214
1245.899,2.925237
1246.381,2.865989
1246.863,2.811069
1247.345,2.685331
1247.827,2.516857
1248.309,2.472496
1248.792,2.546511
1249.274,2.640366
1249.756,2.714772
1250.238,2.715997
1250.72,2.58285
1251.202,2.435799
1251.684,2.323853
1252.166,2.224682
1252.649,2.166027
1253.131,2.144281
1253.613,2.158957
1254.095,2.194728
1254.577,2.253605
1255.059,2.398827
1255.541,2.494665
1256.023,2.488826
1256.505,2.445062
1256.988,2.53033
1257.47,2.654642
1257.952,2.550741
1258.434,2.111948
1258.916,1.878473
1259.398,2.040987
1259.88,2.143763
1260.362,2.015097
1260.844,1.817479
1261.327,1.893184
1261.809,2.044541
1262.291,1.835563
1262.773,1.141685
1263.255,0.91778
1263.737,1.40134
1264.219,1.690369
1264.701,1.424344
1265.184,0.974006
1265.666,0.814605
1266.148,0.836582
1266.63,0.989691
1267.112,1.278311
1267.594,1.365271
1268.076,1.210101
1268.558,1.170572
1269.041,1.391748
1269.523,1.596279
1270.005,1.387617
1270.487,1.115738
1270.969,1.210777
1271.451,1.578978
1271.933,1.559818
1272.415,1.154766
1272.897,0.879484
1273.38,0.876741
1273.862,0.952198
1274.344,0.964668
1274.826,1.014482
1275.308,1.219107
1275.79,1.488277
1276.272,1.463013
1276.754,1.203842
1277.237,1.088369
1277.719,1.220594
1278.201,1.248207
1278.683,0.791203
1279.165,0.442677
1279.647,0.455622
1280.129,0.684078
1280.611,0.896648
1281.094,1.051001
1281.576,1.026424
1282.058,0.788704
1282.54,0.532448
1283.022,0.142576
1283.504,0.015815999
1283.986,0.270748
1284.468,0.636333
1284.95,0.760859
1285.432,0.731213
1285.915,0.679361
1286.397,0.624432
1286.879,0.558859
1287.361,0.49052
1287.843,0.398554
1288.325,0.264267
1288.807,0.186529
1289.289,0.334562
1289.772,0.543814
1290.254,0.657749
1290.736,0.663132
1291.218,0.56904
1291.7,0.371445
1292.182,0.345837
1292.664,0.560638
1293.146,0.712534
1293.629,0.550596
1294.111,0.323317
1294.593,0.186813
1295.075,0.128845
1295.557,0.151743
1296.039,0.243967
1296.521,0.273485
1297.003,0.226658
1297.485,0.166225
1297.968,0.013226
1298.45,0.023190999
1298.932,0.384264
1299.414,0.802492
1299.896,0.779686
1300.378,0.452759
1300.86,0.189112
1301.342,0.032124002
1301.824,0.0062469998
1302.307,0.0
1500.0,0.0
