WavwNum_Magnetite,value_Magnetite
733.1749,0.18415
733.657,0.244118
734.1392,0.135197
734.6213,0.10008
735.1034,0.21245
735.5855,0.363954
736.0676,0.295064
736.5497,0.023879999
737.0319,0.167701
737.514,0.157227
737.9961,0.058529999
738.4782,0.0026829999
738.9603,0.033860002
739.4424,0.053986002
739.9246,0.094366997
740.4067,0.103295
740.8888,0.033135001
741.3709,0.094912998
741.853,0.184852
742.3351,0.218894
742.8173,0.236059
743.2994,0.251542
743.7815,0.259693
744.2636,0.21137
744.7457,0.100083
745.2278,0.022453999
745.71,0.077420004
746.1921,0.186865
746.6742,0.186374
747.1563,0.090527996
747.6384,0.00031199999
748.1205,0.0073230001
748.6027,0.002938
749.0848,0.065397002
749.5669,0.204142
750.049,0.219676
750.5311,0.027236
751.0132,0.273764
751.4954,0.40719
751.9775,0.42292
752.4596,0.375267
752.9417,0.247489
753.4238,0.137942
753.9059,0.146584
754.3881,0.228632
754.8702,0.286985
755.3523,0.314496
755.8344,0.274854
756.3165,0.012412
756.7986,0.250284
757.2808,0.279588
757.7629,0.049376
758.245,0.267094
758.7271,0.237335
759.2092,0.122279
759.6913,0.012967
760.1735,0.108763
760.6556,0.128446
761.1377,0.01543
761.6198,0.113821
762.1019,0.109569
762.584,0.014804
763.0662,0.027641
763.5483,0.013564
764.0304,0.065834001
764.5125,0.068428002
764.9946,0.047162998
765.4767,0.034897
765.9589,0.075696997
766.441,0.060017999
766.9231,0.093177997
767.4052,0.272364
767.8873,0.353668
768.3694,0.302022
768.8516,0.290896
769.3337,0.349502
769.8158,0.429209
770.2979,0.460358
770.78,0.451687
771.2621,0.434813
771.7443,0.419066
772.2264,0.394955
772.7085,0.335413
773.1906,0.267745
773.6727,0.23265
774.1548,0.322629
774.637,0.343363
775.1191,0.168951
775.6012,0.050120998
776.0833,0.048742998
776.5654,0.244368
777.0475,0.453817
777.5297,0.492999
778.0118,0.448188
778.4939,0.46541
778.976,0.531466
779.4581,0.60161
779.9402,0.687732
780.4224,0.729595
780.9045,0.618208
781.3866,0.436712
781.8687,0.342645
782.3508,0.485005
782.8329,0.588784
783.3151,0.5671
783.7972,0.487343
784.2793,0.522394
784.7614,0.707253
785.2435,0.804673
785.7256,0.713869
786.2077,0.547566
786.6898,0.552697
787.1719,0.685572
787.6541,0.786744
788.1362,0.776854
788.6183,0.720776
789.1004,0.619267
789.5825,0.504894
790.0646,0.461954
790.5468,0.616427
791.0289,0.711751
791.511,0.655115
791.9931,0.517882
792.4752,0.555641
792.9573,0.796457
793.4395,0.951973
793.9216,0.876467
794.4037,0.703746
794.8858,0.692007
795.3679,0.802991
795.85,0.905387
796.3322,0.935522
796.8143,0.933149
797.2964,0.900007
797.7785,0.849521
798.2606,0.830084
798.7427,0.862598
799.2249,0.898435
799.707,0.92485
800.1891,0.947504
800.6712,0.996894
801.1533,1.074
801.6354,1.090589
802.1176,0.977895
802.5997,0.824785
803.0818,0.73309
803.5639,0.6959
804.046,0.70575
804.5281,0.841371
805.0103,0.959935
805.4924,0.986399
805.9745,0.932866
806.4566,0.885101
806.9387,0.827126
807.4208,0.817674
807.903,0.893024
808.3851,1.011835
808.8672,1.052618
809.3493,1.024895
809.8314,0.958455
810.3135,0.828122
810.7957,0.710086
811.2778,0.669597
811.7599,0.692351
812.242,0.75445
812.7241,0.982522
813.2062,1.103622
813.6884,0.945541
814.1705,0.640547
814.6526,0.577888
815.1347,0.821311
815.6168,1.004364
816.0989,1.011262
816.5811,0.904278
817.0632,0.714028
817.5453,0.485908
818.0274,0.407452
818.5095,0.762211
818.9916,1.097129
819.4738,1.043609
819.9559,0.744943
820.438,0.569124
820.9201,0.719569
821.4022,0.812069
821.8843,0.758554
822.3665,0.620766
822.8486,0.541429
823.3307,0.520613
823.8128,0.561393
824.2949,0.707151
824.777,0.871324
825.2592,0.911041
825.7413,0.851982
826.2234,0.765312
826.7055,0.613328
827.1876,0.515443
827.6697,0.548021
828.1519,0.662007
828.634,0.74175
829.1161,0.770824
829.5982,0.802331
830.0803,0.848709
830.5624,0.897744
831.0446,0.923295
831.5267,0.929774
832.0088,0.948077
832.4909,1.012152
832.973,1.036011
833.4551,0.871839
833.9373,0.639235
834.4194,0.526427
834.9015,0.679237
835.3836,0.801111
835.8657,0.860373
836.3478,0.867613
836.83,0.816609
837.3121,0.695253
837.7942,0.638798
838.2763,0.676137
838.7584,0.766826
839.2405,0.894706
839.7227,1.026306
840.2048,1.08948
840.6869,1.028223
841.169,0.970658
841.6511,0.974399
842.1332,1.017025
842.6154,1.070713
843.0975,1.122515
843.5796,1.223796
844.0617,1.426885
844.5438,1.583796
845.0259,1.457204
845.5081,1.108644
845.9902,0.826162
846.4723,0.64229
846.9544,0.596367
847.4365,0.849814
847.9186,1.194632
848.4008,1.4047
848.8829,1.414692
849.365,1.347838
849.8471,1.138984
850.3292,0.944507
850.8113,0.900705
851.2935,1.030293
851.7756,1.085834
852.2577,1.052142
852.7398,0.996891
853.2219,0.982847
853.704,0.987736
854.1862,0.965055
854.6683,0.907782
855.1504,0.880425
855.6325,0.94853
856.1146,1.025623
856.5967,1.049682
857.0789,1.011564
857.561,1.010771
858.0431,1.061125
858.5252,1.107433
859.0073,1.102956
859.4894,1.065764
859.9716,1.053048
860.4537,1.063626
860.9358,1.09586
861.4179,1.204175
861.9,1.287813
862.3821,1.244676
862.8643,1.081289
863.3464,1.003622
863.8285,1.099478
864.3106,1.139938
864.7927,1.00685
865.2748,0.767076
865.757,0.72252
866.2391,0.852162
866.7212,0.988624
867.2033,1.071967
867.6854,1.094503
868.1675,0.985306
868.6497,0.804452
869.1318,0.728198
869.6139,0.975163
870.096,1.1381
870.5781,1.079166
871.0602,0.8871
871.5424,0.776345
872.0245,0.752749
872.5066,0.758568
872.9887,0.792631
873.4708,0.537749
873.9529,0.892847
874.4351,1.088347
874.9172,1.135705
875.3993,0.592954
875.8814,0.812703
876.3635,0.727418
876.8456,0.629468
877.3278,0.956851
877.8099,0.50049
878.292,0.821038
878.7741,0.830891
879.2562,0.982533
879.7383,0.826783
880.2205,0.76648
880.7026,1.013817
881.1847,1.090386
881.6668,0.899406
882.1489,1.06032
882.631,0.593142
883.1132,0.678092
883.5953,1.00114
884.0774,0.828221
884.5595,1.000577
885.0416,1.044071
885.5237,0.491129
886.0059,0.965418
886.488,0.994186
886.9701,0.565682
887.4522,1.004144
887.9343,0.638419
888.4164,0.559683
888.8986,0.696924
889.3807,0.609006
889.8628,0.876068
890.3449,0.801131
890.827,0.695646
891.3091,0.723563
891.7913,0.822431
892.2734,0.883934
892.7555,0.852083
893.2376,0.796492
893.7197,0.73757
894.2018,0.684456
894.684,0.624299
895.1661,0.574794
895.6482,0.585823
896.1303,0.809966
896.6124,0.93066
897.0945,0.828069
897.5767,0.611807
898.0588,0.499344
898.5409,0.49261
899.023,0.497178
899.5051,0.497768
899.9872,0.483564
900.4694,0.42357
900.9515,0.343899
901.4336,0.288118
901.9157,0.280919
902.3978,0.274301
902.8799,0.247653
903.3621,0.222155
903.8442,0.220964
904.3263,0.259484
904.8084,0.25365
905.2905,0.183886
905.7726,0.144049
906.2548,0.306517
906.7369,0.522271
907.219,0.507446
907.7011,0.227544
908.1832,0.018162001
908.6653,0.090034001
909.1475,0.090935998
909.6296,0.079506002
910.1117,0.056745999
910.5938,0.027274
911.0759,0.194367
911.558,0.303791
912.0402,0.222829
912.5223,0.060982
913.0044,0.059144001
913.4865,0.177328
913.9686,0.26965
914.4507,0.258792
914.9329,0.215389
915.415,0.150616
915.8971,0.076940998
916.3792,0.019185999
916.8613,0.027253
917.3434,0.030291
917.8256,0.035112001
918.3077,0.118172
918.7898,0.16053
919.2719,0.167364
919.754,0.129973
920.2361,0.010474
920.7183,0.06797
921.2004,0.017659999
921.6825,0.133265
922.1646,0.127029
922.6467,0.091729999
923.1288,0.124173
923.611,0.074321002
924.0931,0.286338
924.5752,0.298425
925.0573,0.190499
925.5394,0.122016
926.0215,0.104936
926.5037,0.106872
926.9858,0.078337997
927.4679,0.090632997
927.95,0.248206
928.4321,0.528996
928.9142,0.593436
929.3964,0.387309
929.8785,0.16181
930.3606,0.00042
930.8427,0.088873997
931.3248,0.036653999
931.8069,0.111869
932.2891,0.207808
932.7712,0.129243
933.2533,0.044307001
933.7354,0.021318
934.2175,0.039071001
934.6996,0.050294001
935.1818,0.042677
935.6639,0.083809003
936.146,0.202702
936.6281,0.315937
937.1102,0.270287
937.5923,0.143988
938.0745,0.128597
938.5566,0.290901
939.0387,0.400987
939.5208,0.287989
940.0029,0.121412
940.485,0.027448
940.9672,0.017569
941.4493,0.0085899998
941.9314,0.060612001
942.4135,0.082961001
942.8956,0.011911
943.3777,0.104666
943.8599,0.17267
944.342,0.198349
944.8241,0.222378
945.3062,0.282472
945.7883,0.324556
946.2704,0.305808
946.7526,0.25534
947.2347,0.266143
947.7168,0.357576
948.1989,0.376171
948.681,0.262715
949.1631,0.105436
949.6453,0.013102
950.1274,0.026102999
950.6095,0.030401999
951.0916,0.0064920001
951.5737,0.051346999
952.0558,0.140617
952.538,0.197395
953.0201,0.127078
953.5022,0.109405
953.9843,0.137946
954.4664,0.066416003
954.9485,0.285731
955.4307,0.344512
955.9128,0.310163
956.3949,0.235765
956.877,0.13455
957.3591,0.094981998
957.8412,0.245401
958.3234,0.344554
958.8055,0.284897
959.2876,0.127157
959.7697,0.138126
960.2518,0.31249
960.7339,0.376179
961.2161,0.160836
961.6982,0.080045998
962.1803,0.050423
962.6624,0.128874
963.1445,0.268441
963.6266,0.305574
964.1088,0.318245
964.5909,0.303798
965.073,0.277167
965.5551,0.250424
966.0372,0.222963
966.5193,0.191058
967.0015,0.158316
967.4836,0.157192
967.9657,0.250262
968.4478,0.359327
968.9299,0.425684
969.412,0.442345
969.8942,0.402971
970.3763,0.273492
970.8584,0.162372
971.3405,0.112059
971.8226,0.102479
972.3047,0.072067
972.7869,0.031177999
973.269,0.024643
973.7511,0.117487
974.2332,0.181299
974.7153,0.064129002
975.1974,0.089628004
975.6796,0.056632999
976.1617,0.288455
976.6438,0.46053
977.1259,0.410307
977.608,0.276606
978.0901,0.179044
978.5723,0.106096
979.0544,0.051568002
979.5365,0.010852
980.0186,0.029367
980.5007,0.148528
980.9828,0.199475
981.465,0.061491001
981.9471,0.21753
982.4291,0.376659
982.9113,0.410909
983.3934,0.369459
983.8755,0.229866
984.3576,0.087254003
984.8397,0.072907999
985.3218,0.146242
985.804,0.234043
986.2861,0.395559
986.7682,0.438072
987.2503,0.253664
987.7324,0.042555001
988.2145,0.041683
988.6967,0.231715
989.1788,0.320032
989.6609,0.286191
990.143,0.209434
990.6251,0.112359
991.1072,0.032889999
991.5894,0.013539
992.0715,0.055054002
992.5536,0.088074997
993.0357,0.101302
993.5178,0.116074
993.9999,0.125257
994.4821,0.154764
994.9642,0.328861
995.4463,0.584413
995.9284,0.69782
996.4105,0.498534
996.8926,0.314648
997.3748,0.339287
997.8569,0.459067
998.339,0.553466
998.8211,0.639197
999.3032,0.615139
999.7853,0.459707
1000.267,0.294417
1000.75,0.234661
1001.232,0.23337
1001.714,0.211943
1002.196,0.173614
1002.678,0.17405
1003.16,0.311203
1003.642,0.398274
1004.124,0.366179
1004.607,0.253573
1005.089,0.138102
1005.571,0.024673
1006.053,0.036378998
1006.535,0.247262
1007.017,0.462812
1007.499,0.473029
1007.981,0.395087
1008.463,0.376616
1008.946,0.497088
1009.428,0.537617
1009.91,0.464466
1010.392,0.375721
1010.874,0.326539
1011.356,0.30924
1011.838,0.381992
1012.32,0.529033
1012.802,0.586338
1013.285,0.345044
1013.767,0.121397
1014.249,0.096832
1014.731,0.194089
1015.213,0.253838
1015.695,0.270083
1016.177,0.293927
1016.659,0.338401
1017.142,0.374242
1017.624,0.345214
1018.106,0.295859
1018.588,0.29298
1019.07,0.355536
1019.552,0.401765
1020.034,0.43987
1020.516,0.447238
1020.998,0.378599
1021.481,0.264892
1021.963,0.302824
1022.445,0.470671
1022.927,0.618928
1023.409,0.686101
1023.891,0.694772
1024.373,0.602599
1024.855,0.479187
1025.338,0.462387
1025.82,0.643707
1026.302,0.663966
1026.784,0.461298
1027.266,0.233552
1027.748,0.208081
1028.23,0.296124
1028.712,0.33577
1029.194,0.314895
1029.677,0.284575
1030.159,0.243937
1030.641,0.221828
1031.123,0.224807
1031.605,0.254209
1032.087,0.33318
1032.569,0.45757
1033.051,0.520627
1033.534,0.48536
1034.016,0.434767
1034.498,0.428976
1034.98,0.448757
1035.462,0.471139
1035.944,0.488738
1036.426,0.526695
1036.908,0.597166
1037.391,0.654263
1037.873,0.648888
1038.355,0.602293
1038.837,0.600693
1039.319,0.640368
1039.801,0.64654
1040.283,0.533892
1040.765,0.434276
1041.247,0.358445
1041.729,0.338449
1042.212,0.494224
1042.694,0.830888
1043.176,0.878983
1043.658,0.533511
1044.14,0.193115
1044.622,0.276349
1045.104,0.499846
1045.586,0.589749
1046.069,0.508636
1046.551,0.431426
1047.033,0.345644
1047.515,0.317061
1047.997,0.39155
1048.479,0.515327
1048.961,0.581337
1049.443,0.599989
1049.926,0.593998
1050.408,0.538406
1050.89,0.517597
1051.372,0.637376
1051.854,0.742554
1052.336,0.680058
1052.818,0.434592
1053.3,0.338445
1053.782,0.395554
1054.265,0.456119
1054.747,0.379958
1055.229,0.290178
1055.711,0.297541
1056.193,0.38095
1056.675,0.456022
1057.157,0.54284
1057.639,0.553397
1058.121,0.450207
1058.604,0.312241
1059.086,0.234097
1059.568,0.216034
1060.05,0.282835
1060.532,0.449986
1061.014,0.55916
1061.496,0.551373
1061.978,0.456733
1062.461,0.234533
1062.943,0.055697002
1063.425,0.087511003
1063.907,0.10997
1064.389,0.238521
1064.871,0.113372
1065.353,0.011306
1065.835,0.235848
1066.318,0.560905
1066.8,0.679964
1067.282,0.487201
1067.764,0.415666
1068.246,0.487696
1068.728,0.577911
1069.21,0.618333
1069.692,0.60036
1070.174,0.463546
1070.656,0.24799
1071.139,0.106
1071.621,0.141809
1072.103,0.186604
1072.585,0.214317
1073.067,0.236089
1073.549,0.276501
1074.031,0.327054
1074.513,0.350139
1074.996,0.339499
1075.478,0.322255
1075.96,0.292694
1076.442,0.283868
1076.924,0.34008
1077.406,0.441659
1077.888,0.449592
1078.37,0.356754
1078.853,0.32062
1079.335,0.433948
1079.817,0.535224
1080.299,0.380694
1080.781,0.131646
1081.263,0.012384
1081.745,0.128348
1082.227,0.198127
1082.709,0.206205
1083.192,0.204658
1083.674,0.240145
1084.156,0.285963
1084.638,0.257655
1085.12,0.182281
1085.602,0.135548
1086.084,0.179899
1086.566,0.208608
1087.048,0.167208
1087.531,0.130453
1088.013,0.231631
1088.495,0.445359
1088.977,0.425411
1089.459,0.149319
1089.941,0.081501998
1090.423,0.0041609998
1090.905,0.144643
1091.387,0.222919
1091.87,0.239357
1092.352,0.249786
1092.834,0.252816
1093.316,0.26131
1093.798,0.283692
1094.28,0.292453
1094.762,0.225513
1095.244,0.141754
1095.727,0.122814
1096.209,0.195786
1096.691,0.235406
1097.173,0.209692
1097.655,0.207723
1098.137,0.290415
1098.619,0.402852
1099.101,0.403784
1099.583,0.328937
1100.066,0.268337
1100.548,0.254569
1101.03,0.256724
1101.512,0.285092
1101.994,0.307561
1102.476,0.291491
1102.958,0.242124
1103.44,0.245875
1103.922,0.300755
1104.405,0.335771
1104.887,0.255723
1105.369,0.198671
1105.851,0.284795
1106.333,0.431947
1106.815,0.478554
1107.297,0.41086
1107.779,0.324414
1108.262,0.218838
1108.744,0.171119
1109.226,0.340409
1109.708,0.53666
1110.19,0.558107
1110.672,0.405837
1111.154,0.254811
1111.636,0.092767
1112.119,0.016620999
1112.601,0.058352001
1113.083,0.13075
1113.565,0.106246
1114.047,0.026272999
1114.529,0.042552002
1115.011,0.092490003
1115.493,0.088780001
1115.975,0.0058920002
1116.458,0.105014
1116.94,0.242702
1117.422,0.382478
1117.904,0.437448
1118.386,0.426031
1118.868,0.412105
1119.35,0.421788
1119.832,0.407417
1120.314,0.337722
1120.797,0.250458
1121.279,0.167167
1121.761,0.091061004
1122.243,0.051002
1122.725,0.046546001
1123.207,0.071327999
1123.689,0.162817
1124.171,0.23924
1124.654,0.206957
1125.136,0.139555
1125.618,0.188122
1126.1,0.406486
1126.582,0.43338
1127.064,0.226103
1127.546,0.023827
1128.028,0.063776001
1128.51,0.190277
1128.993,0.250159
1129.475,0.248289
1129.957,0.261806
1130.439,0.312646
1130.921,0.324254
1131.403,0.263143
1131.885,0.221605
1132.367,0.404992
1132.849,0.647067
1133.332,0.647392
1133.814,0.366095
1134.296,0.193914
1134.778,0.282875
1135.26,0.369319
1135.742,0.371929
1136.224,0.329349
1136.706,0.32343
1137.189,0.33985
1137.671,0.338344
1138.153,0.303637
1138.635,0.275303
1139.117,0.262465
1139.599,0.269749
1140.081,0.323658
1140.563,0.396435
1141.046,0.330519
1141.528,0.153404
1142.01,0.000512
1142.492,0.073610999
1142.974,0.100323
1143.456,0.103851
1143.938,0.053266998
1144.42,0.109484
1144.902,0.396562
1145.385,0.459191
1145.867,0.306859
1146.349,0.138795
1146.831,0.055208001
1147.313,0.022577999
1147.795,0.053543001
1148.277,0.109253
1148.759,0.104824
1149.241,0.011498
1149.724,0.027594
1150.206,0.171708
1150.688,0.306704
1151.17,0.286717
1151.652,0.229517
1152.134,0.271966
1152.616,0.373425
1153.098,0.352987
1153.581,0.13184
1154.063,0.050395999
1154.545,0.181533
1155.027,0.351782
1155.509,0.348331
1155.991,0.253215
1156.473,0.151938
1156.955,0.060291
1157.438,0.104682
1157.92,0.407883
1158.402,0.551168
1158.884,0.398307
1159.366,0.133474
1159.848,0.027276
1160.33,0.0832
1160.812,0.013707
1161.294,0.296346
1161.776,0.436512
1162.259,0.260675
1162.741,0.142718
1163.223,0.239938
1163.705,0.442499
1164.187,0.527899
1164.669,0.5189
1165.151,0.448354
1165.633,0.273272
1166.116,0.226959
1166.598,0.479566
1167.08,0.732838
1167.562,0.874046
1168.044,0.889715
1168.526,0.636298
1169.008,0.204235
1169.49,0.084536001
1169.973,0.052097
1170.455,0.015263
1170.937,0.0039880001
1171.419,0.0047499998
1171.901,0.152557
1172.383,0.407259
1172.865,0.529891
1173.347,0.533409
1173.829,0.490442
1174.312,0.413165
1174.794,0.315136
1175.276,0.160997
1175.758,0.018741
1176.24,0.047672
1176.722,0.038895998
1177.204,0.027938001
1177.686,0.146002
1178.168,0.24627
1178.651,0.239945
1179.133,0.253292
1179.615,0.416007
1180.097,0.604343
1180.579,0.619246
1181.061,0.457685
1181.543,0.362762
1182.025,0.350961
1182.508,0.343565
1182.99,0.250468
1183.472,0.174978
1183.954,0.21137
1184.436,0.309401
1184.918,0.358953
1185.4,0.357745
1185.882,0.34192
1186.365,0.315439
1186.847,0.282172
1187.329,0.224428
1187.811,0.178999
1188.293,0.173512
1188.775,0.206332
1189.257,0.292387
1189.739,0.443361
1190.221,0.471673
1190.703,0.321693
1191.186,0.152147
1191.668,0.099288002
1192.15,0.106976
1192.632,0.137865
1193.114,0.186743
1193.596,0.238603
1194.078,0.293231
1194.56,0.354939
1195.043,0.428293
1195.525,0.494329
1196.007,0.539369
1196.489,0.563025
1196.971,0.55906
1197.453,0.527935
1197.935,0.518547
1198.417,0.541975
1198.9,0.473127
1199.382,0.219432
1199.864,0.021833999
1200.346,0.015167
1200.828,0.100072
1201.31,0.16188
1201.792,0.152322
1202.274,0.166216
1202.756,0.198027
1203.239,0.266685
1203.721,0.414342
1204.203,0.542414
1204.685,0.507958
1205.167,0.404635
1205.649,0.361373
1206.131,0.408928
1206.613,0.416601
1207.095,0.376972
1207.578,0.360727
1208.06,0.441418
1208.542,0.516809
1209.024,0.422934
1209.506,0.269936
1209.988,0.257591
1210.47,0.477889
1210.952,0.481874
1211.435,0.242414
1211.917,0.0071769999
1212.399,0.106712
1212.881,0.103511
1213.363,0.124711
1213.845,0.430012
1214.327,0.527882
1214.809,0.32776
1215.292,0.18333
1215.774,0.095340997
1216.256,0.088917002
1216.738,0.291341
1217.22,0.48648
1217.702,0.417453
1218.184,0.194602
1218.666,0.064824998
1219.148,0.046914998
1219.63,0.073445
1220.113,0.144824
1220.595,0.232101
1221.077,0.371581
1221.559,0.462975
1222.041,0.350749
1222.523,0.132821
1223.005,0.057438001
1223.487,0.167171
1223.97,0.239233
1224.452,0.256338
1224.934,0.265882
1225.416,0.335438
1225.898,0.387827
1226.38,0.330091
1226.862,0.205558
1227.344,0.130454
1227.827,0.119331
1228.309,0.161698
1228.791,0.256667
1229.273,0.326498
1229.755,0.263453
1230.237,0.188666
1230.719,0.200364
1231.201,0.28274
1231.683,0.387645
1232.166,0.520914
1232.648,0.507542
1233.13,0.319469
1233.612,0.138207
1234.094,0.103548
1234.576,0.137639
1235.058,0.230844
1235.54,0.335657
1236.022,0.330993
1236.505,0.213788
1236.987,0.165551
1237.469,0.212858
1237.951,0.274169
1238.433,0.286928
1238.915,0.292831
1239.397,0.318374
1239.879,0.357037
1240.362,0.404191
1240.844,0.456951
1241.326,0.4663
1241.808,0.422732
1242.29,0.376409
1242.772,0.343232
1243.254,0.339921
1243.736,0.396503
1244.219,0.474566
1244.701,0.465657
1245.183,0.388449
1245.665,0.393008
1246.147,0.513373
1246.629,0.562943
1247.111,0.303868
1247.593,0.10599
1248.075,0.157079
1248.557,0.344095
1249.04,0.401614
1249.522,0.359365
1250.004,0.318902
1250.486,0.295168
1250.968,0.3053
1251.45,0.398122
1251.932,0.47566
1252.414,0.497494
1252.897,0.487581
1253.379,0.545042
1253.861,0.624563
1254.343,0.557962
1254.825,0.305275
1255.307,0.138684
1255.789,0.21844
1256.271,0.28985
1256.754,0.277124
1257.236,0.22036
1257.718,0.174811
1258.2,0.147332
1258.682,0.155277
1259.164,0.188833
1259.646,0.23944
1260.128,0.352934
1260.61,0.378962
1261.093,0.249197
1261.575,0.073394999
1262.057,0.021515001
1262.539,0.042008001
1263.021,0.046964999
1263.503,0.260274
1263.985,0.322248
1264.467,0.167012
1264.949,0.057096001
1265.432,0.078766003
1265.914,0.141284
1266.396,0.120062
1266.878,0.079645
1267.36,0.117062
1267.842,0.239908
1268.324,0.255195
1268.806,0.144026
1269.289,0.082170002
1269.771,0.127046
1270.253,0.208363
1270.735,0.295578
1271.217,0.358828
1271.699,0.362476
1272.181,0.314684
1272.663,0.231732
1273.146,0.115799
1273.628,0.062533997
1274.11,0.104781
1274.592,0.179754
1275.074,0.296001
1275.556,0.371189
1276.038,0.330048
1276.52,0.215523
1277.002,0.190361
1277.484,0.244698
1277.967,0.324989
1278.449,0.432597
1278.931,0.477516
1279.413,0.314047
1279.895,0.192947
1280.377,0.244624
1280.859,0.39614
1281.341,0.470594
1281.823,0.487821
1282.306,0.52
1282.788,0.593285
1283.27,0.58855
1283.752,0.411222
1284.234,0.224126
1284.716,0.096234001
1285.198,0.031578999
1285.68,0.096220002
1286.163,0.2316
1286.645,0.346693
1287.127,0.433242
1287.609,0.387867
1288.091,0.140821
1288.573,0.034804001
1289.055,0.056921002
1289.537,0.02476
1290.02,0.227205
1290.502,0.440928
1290.984,0.520713
1291.466,0.450147
1291.948,0.375188
1292.43,0.286797
1292.912,0.276495
1293.394,0.389235
1293.876,0.486677
1294.359,0.387475
1294.841,0.256354
1295.323,0.269533
1295.805,0.374842
1296.287,0.354941
1296.769,0.218325
1297.251,0.145406
1297.733,0.193823
1298.215,0.258292
1298.698,0.128777
1299.18,0.044353999
1299.662,0.159388
1300.144,0.365832
1300.626,0.39493
1301.108,0.293303
1301.59,0.238013
1302.072,0.265322
1302.555,0.257689
1303.037,0.121559
1303.519,0.021050001
1304.001,0.002692
1304.483,0.033555999
1304.965,0.026249999
1305.447,0.0
1500.0,0.0
