WavwNum_Pimelite,value_Pimelite
100.0,0.0
119.7619,0.95314973
123.09524,0.82019626
126.42857,0.57993036
129.7619,0.46153846
133.09524,0.31180753
136.19048,0.22950301
139.52381,0.17252295
142.85714,0.093067426
146.19048,0.062361507
149.52381,0.037986705
152.85714,0.017727129
156.19048,0.010446344
159.28571,0.00031655587
162.61905,-0.00031655587
165.95238,0.0
169.28571,0.013611903
172.61905,0.039569484
175.95238,0.089585312
179.28571,0.24849636
182.61905,0.37575182
185.71429,0.44539411
189.04762,0.42956632
192.38095,0.33808167
195.71429,0.21114277
199.04762,0.11712567
202.38095,0.05444761
205.71429,0.02532447
208.80952,0.011079456
212.14286,0.0022158911
218.80952,-0.00031655587
222.14286,-0.00031655587
225.47619,0.0012662235
228.80952,0.014245014
231.90476,0.01456157
235.2381,0.009813232
238.57143,0.0075973409
241.90476,0.0037986705
245.2381,-0.00031655587
248.57143,-0.00031655587
251.90476,0.0063311174
255.0,0.0063311174
258.33333,0.0
261.66667,0.0
265.0,0.0022158911
268.33333,-0.00031655587
271.66667,-0.00031655587
275.0,-0.00031655587
278.09524,0.00031655587
281.42857,0.0
284.7619,0.0015827794
288.09524,0.016777461
291.42857,0.016460905
294.7619,0.014245014
298.09524,0.014878126
301.19048,0.012662235
304.52381,0.010446344
307.85714,0.0047483381
311.19048,0.0063311174
314.52381,0.0056980057
317.85714,0.011396011
321.19048,0.012978791
324.28571,0.0072807851
327.61905,0.0072807851
330.95238,0.015511238
334.28571,0.014245014
337.61905,0.015194682
340.95238,0.019309908
344.28571,0.01994302
347.61905,0.01994302
350.71429,0.025957582
354.04762,0.042418487
357.38095,0.04368471
360.71429,0.06900918
364.04762,0.070275404
367.38095,0.057613169
370.71429,0.060462172
373.80952,0.062678063
377.14286,0.071541627
380.47619,0.088319088
383.80952,0.097499209
387.14286,0.0997151
390.47619,0.084836974
393.80952,0.08357075
396.90476,0.04526749
400.2381,0.037670149
403.57143,0.032605255
406.90476,0.024691358
410.2381,0.024691358
413.57143,0.027540361
416.90476,0.028490028
420.0,0.02912314
423.33333,0.029439696
426.66667,0.026274137
430.0,0.028490028
433.33333,0.031339031
436.66667,0.031022475
440.0,0.021209243
443.09524,0.01994302
446.42857,0.022475467
449.7619,0.022475467
453.09524,0.022792023
456.42857,0.022792023
459.7619,0.021842355
463.09524,0.027540361
466.19048,0.03070592
469.52381,0.035454258
472.85714,0.021209243
476.19048,0.016777461
479.52381,0.0022158911
486.19048,0.0
489.28571,0.0028490028
492.61905,0.0082304527
495.95238,0.0069642292
499.28571,0.0034821146
502.61905,0.012345679
505.95238,0.011712567
509.28571,0.0
512.61905,0.0
515.71429,0.0
519.04762,0.00094966762
522.38095,0.0085470085
525.71429,0.0085470085
529.04762,-0.00031655587
532.38095,0.00063311174
535.71429,0.00094966762
538.80952,0.0015827794
542.14286,0.002532447
545.47619,-0.00031655587
548.80952,0.00094966762
552.14286,0.0088635644
555.47619,0.011396011
558.80952,0.0091801203
561.90476,0.0091801203
565.2381,0.014245014
568.57143,0.0082304527
571.90476,0.0066476733
575.2381,0.0063311174
578.57143,0.0034821146
581.90476,-0.00031655587
585.0,-0.00031655587
588.33333,0.00031655587
591.66667,0.00031655587
595.0,-0.00031655587
598.33333,0.002532447
601.66667,0.0044317822
605.0,0.0022158911
608.09524,0.0022158911
611.42857,0.0012662235
614.7619,0.0022158911
618.09524,0.0037986705
621.42857,0.002532447
624.7619,0.0028490028
628.09524,0.0034821146
631.19048,0.016460905
634.52381,0.048433048
637.85714,0.084520418
641.19048,0.10636277
644.52381,0.097815764
647.85714,0.066476733
651.19048,0.065527066
654.28571,0.075023742
657.61905,0.076606521
660.95238,0.13137069
664.28571,0.18043685
667.61905,0.24944603
670.95238,0.31908832
674.28571,0.36688826
677.61905,0.37796771
680.71429,0.33839823
684.04762,0.21177588
687.38095,0.20829376
690.71429,0.12883824
694.04762,0.12630579
697.38095,0.085470085
700.71429,0.06521051
703.80952,0.054764166
707.14286,0.052548275
710.47619,0.030389364
713.80952,0.009813232
717.14286,0.0
720.47619,0.0015827794
723.80952,0.0031655587
726.90476,0.012345679
730.2381,0.013295347
733.57143,0.03070592
736.90476,0.028806584
740.2381,0.017410573
743.57143,0.0079138968
746.90476,0.0012662235
750.0,0.0031655587
753.33333,0.0015827794
756.66667,0.002532447
760.0,0.0069642292
763.33333,0.0079138968
766.66667,0.0063311174
770.0,0.0034821146
773.09524,0.005064894
776.42857,0.012978791
779.7619,0.017410573
783.09524,0.0066476733
786.42857,0.00094966762
789.7619,0.0
793.09524,0.0037986705
796.19048,0.011712567
799.52381,0.022475467
802.85714,0.045584046
806.19048,0.061095283
809.52381,0.071541627
812.85714,0.07977208
816.19048,0.082621083
819.28571,0.086736309
822.61905,0.095283318
825.95238,0.092117759
829.28571,0.088319088
832.61905,0.07977208
835.95238,0.07977208
839.28571,0.064893954
842.38095,0.063944286
845.71429,0.037037037
849.04762,0.024374802
852.38095,0.022792023
855.71429,0.0091801203
859.04762,0.010129788
862.38095,0.0044317822
865.71429,0.0047483381
868.80952,0.0072807851
872.14286,0.0066476733
875.47619,0.00063311174
878.80952,0.00094966762
882.14286,0.0085470085
885.47619,0.011396011
888.80952,0.015511238
891.90476,0.014245014
895.2381,0.011712567
898.57143,-0.00031655587
901.90476,-0.0012662235
905.2381,0.0
911.90476,0.0075973409
915.0,0.010129788
918.33333,0.015194682
921.66667,0.012029123
925.0,0.0060145616
928.33333,0.0053814498
931.66667,0.012029123
935.0,0.01456157
938.09524,0.015827794
941.42857,0.002532447
944.7619,0.0018993352
948.09524,0.002532447
951.42857,0.0037986705
954.7619,0.002532447
958.09524,0.002532447
961.19048,0.00031655587
964.52381,0.00094966762
967.85714,0.0034821146
971.19048,0.0015827794
974.52381,0.0022158911
977.85714,0.0079138968
981.19048,0.010446344
984.28571,0.0037986705
987.61905,0.0034821146
990.95238,-0.00031655587
994.28571,0.0
997.61905,0.0091801203
1000.9524,0.014878126
1004.2857,0.020892688
1007.619,0.025007914
1010.7143,0.027540361
1014.0476,0.022792023
1017.381,0.022792023
1020.7143,0.015827794
1024.0476,0.016460905
1027.381,0.026907249
1030.7143,0.035770814
1033.8095,0.049699272
1037.1429,0.061095283
1040.4762,0.070591959
1043.8095,0.072174739
1047.1429,0.064893954
1050.4762,0.052548275
1053.8095,0.051282051
1056.9048,0.03988604
1060.2381,0.037037037
1063.5714,0.03070592
1066.9048,0.033871478
1070.2381,0.027223805
1073.5714,0.030389364
1076.9048,0.027540361
1080.0,0.020892688
1083.3333,0.011712567
1086.6667,0.0047483381
1090.0,0.0
1093.3333,0.0
1096.6667,0.0
1100.0,0.0
1103.0952,0.013928458
1106.4286,0.035770814
1109.7619,0.055713833
1113.0952,0.065843621
1116.4286,0.05444761
1119.7619,0.031339031
1123.0952,0.011396011
1126.1905,-0.00031655587
1129.5238,-0.00031655587
1132.8571,-0.00031655587
1136.1905,0.0
1149.2857,0.0
1162.619,0.0
1165.9524,0.0
1169.2857,0.0
1172.619,0.0066476733
1175.7143,0.015827794
1179.0476,0.028806584
1182.381,0.052548275
1185.7143,0.066793289
1189.0476,0.058562836
1192.381,0.047483381
1195.7143,0.033554922
1198.8095,0.0091801203
1202.1429,0.0066476733
1205.4762,0.014245014
1208.8095,0.01456157
1212.1429,0.021842355
1215.4762,0.028490028
1218.8095,0.026274137
1221.9048,0.028806584
1225.2381,0.02912314
1228.5714,0.032605255
1231.9048,0.030389364
1235.2381,0.02374169
1238.5714,0.023425135
1241.9048,0.018993352
1245.0,0.016144349
1248.3333,0.0091801203
1251.6667,0.0107629
1255.0,0.017727129
1258.3333,0.015511238
1261.6667,0.0088635644
1265.0,-0.00031655587
1268.0952,0.0
1271.4286,0.0015827794
1274.7619,0.0015827794
1278.0952,0.002532447
1281.4286,0.0053814498
1284.7619,0.01994302
1288.0952,0.022792023
1291.1905,0.030072808
1294.5238,0.036720481
1297.8571,0.051598607
1500.0,0.0
