WavwNum_Quartz,value_Quartz
701.8373,11.54624
702.3195,10.06171
702.8016,9.455345
703.2837,9.939644
703.7658,10.22247
704.2479,9.169243
704.73,7.715286
705.2122,6.768532
705.6943,7.108307
706.1764,6.908974
706.6585,5.466766
707.1406,3.82637
707.6227,3.323891
708.1049,4.313553
708.587,5.018196
709.0691,5.161087
709.5512,4.917969
710.0333,4.437851
710.5154,3.778198
710.9976,3.369057
711.4797,3.43322
711.9618,3.699188
712.4439,4.078796
712.926,4.440369
713.4081,4.477341
713.8903,3.460075
714.3724,2.704552
714.8545,3.064125
715.3366,4.27034
715.8187,4.551201
716.3008,3.413712
716.783,2.1548
717.2651,0.985725
717.7472,0.008781
718.2293,0.468674
718.7114,2.476601
719.1935,4.119377
719.6757,3.74015
720.1578,2.294624
720.6399,1.536331
721.122,1.505096
721.6041,1.757782
722.0862,2.370758
722.5684,2.869064
723.0505,2.881409
723.5326,2.213356
724.0147,1.67984
724.4968,1.311577
724.9789,1.177284
725.4611,1.468269
725.9432,2.523369
726.4253,2.425217
726.9074,0.762238
727.3895,0.906212
727.8716,0.443596
728.3538,1.516602
728.8359,2.355682
729.318,1.46096
729.8001,0.279366
730.2822,0.106735
730.7643,0.461205
731.2465,0.689606
731.7286,0.389618
732.2107,0.28212
732.6928,0.936447
733.1749,1.7659
733.657,1.819717
734.1392,0.492439
734.6213,0.203354
735.1034,0.249786
735.5855,1.18882
736.0676,1.075012
736.5497,0.00070199999
737.0319,0.568634
737.514,0.097815998
737.9961,1.175972
738.4782,1.658913
738.9603,1.681633
739.4424,1.590805
739.9246,1.462921
740.4067,1.337677
740.8888,1.284096
741.3709,1.264053
741.853,1.084457
742.3351,0.581535
742.8173,0.160881
743.2994,0.073317997
743.7815,0.134911
744.2636,0.054832
744.7457,0.179337
745.2278,0.380112
745.71,0.38903
746.1921,0.308472
746.6742,0.264923
747.1563,0.281296
747.6384,0.508224
748.1205,1.708984
748.6027,2.614777
749.0848,1.928299
749.5669,0.496048
750.049,1.768478
750.5311,0.452682
751.0132,0.860756
751.4954,0.851097
751.9775,0.629036
752.4596,1.223221
752.9417,0.800056
753.4238,0.163872
753.9059,0.137802
754.3881,0.159134
754.8702,0.047759999
755.3523,0.483192
755.8344,0.790939
756.3165,0.738716
756.7986,0.416771
757.2808,0.200516
757.7629,1.317955
758.245,1.983627
758.7271,1.670082
759.2092,1.167992
759.6913,1.062622
760.1735,1.545692
760.6556,1.558624
761.1377,0.961868
761.6198,0.253922
762.1019,0.084220998
762.584,0.085395999
763.0662,0.23188
763.5483,0.926498
764.0304,1.592834
764.5125,1.910675
764.9946,1.988144
765.4767,1.946373
765.9589,1.829834
766.441,1.558037
766.9231,0.603767
767.4052,0.191772
767.8873,0.268509
768.3694,2.523048
768.8516,3.835999
769.3337,3.746849
769.8158,3.0243
770.2979,2.774719
770.78,2.855873
771.2621,2.697189
771.7443,1.993439
772.2264,1.395126
772.7085,1.684998
773.1906,2.372902
773.6727,2.727608
774.1548,1.873238
774.637,1.506287
775.1191,2.224625
775.6012,3.426598
776.0833,4.210258
776.5654,4.478119
777.0475,4.760254
777.5297,5.223946
778.0118,5.636284
778.4939,5.44854
778.976,4.818153
779.4581,4.31897
779.9402,4.083443
780.4224,4.169395
780.9045,4.852394
781.3866,5.85421
781.8687,6.648483
782.3508,6.921417
782.8329,7.173706
783.3151,7.528717
783.7972,7.911057
784.2793,8.144646
784.7614,8.200432
785.2435,8.16259
785.7256,8.103737
786.2077,8.163589
786.6898,8.483978
787.1719,9.102951
787.6541,10.1271
788.1362,12.34503
788.6183,14.29626
789.1004,14.28555
789.5825,13.24033
790.0646,13.48609
790.5468,17.07557
791.0289,20.14802
791.511,21.73012
791.9931,22.3289
792.4752,23.35255
792.9573,24.86648
793.4395,26.65078
793.9216,28.70629
794.4037,30.9402
794.8858,33.27522
795.3679,35.71255
795.85,37.86998
796.3322,39.00423
796.8143,40.40121
797.2964,43.14243
797.7785,46.8045
798.2606,49.73538
798.7427,51.04353
799.2249,52.70369
799.707,55.0669
800.1891,58.12985
800.6712,62.14908
801.1533,67.11613
801.6354,72.05549
802.1176,75.97167
802.5997,80.21697
803.0818,87.52205
803.5639,96.93288
804.046,105.5412
804.5281,110.7324
805.0103,116.1382
805.4924,124.4288
805.9745,134.4909
806.4566,141.4948
806.9387,144.3203
807.4208,146.352
807.903,149.0446
808.3851,151.401
808.8672,149.5659
809.3493,143.7476
809.8314,136.0506
810.3135,127.0756
810.7957,117.2108
811.2778,106.1887
811.7599,94.51722
812.242,83.68886
812.7241,73.79431
813.2062,65.30852
813.6884,58.84639
814.1705,53.86515
814.6526,48.73903
815.1347,43.23608
815.6168,38.37837
816.0989,34.51324
816.5811,31.39883
817.0632,28.53903
817.5453,25.95184
818.0274,23.76047
818.5095,22.1563
818.9916,20.83954
819.4738,19.59786
819.9559,18.48561
820.438,17.69012
820.9201,17.9529
821.4022,17.57371
821.8843,15.97905
822.3665,13.7249
822.8486,12.34921
823.3307,11.88935
823.8128,11.38064
824.2949,10.35078
824.777,9.33522
825.2592,9.440727
825.7413,10.17967
826.2234,10.3372
826.7055,8.735008
827.1876,7.198288
827.6697,6.268257
828.1519,5.926651
828.634,6.080063
829.1161,7.040169
829.5982,7.768143
830.0803,8.115089
830.5624,8.082283
831.0446,7.366104
831.5267,6.169937
832.0088,5.583641
832.4909,6.262283
832.973,7.126968
833.4551,7.187027
833.9373,6.784233
834.4194,6.470146
834.9015,6.364807
835.3836,6.40995
835.8657,6.750381
836.3478,7.120377
836.83,6.953598
837.3121,6.13063
837.7942,6.093994
838.2763,7.330757
838.7584,8.713997
839.2405,8.492218
839.7227,7.306442
840.2048,6.442009
840.6869,6.264893
841.169,6.427773
841.6511,7.063705
842.1332,7.805573
842.6154,8.213547
843.0975,8.23423
843.5796,7.961533
844.0617,7.231133
844.5438,6.522064
845.0259,6.618553
845.5081,7.309265
845.9902,7.432358
846.4723,6.718163
846.9544,6.053528
847.4365,6.404587
847.9186,7.121552
848.4008,7.501678
848.8829,7.359055
849.365,7.039566
849.8471,6.502815
850.3292,5.903091
850.8113,5.315201
851.2935,4.721397
851.7756,4.283676
852.2577,3.988686
852.7398,4.001457
853.2219,4.985222
853.704,6.168716
854.1862,6.041512
854.6683,4.371033
855.1504,3.146263
855.6325,3.757942
856.1146,4.744614
856.5967,5.181763
857.0789,5.007393
857.561,4.780891
858.0431,4.54052
858.5252,4.134422
859.0073,3.135002
859.4894,1.891777
859.9716,1.963173
860.4537,3.212463
860.9358,4.127563
861.4179,3.46595
861.9,2.356651
862.3821,1.564079
862.8643,1.11702
863.3464,0.475601
863.8285,0.901016
864.3106,1.591492
864.7927,0.765678
865.2748,1.091682
865.757,1.635338
866.2391,0.931885
866.7212,0.044280998
867.2033,0.689835
867.6854,1.166794
868.1675,1.163429
868.6497,0.816635
869.1318,0.516594
869.6139,0.471939
870.096,0.388939
870.5781,0.152748
871.0602,0.152473
871.5424,0.282455
872.0245,0.207268
872.5066,0.27298
872.9887,0.652626
873.4708,1.058464
873.9529,0.872871
874.4351,0.399208
874.9172,0.313744
875.3993,1.147583
875.8814,1.947495
876.3635,2.610664
876.8456,2.908295
877.3278,2.433182
877.8099,0.620392
878.292,0.107384
878.7741,0.739075
879.2562,2.026726
879.7383,2.254791
880.2205,1.76564
880.7026,1.541718
881.1847,1.796486
881.6668,2.091988
882.1489,2.069191
882.631,1.994904
883.1132,2.097092
883.5953,2.394302
884.0774,2.979279
884.5595,4.143837
885.0416,5.043488
885.5237,4.771805
886.0059,3.57914
886.488,3.120148
886.9701,3.412514
887.4522,3.743462
887.9343,3.385391
888.4164,3.04567
888.8986,3.251633
889.3807,4.086304
889.8628,4.930893
890.3449,6.08371
890.827,6.646431
891.3091,5.997978
891.7913,4.490707
892.2734,4.18882
892.7555,5.035934
893.2376,5.76709
893.7197,5.489937
894.2018,4.950958
894.684,4.918808
895.1661,5.263084
895.6482,5.621292
896.1303,6.120537
896.6124,6.310959
897.0945,6.042633
897.5767,5.460274
898.0588,4.833725
898.5409,4.148743
899.023,3.561256
899.5051,3.074081
899.9872,2.834946
900.4694,2.962097
900.9515,3.305466
901.4336,3.476807
901.9157,3.130127
902.3978,3.080605
902.8799,4.094917
903.3621,5.116425
903.8442,5.092758
904.3263,3.731628
904.8084,3.152939
905.2905,3.555725
905.7726,4.091049
906.2548,3.73259
906.7369,3.038277
907.219,2.998566
907.7011,3.730309
908.1832,4.450081
908.6653,5.293457
909.1475,5.547066
909.6296,4.58551
910.1117,2.45137
910.5938,1.113747
911.0759,0.628464
911.558,0.705544
912.0402,1.446564
912.5223,2.508118
913.0044,3.266579
913.4865,3.744339
913.9686,3.98159
914.4507,3.87838
914.9329,3.667503
915.415,3.37455
915.8971,3.112778
916.3792,3.015884
916.8613,3.170845
917.3434,3.211136
917.8256,2.963974
918.3077,2.767044
918.7898,3.411087
919.2719,4.555435
919.754,5.393631
920.2361,5.699417
920.7183,5.668655
921.2004,5.178703
921.6825,4.462555
922.1646,3.735153
922.6467,2.879486
923.1288,2.753784
923.611,3.531448
924.0931,4.377892
924.5752,4.425903
925.0573,3.938316
925.5394,3.499168
926.0215,3.171867
926.5037,2.953873
926.9858,3.104355
927.4679,3.148399
927.95,2.6008
928.4321,1.545708
928.9142,1.238159
929.3964,1.925621
929.8785,2.430687
930.3606,2.197449
930.8427,1.535744
931.3248,0.972717
931.8069,0.560921
932.2891,0.472809
932.7712,1.275726
933.2533,1.872063
933.7354,1.485565
934.2175,0.680283
934.6996,0.647919
935.1818,1.785629
935.6639,2.225731
936.146,1.580605
936.6281,0.668053
937.1102,0.699501
937.5923,1.250443
938.0745,1.357353
938.5566,0.747513
939.0387,0.167465
939.5208,0.036331002
940.0029,0.019623
940.485,0.122482
940.9672,0.265373
941.4493,0.765915
941.9314,1.895638
942.4135,2.61969
942.8956,1.803635
943.3777,0.25267
943.8599,0.105713
944.342,0.550095
944.8241,0.972305
945.3062,0.222008
945.7883,1.063774
946.2704,0.058212001
946.7526,1.932861
947.2347,2.390114
947.7168,0.997955
948.1989,0.220818
948.681,0.883263
949.1631,2.041534
949.6453,2.410446
950.1274,2.261139
950.6095,2.089684
951.0916,2.067879
951.5737,1.951599
952.0558,1.377037
952.538,0.901947
953.0201,1.04348
953.5022,1.917831
953.9843,2.501144
954.4664,2.753571
954.9485,2.866417
955.4307,3.293228
955.9128,3.532112
956.3949,2.50116
956.877,0.340508
957.3591,0.878265
957.8412,0.512215
958.3234,1.857063
958.8055,2.29641
959.2876,2.046257
959.7697,1.921303
960.2518,1.921608
960.7339,1.877747
961.2161,1.716309
961.6982,1.505905
962.1803,1.170647
962.6624,0.909271
963.1445,0.977249
963.6266,1.752373
964.1088,2.338989
964.5909,2.789719
965.073,2.947159
965.5551,2.440765
966.0372,1.389656
966.5193,0.910042
967.0015,1.087257
967.4836,1.454102
967.9657,1.76355
968.4478,2.018044
968.9299,2.288879
969.412,2.566414
969.8942,2.42672
970.3763,1.541359
970.8584,0.9478
971.3405,1.215996
971.8226,1.860489
972.3047,1.270622
972.7869,0.197243
973.269,1.065857
973.7511,0.270332
974.2332,0.60907
974.7153,0.490982
975.1974,0.023331
975.6796,0.215645
976.1617,1.613319
976.6438,2.087311
977.1259,1.349831
977.608,0.342712
978.0901,0.036628999
978.5723,0.177948
979.0544,0.256882
979.5365,0.227341
980.0186,0.256233
980.5007,0.515152
980.9828,0.762878
981.465,0.910339
981.9471,0.950851
982.4291,0.73262
982.9113,0.202232
983.3934,0.064423002
983.8755,0.822021
984.3576,1.776855
984.8397,2.073105
985.3218,1.873314
985.804,1.4645
986.2861,0.423424
986.7682,0.035583001
987.2503,0.560051
987.7324,1.389709
988.2145,1.510887
988.6967,0.977386
989.1788,0.925232
989.6609,1.441742
990.143,1.946342
990.6251,2.06678
991.1072,1.90715
991.5894,1.341583
992.0715,0.422401
992.5536,0.169426
993.0357,1.03228
993.5178,1.684639
993.9999,1.590141
994.4821,1.125397
994.9642,1.298584
995.4463,1.899864
995.9284,2.217148
996.4105,1.985054
996.8926,1.434113
997.3748,0.023003001
997.8569,1.252472
998.339,1.147606
998.8211,1.12571
999.3032,1.78389
999.7853,0.492378
1000.267,0.905159
1000.75,0.476242
1001.232,0.703003
1001.714,0.717247
1002.196,0.316368
1002.678,0.872131
1003.16,0.388748
1003.642,1.265907
1004.124,1.041908
1004.607,0.133156
1005.089,0.170029
1005.571,0.105461
1006.053,0.466606
1006.535,0.81826
1007.017,1.098106
1007.499,1.194145
1007.981,1.218025
1008.463,1.2882
1008.946,1.380066
1009.428,1.73185
1009.91,2.653999
1010.392,3.197029
1010.874,2.227867
1011.356,0.365234
1011.838,0.172264
1012.32,1.3647
1012.802,2.2911
1013.285,1.804604
1013.767,1.081734
1014.249,0.601738
1014.731,0.317039
1015.213,0.041000001
1015.695,0.128838
1016.177,0.022803999
1016.659,0.44323
1017.142,1.007156
1017.624,1.541931
1018.106,1.880257
1018.588,1.702148
1019.07,0.855247
1019.552,0.156601
1020.034,0.383179
1020.516,0.521561
1020.998,0.0026700001
1021.481,1.024315
1021.963,1.673882
1022.445,1.974525
1022.927,2.052498
1023.409,1.624832
1023.891,1.396515
1024.373,2.21962
1024.855,3.436951
1025.338,3.846123
1025.82,3.066177
1026.302,2.414864
1026.784,1.943138
1027.266,1.702515
1027.748,1.843987
1028.23,2.218979
1028.712,2.515404
1029.194,2.72036
1029.677,3.11274
1030.159,4.487984
1030.641,5.218399
1031.123,4.439262
1031.605,2.792587
1032.087,2.194672
1032.569,2.553658
1033.051,2.6772
1033.534,2.08844
1034.016,1.513115
1034.498,1.720039
1034.98,2.248596
1035.462,2.5009
1035.944,2.119438
1036.426,2.396431
1036.908,3.690399
1037.391,4.630608
1037.873,3.72525
1038.355,1.881378
1038.837,1.659683
1039.319,2.704857
1039.801,3.39225
1040.283,2.436264
1040.765,1.615715
1041.247,1.623505
1041.729,2.059372
1042.212,2.274811
1042.694,2.265999
1043.176,2.113342
1043.658,1.800369
1044.14,1.534187
1044.622,1.366577
1045.104,1.445992
1045.586,1.991188
1046.069,3.066124
1046.551,3.745163
1047.033,3.911926
1047.515,3.88044
1047.997,3.667686
1048.479,3.449776
1048.961,3.850922
1049.443,4.548798
1049.926,4.672417
1050.408,3.437859
1050.89,2.464554
1051.372,2.244324
1051.854,2.556107
1052.336,3.328156
1052.818,4.593727
1053.3,6.078133
1053.782,7.783493
1054.265,8.524513
1054.747,6.152596
1055.229,3.558556
1055.711,3.495857
1056.193,5.372902
1056.675,6.475342
1057.157,6.175735
1057.639,5.908142
1058.121,5.814087
1058.604,5.892479
1059.086,5.845512
1059.568,5.894196
1060.05,6.743263
1060.532,8.61293
1061.014,10.1276
1061.496,10.38207
1061.978,10.32083
1062.461,10.22939
1062.943,10.15503
1063.425,10.42353
1063.907,11.00304
1064.389,11.57617
1064.871,11.86906
1065.353,12.43314
1065.835,13.96117
1066.318,15.79105
1066.8,17.15574
1067.282,17.77824
1067.764,18.73497
1068.246,20.03024
1068.728,21.5953
1069.21,23.52493
1069.692,25.60153
1070.174,27.47352
1070.656,29.18205
1071.139,30.97467
1071.621,32.81454
1072.103,34.9855
1072.585,37.58363
1073.067,40.40058
1073.549,43.15427
1074.031,45.90948
1074.513,49.1458
1074.996,52.85446
1075.478,56.91973
1075.96,61.16655
1076.442,65.82169
1076.924,70.92568
1077.406,76.55058
1077.888,83.0863
1078.37,90.6212
1078.853,97.85798
1079.335,104.1979
1079.817,110.1552
1080.299,117.6535
1080.781,124.6224
1081.263,128.1692
1081.745,126.8637
1082.227,124.4345
1082.709,121.2594
1083.192,116.0759
1083.674,107.3627
1084.156,96.24596
1084.638,84.57349
1085.12,72.89433
1085.602,62.77074
1086.084,55.24149
1086.566,48.78972
1087.048,43.18017
1087.531,38.23104
1088.013,33.84594
1088.495,29.97575
1088.977,26.02122
1089.459,21.92847
1089.941,18.85099
1090.423,18.67089
1090.905,18.79953
1091.387,17.24514
1091.87,14.48196
1092.352,12.72472
1092.834,12.05973
1093.316,11.81004
1093.798,11.94964
1094.28,12.00898
1094.762,11.30727
1095.244,10.26678
1095.727,9.394897
1096.209,8.801544
1096.691,8.219727
1097.173,7.562851
1097.655,7.0924
1098.137,7.005142
1098.619,7.10849
1099.101,7.01841
1099.583,6.74234
1100.066,6.279289
1100.548,5.454193
1101.03,4.747734
1101.512,4.092049
1101.994,3.807137
1102.476,4.513794
1102.958,6.063553
1103.44,5.883247
1103.922,4.138298
1104.405,2.726448
1104.887,3.202133
1105.369,3.876083
1105.851,3.670151
1106.333,3.058533
1106.815,3.038361
1107.297,3.737411
1107.779,4.099228
1108.262,4.017166
1108.744,3.656738
1109.226,2.962997
1109.708,2.219582
1110.19,1.586098
1110.672,1.127899
1111.154,1.244865
1111.636,2.257813
1112.119,2.940964
1112.601,2.989616
1113.083,2.641823
1113.565,2.113457
1114.047,1.491463
1114.529,0.900589
1115.011,0.32724
1115.493,0.01181
1115.975,0.064002998
1116.458,0.166046
1116.94,0.087021001
1117.422,0.055298001
1117.904,0.180511
1118.386,0.691536
1118.868,1.160225
1119.35,1.600708
1119.832,1.713211
1120.314,1.033722
1120.797,0.251907
1121.279,0.073044002
1121.761,0.051688999
1122.243,0.126915
1122.725,0.573799
1123.207,0.735535
1123.689,0.146851
1124.171,0.979042
1124.654,0.734497
1125.136,0.152046
1125.618,0.441376
1126.1,2.053146
1126.582,2.388786
1127.064,1.167999
1127.546,0.1745
1128.028,0.312897
1128.51,0.0040739998
1128.993,0.080779999
1129.475,0.450851
1129.957,0.412834
1130.439,0.393402
1130.921,0.661674
1131.403,0.042419001
1131.885,0.773827
1132.367,0.923653
1132.849,0.661995
1133.332,0.363045
1133.814,0.072433002
1134.296,0.247963
1134.778,0.515381
1135.26,0.980331
1135.742,1.814346
1136.224,2.770882
1136.706,3.394623
1137.189,3.71891
1137.671,3.860649
1138.153,3.824257
1138.635,3.641357
1139.117,2.879013
1139.599,2.474922
1140.081,3.153435
1140.563,4.549011
1141.046,4.722282
1141.528,3.941742
1142.01,3.604248
1142.492,4.474617
1142.974,5.560745
1143.456,6.579979
1143.938,7.401764
1144.42,7.816994
1144.902,7.80265
1145.385,8.416756
1145.867,9.593506
1146.349,10.63444
1146.831,11.00911
1147.313,11.33585
1147.795,12.08437
1148.277,13.0362
1148.759,13.72907
1149.241,13.96126
1149.724,15.12194
1150.206,17.34239
1150.688,19.59611
1151.17,20.98788
1151.652,22.00269
1152.134,22.66648
1152.616,23.31985
1153.098,25.22107
1153.581,29.00846
1154.063,31.89918
1154.545,33.39149
1155.027,34.51537
1155.509,36.19669
1155.991,38.27122
1156.473,40.80508
1156.955,43.71346
1157.438,45.74055
1157.92,46.49317
1158.402,47.2352
1158.884,48.41698
1159.366,49.32367
1159.848,48.73807
1160.33,47.18356
1160.812,45.61056
1161.294,44.23037
1161.776,42.07529
1162.259,38.56636
1162.741,34.95274
1163.223,31.47346
1163.705,28.34982
1164.187,26.46064
1164.669,25.26804
1165.151,23.34568
1165.633,19.98825
1166.116,17.11833
1166.598,15.34147
1167.08,14.00871
1167.562,12.88051
1168.044,11.91064
1168.526,10.98606
1169.008,10.07971
1169.49,9.073372
1169.973,7.816849
1170.455,6.651917
1170.937,5.676414
1171.419,4.87426
1171.901,4.236656
1172.383,3.774155
1172.865,3.706642
1173.347,3.921997
1173.829,3.780052
1174.312,2.250816
1174.794,1.146156
1175.276,1.558136
1175.758,2.477478
1176.24,3.004417
1176.722,3.144241
1177.204,3.288246
1177.686,3.415688
1178.168,3.17009
1178.651,1.695885
1179.133,0.488213
1179.615,0.381538
1180.097,1.003769
1180.579,2.202065
1181.061,3.999268
1181.543,3.723145
1182.025,1.146545
1182.508,0.973709
1182.99,0.0081709996
1183.472,1.46843
1183.954,1.73642
1184.436,1.193184
1184.918,0.66629
1185.4,0.13398
1185.882,0.048018999
1186.365,0.513069
1186.847,1.094437
1187.329,1.625969
1187.811,1.975388
1188.293,1.83709
1188.775,1.405441
1189.257,1.591309
1189.739,2.436256
1190.221,2.679916
1190.703,2.012505
1191.186,1.22863
1191.668,1.048019
1192.15,1.099792
1192.632,1.127831
1193.114,1.102585
1193.596,0.965561
1194.078,0.717888
1194.56,0.270554
1195.043,0.504822
1195.525,1.095985
1196.007,0.882423
1196.489,0.285889
1196.971,0.372398
1197.453,1.05883
1197.935,1.386734
1198.417,1.30899
1198.9,1.313591
1199.382,1.661774
1199.864,1.940163
1200.346,1.619888
1200.828,1.043556
1201.31,0.604637
1201.792,0.35305
1202.274,0.037696999
1202.756,0.638603
1203.239,0.723282
1203.721,0.262764
1204.203,1.498116
1204.685,2.244568
1205.167,2.604691
1205.649,2.656952
1206.131,2.371765
1206.613,2.033539
1207.095,1.615196
1207.578,1.34256
1208.06,1.406036
1208.542,1.589432
1209.024,1.602173
1209.506,1.599854
1209.988,1.878815
1210.47,2.610939
1210.952,2.954971
1211.435,2.875145
1211.917,2.726257
1212.399,2.559074
1212.881,2.599182
1213.363,3.343567
1213.845,4.379135
1214.327,4.962212
1214.809,5.046577
1215.292,4.639229
1215.774,3.669922
1216.256,2.845062
1216.738,2.667259
1217.22,2.902351
1217.702,3.591362
1218.184,4.515335
1218.666,5.08548
1219.148,5.226173
1219.63,5.226425
1220.113,5.06102
1220.595,5.096382
1221.077,5.96627
1221.559,6.849838
1222.041,6.847321
1222.523,6.313873
1223.005,6.181549
1223.487,6.576439
1223.97,6.862045
1224.452,6.979248
1224.934,7.200554
1225.416,7.751228
1225.898,8.481033
1226.38,9.652985
1226.862,10.82133
1227.344,10.71739
1227.827,8.997414
1228.309,8.389999
1228.791,9.201103
1229.273,10.12078
1229.755,10.19424
1230.237,9.816833
1230.719,8.979599
1231.201,7.992325
1231.683,7.717995
1232.166,8.240005
1232.648,8.496735
1233.13,8.363586
1233.612,8.239365
1234.094,8.633736
1234.576,8.989815
1235.058,8.88015
1235.54,8.414314
1236.022,7.833641
1236.505,7.058601
1236.987,6.237305
1237.469,5.285652
1237.951,4.720993
1238.433,5.363319
1238.915,6.137993
1239.397,6.49118
1239.879,6.39064
1240.362,5.32135
1240.844,3.429672
1241.326,3.147789
1241.808,4.963844
1242.29,6.513054
1242.772,5.837639
1243.254,4.606987
1243.736,3.842873
1244.219,3.433929
1244.701,3.431068
1245.183,3.757904
1245.665,3.959763
1246.147,3.963799
1246.629,3.615608
1247.111,2.400208
1247.593,1.588371
1248.075,1.674599
1248.557,2.347397
1249.04,2.979362
1249.522,3.573128
1250.004,4.191414
1250.486,4.872803
1250.968,5.114983
1251.45,4.126114
1251.932,3.351532
1252.414,3.375755
1252.897,3.801613
1253.379,3.775986
1253.861,3.46405
1254.343,3.302872
1254.825,3.373917
1255.307,3.456535
1255.789,3.597282
1256.271,3.518768
1256.754,2.99353
1257.236,2.434914
1257.718,2.871407
1258.2,3.751694
1258.682,3.879372
1259.164,2.978966
1259.646,2.659065
1260.128,3.410225
1260.61,4.156456
1261.093,4.665833
1261.575,4.805626
1262.057,4.07029
1262.539,2.981743
1263.021,2.276398
1263.503,2.08268
1263.985,2.082451
1264.467,2.232758
1264.949,2.724434
1265.432,3.831474
1265.914,4.671623
1266.396,3.5495
1266.878,1.892235
1267.36,1.501823
1267.842,2.569427
1268.324,2.923134
1268.806,2.442627
1269.289,2.318031
1269.771,3.026566
1270.253,3.680328
1270.735,3.124931
1271.217,2.31601
1271.699,2.248192
1272.181,2.801758
1272.663,3.246391
1273.146,3.573441
1273.628,3.360168
1274.11,2.408882
1274.592,1.294945
1275.074,0.225571
1275.556,1.059818
1276.038,0.334099
1276.52,1.519798
1277.002,3.252922
1277.484,4.729927
1277.967,5.026466
1278.449,3.699753
1278.931,2.452164
1279.413,2.02961
1279.895,2.168564
1280.377,3.045746
1280.859,4.099937
1281.341,3.536179
1281.823,1.971962
1282.306,1.230141
1282.788,1.510773
1283.27,1.10083
1283.752,1.712639
1284.234,2.090866
1284.716,2.094086
1285.198,1.917091
1285.68,1.905632
1286.163,1.96608
1286.645,1.949821
1287.127,2.117592
1287.609,1.997047
1288.091,1.516365
1288.573,0.978874
1289.055,0.417412
1289.537,0.011467
1290.02,0.0
1500.0,0.0
